pid,bc,dir,yds,succ,kne
652368,DW-3600,RT,18,1,0
652370,DW-3600,RG,4,1,0
652372,DW-3600,RG,11,1,0
652375,WJ-0300,RG,6,0,0
652385,DW-3600,LG,6,1,0
652386,DW-3600,LT,-1,0,0
652393,DL-1700,LT,8,1,0
652394,DL-1700,MD,1,0,0
652395,TB-2300,MD,1,1,0
652399,JE-0100,RE,9,1,0
652400,BB-2250,LE,-3,0,0
652403,DL-1700,RT,3,0,0
652409,DW-3600,MD,2,0,0
652412,DW-3600,RE,6,1,0
652413,DW-3600,RT,1,0,0
652417,DL-1700,MD,0,0,0
652420,DL-1700,LG,8,1,0
652421,DL-1700,MD,1,0,0
652422,TB-2300,MD,2,1,0
652431,DW-3600,LG,2,0,0
652435,DW-3600,LE,5,1,0
652440,TB-2300,NL,-2,0,1
652443,DL-1700,MD,4,1,0
652444,BB-2250,RE,1,0,0
652446,DL-1700,LG,11,1,0
652447,DL-1700,RT,9,1,0
652450,BB-2250,RG,0,0,0
652454,DW-3600,MD,28,1,0
652456,DW-3600,RG,7,1,0
652457,DW-3600,LG,10,1,0
652458,DW-3600,LG,1,1,0
652459,WJ-0300,LG,0,0,0
652460,WJ-0300,LG,1,1,0
652463,DL-1700,RT,13,1,0
652468,DW-3600,LE,12,1,0
652469,DW-3600,LT,5,1,0
652470,DW-3600,RE,-1,0,0
652473,DW-3600,MD,5,1,0
652475,DW-3600,RG,0,0,0
652479,WJ-0300,MD,0,0,0
652481,DW-3600,MD,-1,0,0
652486,DL-1700,MD,5,1,0
652488,BB-2250,RG,0,0,0
652493,DW-3600,LG,7,1,0
652497,DL-1700,LG,-2,0,0
652504,DL-1700,RG,4,1,0
652506,DL-1700,LT,1,0,0
652508,BB-2250,MD,3,1,0
652509,DL-1700,MD,3,0,0
652528,MF-1300,RG,3,0,0
652529,MF-1300,LG,22,1,0
652531,JR-2800,LG,4,1,0
652535,JC-6200,RE,4,1,0
652541,AR-1300,LG,2,0,0
652542,EL-0010,LE,5,1,0
652545,JL-0280,RT,1,0,0
652547,MF-1300,RG,1,0,0
652552,EL-0010,LE,1,0,0
652554,EL-0010,LT,16,1,0
652555,EL-0010,LT,4,1,0
652557,AR-1300,RG,2,1,0
652563,MF-1300,LE,2,0,0
652564,MF-1300,RG,5,1,0
652565,MF-1300,RE,8,1,0
652566,MF-1300,LG,6,1,0
652568,MF-1300,LE,8,1,0
652572,MF-1300,LT,23,1,0
652574,MF-1300,LE,5,0,0
652577,MF-1300,RT,1,1,0
652580,MF-1300,RT,3,1,0
652581,MF-1300,LE,1,1,0
652584,EL-0010,LG,7,1,0
652590,EL-0010,LG,3,0,0
652592,EL-0010,LG,-1,0,0
652597,JC-6200,RE,4,1,0
652598,MF-1300,LE,3,0,0
652599,MF-1300,LE,8,1,0
652602,JC-6200,RE,12,1,0
652604,MF-1300,LT,6,1,0
652610,AR-1300,NL,-1,0,1
652612,RR-1050,RE,11,1,0
652614,EL-0010,LT,15,1,0
652620,MF-1300,LE,2,0,0
652621,MF-1300,RG,2,0,0
652622,MF-1300,RE,-1,0,0
652624,MF-1300,RT,20,1,0
652625,JR-2800,RT,5,1,0
652626,JR-2800,LT,2,0,0
652629,MF-1300,RE,2,0,0
652631,JR-2800,LG,5,0,0
652634,EL-0010,LT,8,1,0
652636,EL-0010,LG,4,0,0
652639,EL-0010,RT,2,0,0
652640,AR-1300,RE,4,0,0
652641,AR-1300,LE,12,1,0
652643,JS-6200,RG,-1,0,0
652645,JS-6200,LG,3,1,0
652646,AR-1300,LE,15,1,0
652647,EL-0010,RG,1,0,0
652648,EL-0010,RT,5,1,0
652649,EL-0010,RG,5,1,0
652650,AR-1300,RE,1,0,0
652655,JC-6200,LE,11,1,0
652656,MF-1300,RG,3,0,0
652665,EL-0010,LE,1,0,0
652668,MF-1300,LE,8,1,0
652670,MF-1300,LE,0,0,0
652673,EL-0010,RG,1,0,0
652675,EL-0010,LT,5,1,0
652676,EL-0010,LT,1,0,0
652678,EL-0010,LG,2,1,0
652689,AR-1300,NL,0,0,1
652692,JC-2300,LG,4,1,0
652695,AS-1600,RE,4,1,0
652696,JC-2300,MD,2,0,0
652701,JC-2300,RG,3,0,0
652705,AB-1975,LG,3,0,0
652707,AB-1975,RG,11,1,0
652712,JC-2300,LG,-3,0,0
652715,AS-1600,LE,5,1,0
652718,KD-0450,RT,4,1,0
652723,AB-1975,MD,2,0,0
652725,JG-3850,RT,21,1,0
652728,JG-3850,RT,-2,0,0
652733,DT-0850,RE,9,1,0
652735,JC-2300,LE,2,0,0
652737,KD-0450,MD,10,1,0
652743,CP-1950,MD,2,0,0
652744,CP-1950,RT,1,0,0
652748,JC-2300,MD,-1,0,0
652759,JG-3850,MD,1,0,0
652763,KD-0450,LE,2,0,0
652764,KD-0450,MD,-3,0,0
652768,AB-1975,MD,4,1,0
652770,JG-3850,RG,3,0,0
652774,JG-3850,RG,4,1,0
652779,AS-1600,NL,-1,0,1
652783,AB-1975,MD,7,1,0
652786,JC-2300,MD,0,0,0
652788,JC-2300,LE,0,0,0
652790,AB-1975,RG,2,0,0
652795,JC-2300,MD,4,0,0
652797,AS-1600,RE,3,1,0
652800,AS-1600,RE,3,0,0
652803,CP-1950,RE,13,1,0
652805,CP-1950,LT,4,1,0
652808,AB-1975,RT,0,0,0
652809,JC-2300,MD,13,1,0
652810,JC-2300,LE,11,1,0
652817,CP-1950,MD,2,0,0
652822,JC-2300,LG,1,0,0
652823,JC-2300,RG,11,1,0
652824,KD-0450,LE,-1,0,0
652826,AS-1600,LG,1,0,0
652831,AB-1975,MD,9,1,0
652832,AB-1975,MD,4,1,0
652835,JG-3850,MD,1,0,0
652837,JC-2300,RG,3,1,0
652850,KD-0450,LG,4,1,0
652853,JC-2300,RT,-1,0,0
652854,AS-1600,LE,2,0,0
652855,JC-2300,RE,8,0,0
652860,RM-0300,RE,6,1,0
652869,AS-1600,NL,-1,0,1
652870,AS-1600,NL,-1,0,1
652872,CI-0300,RE,3,0,0
652873,CI-0300,MD,4,0,0
652875,CI-0300,RT,0,0,0
652880,IC-0300,MD,1,0,0
652881,JM-2900,RE,9,1,0
652882,IC-0300,LT,1,0,0
652885,IC-0300,RE,1,0,0
652886,IC-0300,MD,8,1,0
652887,JM-2900,MD,1,1,0
652891,SD-0800,LT,4,1,0
652893,IC-0300,MD,3,1,0
652897,JM-2900,MD,13,0,0
652898,CI-0300,RE,11,1,0
652899,CI-0300,MD,2,0,0
652900,CI-0300,MD,1,0,0
652902,CI-0300,MD,1,0,0
652903,TB-1720,MD,0,0,0
652904,IC-0300,LE,-3,0,0
652906,DJ-1850,RT,6,1,0
652907,DJ-1850,LG,0,0,0
652919,CI-0300,MD,10,1,0
652922,IC-0300,RE,-2,0,0
652923,JM-0850,RE,6,0,0
652925,DJ-1850,MD,4,0,0
652928,BP-1200,MD,3,0,0
652929,RF-0500,MD,0,0,0
652932,IC-0300,RE,0,0,0
652935,IC-0300,RT,4,1,0
652938,JM-0850,LT,3,0,0
652948,BP-1200,RT,7,1,0
652952,IC-0300,RE,8,1,0
652955,DJ-1850,MD,8,1,0
652956,DJ-1850,RE,2,0,0
652959,IC-0300,MD,0,0,0
652961,JM-0850,LE,8,0,0
652963,CI-0300,RG,5,1,0
652964,CI-0300,MD,3,1,0
652966,CI-0300,RT,2,1,0
652967,CI-0300,LG,0,0,0
652972,IC-0300,LG,-1,0,0
652975,CI-0300,RT,4,1,0
652978,CI-0300,RT,4,1,0
652979,CI-0300,RE,19,1,0
652980,BP-1200,MD,9,1,0
652981,BP-1200,RG,2,1,0
652982,BP-1200,MD,3,0,0
652983,BP-1200,LG,2,0,0
652987,DJ-1850,LT,0,0,0
652992,DJ-1850,MD,2,0,0
652995,CI-0300,RG,3,1,0
652996,CI-0300,MD,12,1,0
652997,CI-0300,MD,1,0,0
652998,CI-0300,RE,3,1,0
653003,JM-0850,MD,14,1,0
653006,CI-0300,RG,3,1,0
653007,BP-1200,RT,-3,0,0
653014,JM-0850,MD,4,0,0
653019,BP-1200,RT,1,0,0
653020,BP-1200,RE,9,1,0
653021,BP-1200,LG,5,1,0
653022,BP-1200,LE,21,1,0
653023,BP-1200,MD,3,1,0
653024,TB-1720,MD,2,0,0
653025,RF-0500,NL,-1,0,1
653027,FG-0200,LE,8,1,0
653030,FG-0200,LG,3,1,0
653033,FG-0200,LG,2,0,0
653037,LM-1000,LE,-6,0,0
653039,LM-1000,LT,-1,0,0
653041,TT-0500,MD,1,0,0
653048,LM-1000,RG,4,1,0
653049,PH-0400,LE,9,1,0
653060,LM-1000,MD,1,0,0
653063,LM-1000,LT,-3,0,0
653076,LM-1000,RT,8,1,0
653077,LM-1000,MD,4,1,0
653078,AD-1300,RT,-4,0,0
653080,TT-0500,LE,8,0,0
653083,FG-0200,RG,0,0,0
653086,JR-2775,RG,2,0,0
653090,FG-0200,RG,9,1,0
653091,FG-0200,LG,4,1,0
653097,TT-0500,RE,-2,0,0
653098,TT-0500,RT,31,1,0
653100,TT-0500,LE,5,0,0
653101,KW-1150,MD,26,1,0
653104,AL-1100,NL,-1,0,1
653109,LM-1000,LG,-1,0,0
653111,LM-1000,MD,6,1,0
653112,LM-1000,RG,7,1,0
653113,KW-1150,RG,5,1,0
653114,AD-1300,LG,4,1,0
653115,LM-1000,RE,5,1,0
653116,AD-1300,RG,1,1,0
653119,FG-0200,LT,4,1,0
653123,TV-0150,LG,2,1,0
653124,AL-1100,MD,1,1,0
653125,FG-0200,RG,1,0,0
653129,JR-2775,LE,7,1,0
653130,JR-2775,LG,1,0,0
653135,JR-2775,LG,1,0,0
653140,LM-1000,RT,1,0,0
653143,TT-0500,MD,2,0,0
653151,KW-1150,MD,14,1,0
653155,LM-1000,MD,2,0,0
653156,LM-1000,RG,-3,0,0
653165,AL-1100,MD,11,1,0
653171,LM-1000,RE,0,0,0
653172,KW-1150,MD,6,1,0
653173,LM-1000,MD,16,1,0
653174,KW-1150,MD,5,1,0
653175,KW-1150,RT,-1,0,0
653176,LM-1000,LG,1,0,0
653179,AL-1100,LG,9,1,0
653184,TT-0500,NL,-2,0,1
653185,TT-0500,NL,-1,0,1
653186,TT-0500,NL,-1,0,1
653188,AM-2850,LT,5,1,0
653191,AM-2850,RG,6,1,0
653194,AM-2850,RG,9,1,0
653195,AM-2850,LE,0,0,0
653197,AM-2850,LE,10,1,0
653199,AM-2850,MD,5,0,0
653200,CT-1220,RG,2,0,0
653204,LM-1150,RE,1,0,0
653205,LM-1150,RG,0,0,0
653208,AM-2850,RG,6,1,0
653211,MJ-2275,RE,0,0,0
653214,AM-2850,LE,4,1,0
653215,AM-2850,MD,3,0,0
653216,CT-1220,LE,2,0,0
653222,LM-1150,RT,1,0,0
653225,AM-2850,RG,0,0,0
653226,AM-2850,LG,2,0,0
653232,DW-3125,LE,0,0,0
653233,AM-2850,RG,14,1,0
653234,AM-2850,RG,4,1,0
653235,AM-2850,LT,4,1,0
653237,MJ-2275,LG,5,1,0
653238,MJ-2275,LT,4,1,0
653239,MJ-2275,RE,6,1,0
653240,MJ-2275,MD,4,1,0
653241,JC-5680,LE,2,0,0
653244,AM-2850,LE,9,1,0
653246,AM-2850,MD,4,1,0
653247,AM-2850,LT,-3,0,0
653263,KC-2350,NL,-1,0,1
653266,RT-0150,RT,3,0,0
653272,AM-2850,LE,-2,0,0
653277,LM-1150,RE,7,1,0
653285,CT-1220,LE,7,1,0
653288,AM-2850,RE,6,1,0
653293,AM-2850,LE,11,0,0
653296,LM-1150,RT,12,1,0
653297,LM-1150,RE,17,1,0
653300,JL-0215,LT,14,1,0
653303,RT-0150,RE,5,0,0
653310,AM-2850,RE,2,0,0
653311,MJ-2275,RE,9,0,0
653315,AM-2850,MD,3,0,0
653319,KC-2350,MD,0,0,0
653322,LM-1150,LE,7,1,0
653323,LM-1150,RT,2,1,0
653325,LM-1150,LT,2,0,0
653331,AM-2850,MD,7,1,0
653333,AM-2850,LE,13,1,0
653334,AM-2850,LE,-1,0,0
653338,LM-1150,LE,-6,0,0
653340,LM-1150,RT,1,0,0
653341,LM-1150,RG,1,0,0
653342,LM-1150,RG,8,1,0
653343,RT-0150,NL,-1,0,1
653345,TY-0150,LE,1,0,0
653346,TY-0150,MD,3,0,0
653350,CN-0500,RE,5,0,0
653353,JS-6700,MD,22,1,0
653354,JS-6700,RE,3,0,0
653355,JS-6700,RE,8,1,0
653359,JS-6700,LE,1,0,0
653366,TY-0150,LE,4,0,0
653367,BB-2425,MD,2,0,0
653369,JS-6700,LE,1,0,0
653374,TY-0150,MD,14,1,0
653376,TY-0150,RE,11,1,0
653379,BB-2425,LE,11,1,0
653381,TY-0150,MD,3,0,0
653385,JS-6700,LE,6,1,0
653386,CN-0500,RE,3,1,0
653387,CN-0500,MD,0,0,0
653389,DR-2250,MD,6,1,0
653394,DR-2250,RE,4,1,0
653395,BB-2425,MD,1,1,0
653402,TY-0150,RE,-2,0,0
653406,CN-0500,LE,4,1,0
653410,JS-6700,MD,7,1,0
653414,FW-0750,RE,0,0,0
653416,CN-0500,MD,3,0,0
653417,CN-0500,MD,2,1,0
653425,BB-2425,RE,12,1,0
653432,CN-0500,NL,-1,0,1
653434,JS-6700,MD,2,0,0
653437,JS-6700,RE,4,1,0
653438,CN-0500,LE,-5,0,0
653441,TY-0150,RE,6,1,0
653442,TY-0150,MD,-1,0,0
653448,DR-2250,MD,5,1,0
653450,DR-2250,MD,2,0,0
653451,DR-2250,MD,2,0,0
653454,JS-6700,LE,2,0,0
653457,JS-6700,MD,2,0,0
653459,CN-0500,RE,2,0,0
653463,TY-0150,MD,1,0,0
653466,JS-6700,MD,2,0,0
653473,TY-0150,MD,12,1,0
653475,TY-0150,LE,-1,0,0
653479,JS-6700,MD,0,0,0
653481,JS-6700,MD,2,0,0
653483,CN-0500,MD,10,1,0
653484,FW-0750,MD,2,0,0
653486,MT-1300,MD,12,1,0
653488,CN-0500,LE,4,1,0
653489,JS-6700,RE,0,0,0
653490,CN-0500,LE,1,0,0
653491,CN-0500,MD,8,0,0
653495,JS-6700,LE,2,0,0
653496,JS-6700,MD,-2,0,0
653497,JS-6700,LE,-6,0,0
653507,CN-0500,NL,-1,0,1
653509,ML-2500,LT,2,0,0
653511,ML-2500,MD,10,1,0
653512,FJ-0100,MD,5,1,0
653514,RW-3850,LE,0,0,0
653517,DC-2850,MD,2,1,0
653519,TR-0112,LG,1,0,0
653521,ML-2500,MD,-1,0,0
653524,BC-3070,LT,-2,0,0
653526,NF-0250,MD,1,0,0
653531,BC-3070,LT,4,1,0
653536,IP-0050,LT,-1,0,0
653538,TA-1050,LT,16,1,0
653541,ML-2500,RT,-2,0,0
653544,ML-2500,RG,4,1,0
653546,RW-3850,RE,7,1,0
653549,BC-3070,MD,4,1,0
653550,BC-3070,LG,3,1,0
653551,BC-3070,LT,2,0,0
653557,ML-2500,RT,1,0,0
653559,ML-2500,MD,3,1,0
653562,TR-0112,MD,4,1,0
653566,BC-3070,MD,0,0,0
653573,FJ-0100,MD,7,1,0
653577,RW-3850,RE,3,1,0
653583,BC-3070,MD,-2,0,0
653584,NF-0250,MD,0,0,0
653585,ML-2500,RE,5,1,0
653586,ML-2500,MD,4,1,0
653587,ML-2500,MD,12,1,0
653589,ML-2500,LG,-1,0,0
653594,TA-1050,LT,1,0,0
653595,NF-0250,RG,9,1,0
653596,BC-3070,LE,7,1,0
653599,NF-0250,RE,1,1,0
653603,ML-2500,MD,2,0,0
653608,ML-2500,MD,2,0,0
653612,BC-3070,MD,8,1,0
653613,TA-1050,MD,-2,0,0
653619,ML-2500,LT,24,1,0
653620,ML-2500,LG,5,1,0
653624,RW-3850,MD,9,1,0
653631,TA-1050,RG,2,0,0
653632,BC-3070,LT,2,0,0
653634,IP-0050,LT,4,0,0
653636,RW-3850,MD,1,0,0
653637,ML-2500,MD,2,1,0
653638,RW-3850,LE,10,1,0
653642,FJ-0100,MD,1,0,0
653649,BC-3070,LT,9,1,0
653651,BC-3070,RT,3,1,0
653653,BC-3070,RT,-1,0,0
653668,RW-3850,NL,-1,0,1
653670,BC-3070,MD,2,0,0
653672,BC-3070,MD,4,1,0
653673,BC-3070,LT,2,0,0
653679,ML-2500,MD,2,1,0
653682,RW-3850,MD,2,0,0
653683,ML-2500,LG,-1,0,0
653689,AE-0750,MD,18,1,0
653690,CP-0500,LE,3,0,0
653692,AE-0750,MD,-2,0,0
653697,MI-0100,LE,1,0,0
653699,DB-3800,MD,3,1,0
653701,KR-1050,LT,0,0,0
653702,AJ-1125,MD,4,1,0
653705,KR-1050,MD,3,0,0
653706,BC-2325,RE,4,0,0
653710,AE-0750,MD,-1,0,0
653717,KR-1050,RT,2,0,0
653721,KR-1050,LE,2,0,0
653724,AE-0750,RE,14,1,0
653725,CJ-1700,LE,6,1,0
653726,CJ-1700,MD,2,0,0
653729,AE-0750,MD,1,1,0
653733,MI-0100,MD,9,1,0
653734,MI-0100,RT,4,1,0
653741,KR-1050,RE,4,1,0
653742,MI-0100,MD,4,1,0
653748,CJ-1700,RE,-1,0,0
653765,CP-0500,LG,12,1,0
653768,MI-0100,MD,2,0,0
653773,AE-0750,MD,4,1,0
653774,AE-0750,MD,1,0,0
653778,KR-1050,MD,6,1,0
653782,MI-0100,LT,-3,0,0
653790,AE-0750,MD,10,0,0
653792,MI-0100,MD,9,1,0
653794,MI-0100,LT,-3,0,0
653798,AE-0750,MD,3,0,0
653799,AE-0750,MD,3,0,0
653803,KR-1050,MD,1,0,0
653809,KR-1050,LT,1,0,0
653814,AE-0750,RT,16,1,0
653815,AE-0750,MD,2,0,0
653817,CJ-1700,MD,12,1,0
653818,CJ-1700,RE,5,1,0
653826,MI-0100,MD,1,0,0
653831,CJ-1700,MD,6,1,0
653832,CJ-1700,LT,2,0,0
653834,CJ-1700,MD,4,1,0
653835,CJ-1700,MD,-1,0,0
653842,CJ-1700,MD,2,0,0
653851,CP-0500,NL,-1,0,1
653853,JB-2700,LT,1,0,0
653855,JB-2700,MD,7,1,0
653860,AA-0025,MD,24,1,0
653864,MG-1150,MD,-2,0,0
653868,ZZ-0100,LT,4,0,0
653872,MG-1150,MD,5,1,0
653873,MG-1150,LE,-2,0,0
653874,DW-4300,MD,10,1,0
653877,MG-1150,MD,14,1,0
653878,DW-4300,RT,0,0,0
653881,MG-1150,MD,7,1,0
653885,JB-2700,MD,6,1,0
653889,MG-1150,LE,6,1,0
653898,ZZ-0100,RE,2,0,0
653899,AA-0025,MD,4,0,0
653904,BO-0150,MD,1,0,0
653906,BO-0150,MD,3,0,0
653908,DW-4300,MD,7,1,0
653909,DW-4300,RG,2,1,0
653911,DW-4300,MD,9,1,0
653914,AA-0025,RT,5,1,0
653915,JB-2700,LG,0,0,0
653919,MG-1150,MD,6,1,0
653920,MG-1150,MD,0,0,0
653922,DW-4300,MD,1,0,0
653930,MS-4100,NL,-1,0,1
653937,MG-1150,MD,5,1,0
653940,DW-4300,MD,2,0,0
653950,MG-1150,MD,5,1,0
653951,MG-1150,MD,4,0,0
653952,JB-2700,RE,-1,0,0
653955,DW-4300,MD,3,0,0
653956,DW-4300,MD,1,0,0
653961,AA-0025,MD,6,1,0
653963,AA-0025,RT,2,0,0
653967,MG-1150,RT,3,0,0
653970,DW-4300,RT,4,1,0
653977,AA-0025,MD,11,1,0
653978,JB-2700,LE,1,0,0
653980,AA-0025,LE,-2,0,0
653985,MG-1150,MD,1,0,0
653989,MG-1150,MD,-1,0,0
653991,DW-4300,MD,2,0,0
653994,DW-4300,MD,1,1,0
654006,PR-0300,NL,-1,0,1
654007,PR-0300,NL,-1,0,1
654010,BS-0650,LT,0,0,0
654016,DM-0450,RG,5,1,0
654017,DM-0450,RG,2,0,0
654022,DM-0450,RG,-2,0,0
654023,JW-5650,LE,3,0,0
654025,BS-0650,LG,7,1,0
654035,DM-0450,LE,5,1,0
654036,DM-0450,LG,14,1,0
654037,DM-0450,LE,14,1,0
654038,DM-0450,LG,3,0,0
654041,JW-5650,RE,5,1,0
654042,JW-5650,MD,0,0,0
654044,DM-0450,RG,0,0,0
654050,DM-1200,LT,3,0,0
654053,BS-0650,MD,3,0,0
654055,JW-5650,LE,1,0,0
654056,DM-0450,RG,7,1,0
654057,JW-5650,MD,1,0,0
654058,DM-0450,LT,0,0,0
654059,TW-1350,LT,5,1,0
654061,BS-0650,LT,16,1,0
654062,TW-1350,RG,12,1,0
654063,TW-1350,RG,1,0,0
654064,BS-0650,RG,3,0,0
654066,TW-1350,MD,1,1,0
654067,MM-0912,RE,-3,0,0
654072,JW-5650,RT,8,1,0
654075,MM-0912,LE,9,1,0
654076,TW-1350,LT,3,1,0
654078,TW-1350,MD,1,1,0
654079,TW-1350,MD,0,0,0
654094,BS-0650,LE,16,1,0
654095,BS-0650,LT,5,1,0
654096,BS-0650,LG,5,1,0
654101,BS-0650,MD,1,1,0
654106,DM-0450,RE,4,0,0
654109,BS-0650,LG,3,0,0
654111,BS-0650,LT,14,1,0
654112,BS-0650,LG,1,0,0
654113,TW-1350,RG,5,0,0
654117,JL-0260,RG,0,0,0
654119,CS-1950,RG,1,0,0
654122,DM-1200,LG,5,1,0
654123,TW-1350,LG,6,1,0
654124,TW-1350,LG,1,0,0
654125,CS-1950,LT,7,1,0
654126,CS-1950,LT,2,1,0
654127,CS-1950,RT,1,1,0
654130,CS-1950,MD,1,0,0
654137,TW-1350,MD,0,0,0
654139,TW-1350,RT,6,0,0
654140,TW-1350,RT,0,0,0
654147,BR-0050,MD,-2,0,0
654154,BR-0050,MD,7,1,0
654162,ZM-0150,NL,-1,0,1
654163,ZM-0150,NL,-2,0,1
654164,ZM-0150,NL,-2,0,1
654166,BR-0050,LT,5,1,0
654169,LM-1850,MD,2,0,0
654173,JH-4025,RG,5,1,0
654174,JH-4025,LE,10,1,0
654177,AD-0100,MD,3,0,0
654179,JH-4025,LT,6,1,0
654180,JH-4025,RG,3,1,0
654181,JH-4025,MD,0,0,0
654182,JH-4025,LE,3,1,0
654190,TJ-2400,LE,1,0,0
654194,JH-4025,MD,11,1,0
654199,LM-1850,RT,2,0,0
654201,LM-1850,LG,7,1,0
654202,LM-1850,MD,2,1,0
654206,LM-1850,LT,3,0,0
654209,GB-0350,RT,0,0,0
654219,LM-1850,MD,5,1,0
654222,LM-1850,MD,1,0,0
654223,TJ-2400,LE,0,0,0
654224,DC-0725,LE,8,0,0
654225,LM-1850,MD,0,0,0
654229,GB-0350,MD,6,1,0
654230,JH-4025,MD,1,0,0
654232,JH-4025,MD,2,1,0
654237,LM-1850,MD,12,0,0
654240,GB-0350,MD,13,1,0
654247,LM-1850,MD,8,1,0
654249,JH-4025,LT,1,0,0
654251,JH-4025,LG,-1,0,0
654258,JH-4025,MD,0,0,0
654264,LM-1850,MD,2,0,0
654268,JH-4025,LG,4,1,0
654271,JH-4025,RG,7,1,0
654273,GB-0350,LG,28,1,0
654274,GB-0350,MD,1,0,0
654280,JH-4025,LT,2,0,0
654281,JH-4025,LT,-2,0,0
654285,TJ-2400,RG,4,1,0
654292,JH-4025,RT,2,0,0
654309,JH-4025,LT,7,1,0
654310,JH-4025,RT,2,1,0
654311,AD-0100,RG,0,0,0
654316,JO-0550,LE,6,1,0
654325,GB-0350,LT,6,1,0
654326,GB-0350,LG,6,1,0
654327,GB-0350,RT,3,1,0
654328,AD-0100,NL,-1,0,1
654329,AD-0100,NL,-1,0,1
654332,JF-2800,LG,2,0,0
654334,JF-2800,LT,0,0,0
654338,CA-0750,RG,3,0,0
654340,CA-0750,LG,5,1,0
654344,CA-0750,LT,1,0,0
654348,RH-2350,RT,7,1,0
654351,CA-0750,RT,-1,0,0
654356,JF-2800,LT,3,0,0
654360,CA-0750,LT,2,0,0
654367,JF-2800,RT,4,1,0
654368,JF-2800,LG,-1,0,0
654376,RH-2350,MD,2,0,0
654381,JF-2800,MD,6,1,0
654383,JA-1025,LG,8,1,0
654384,JA-1025,LG,3,0,0
654385,JA-1025,RG,4,0,0
654386,JF-2800,MD,-1,0,0
654389,CA-0750,MD,5,1,0
654392,CA-0750,LG,1,0,0
654397,JF-2800,LT,0,0,0
654412,CA-0750,RT,0,0,0
654416,RH-2350,RE,0,0,0
654421,JF-2800,MD,1,1,0
654422,JF-2800,MD,-1,0,0
654424,JA-1025,RG,0,0,0
654429,RH-2350,RT,1,0,0
654430,RH-2350,LE,1,0,0
654434,JF-2800,MD,1,0,0
654445,JA-1025,LT,5,1,0
654446,JA-1025,MD,6,1,0
654447,JA-1025,RT,4,1,0
654448,JF-2800,MD,0,0,0
654452,JA-1025,LT,0,0,0
654454,JA-1025,MD,0,0,0
654459,CA-0750,RG,0,0,0
654460,CA-0750,MD,6,1,0
654461,RH-2350,RT,11,1,0
654462,RH-2350,LE,9,1,0
654463,RH-2350,MD,4,1,0
654464,RH-2350,LT,-1,0,0
654468,RH-2350,MD,9,1,0
654469,RH-2350,RT,2,1,0
654470,CA-0750,RT,2,0,0
654473,CA-0750,MD,5,1,0
654474,RH-2350,RE,-4,0,0
654479,JF-2800,MD,9,1,0
654486,JF-2800,RE,20,1,0
654493,PM-0200,NL,-1,0,1
654495,JR-0250,RG,2,0,0
654496,JR-0250,LE,3,0,0
654500,JR-0250,RT,3,0,0
654501,JR-0250,LE,5,1,0
654503,JR-0250,LE,15,1,0
654506,JR-0250,RE,0,0,0
654516,RJ-0800,RG,2,0,0
654518,RJ-0800,LT,7,1,0
654520,RJ-0800,LG,2,0,0
654524,JR-0250,RE,3,0,0
654527,JR-0250,MD,5,1,0
654528,JR-0250,LE,3,0,0
654532,AW-1350,RT,5,1,0
654534,EM-0200,MD,8,1,0
654535,SV-0200,LE,4,1,0
654539,DM-1600,LT,8,1,0
654540,DM-1600,LG,3,1,0
654542,DM-1600,RT,3,1,0
654544,DM-1600,RG,3,0,0
654550,RJ-0800,LE,5,1,0
654571,TR-0800,NL,-1,0,1
654573,DH-1800,RE,11,1,0
654575,AW-1350,LE,-1,0,0
654577,SV-0200,MD,3,0,0
654581,AW-1350,RT,3,0,0
654586,JR-0250,LT,2,0,0
654587,JR-0250,RE,7,1,0
654590,JR-0250,LE,5,1,0
654592,JR-0250,RT,5,1,0
654593,DM-1600,LE,1,0,0
654599,RJ-0800,LT,-3,0,0
654602,JR-0250,LT,4,1,0
654603,JR-0250,RG,1,0,0
654605,JR-0250,LG,2,0,0
654609,AW-1350,RG,5,1,0
654614,SV-0200,LE,7,1,0
654616,AW-1350,MD,2,0,0
654620,DM-1600,MD,-2,0,0
654622,RJ-0800,MD,1,1,0
654634,RJ-0800,MD,3,1,0
654636,RJ-0800,MD,27,1,0
654637,RJ-0800,MD,7,1,0
654638,RJ-0800,MD,2,1,0
654639,AW-1350,MD,0,0,0
654640,RJ-0800,LE,-4,0,0
654642,RJ-0800,MD,2,1,0
654643,RJ-0800,LT,1,1,0
654659,DM-4300,RG,2,0,0
654662,TC-2050,LT,3,0,0
654665,TC-2050,RE,9,1,0
654666,DF-1875,LE,-2,0,0
654670,DM-4300,RE,-12,0,0
654676,DF-1875,RE,3,0,0
654678,DF-1875,RE,1,0,0
654680,DF-1875,RG,3,1,0
654688,TC-2050,LE,-5,0,0
654695,DS-3300,RG,0,0,0
654696,DM-4300,RE,1,0,0
654700,TC-2050,LT,3,0,0
654703,TC-2050,RE,4,1,0
654705,TC-2050,LE,5,1,0
654706,MR-2500,RE,4,1,0
654709,TC-2050,LG,2,0,0
654720,DM-4300,LE,5,1,0
654726,DF-1875,LE,7,1,0
654733,TC-2050,LE,6,1,0
654734,TC-2050,RT,2,0,0
654736,TC-2050,RE,2,0,0
654741,DF-1875,LE,-6,0,0
654750,DS-3300,RG,11,1,0
654754,DS-3300,RT,1,0,0
654756,TC-2050,LG,4,1,0
654760,DM-4300,RE,8,1,0
