uid,pid,ptm,pen,desc,cat,pey,act
59587,663378,SEA,BD-0150,Offside on Free Kick,3,5,A
59588,663380,SEA,CW-2300,Defensive Pass Interference,5,29,A
59589,663386,CIN,DP-0900,Defensive Offside,4,5,A
59590,663391,CIN,PD-0150,Illegal Block Above the Waist,7,10,A
59591,663392,CIN,AS-2000,Offensive Holding,2,10,A
59592,663429,CIN,AJ-1200,Invalid Fair Catch Signal,8,5,A
59593,663432,SEA,CW-2300,Defensive Pass Interference,5,27,A
59594,663443,SEA,RO-0400,Offensive Holding,2,10,A
59595,663453,SEA,GG-0335,Clipping,7,10,A
59596,663466,WAS,TW-2800,Offensive Holding,2,10,A
59597,663490,ATL,PS-0600,Encroachment,4,5,A
59598,663506,WAS,WB-0700,Illegal Contact,5,5,A
59599,663532,WAS,DE-1300,Unsportsmanlike Conduct,6,15,A
59600,663565,ATL,RW-2200,False Start,1,5,A
59601,663566,WAS,BB-2725,Horse Collar,7,15,A
59602,663575,ATL,RA-0675,Offensive Holding,2,10,A
59603,663579,WAS,WB-0700,Defensive Pass Interference,5,6,A
59604,663590,ATL,DT-1970,Defensive Holding,5,0,D
59605,663592,ATL,RA-0650,Defensive Pass Interference,5,42,A
59606,663628,WAS,AM-1400,Offensive Holding,2,0,O
59607,663628,ATL,DT-1970,Defensive Holding,5,0,O
59608,663644,JAC,AC-0250,Illegal Use of Hands,2,0,D
59609,663661,TB,TM-1700,Defensive Offside,4,5,A
59610,663672,TB,JH-2900,False Start,1,5,A
59611,663676,JAC,JP-0900,False Start,1,5,A
59612,663688,TB,JS-4037,Neutral Zone,4,5,A
59613,663707,TB,GC-0400,Ineligible Downfield Pass,3,5,A
59614,663712,JAC,NJ-0150,Illegal Formation,3,0,O
59615,663712,TB,MJ-0900,Defensive Pass Interference,5,0,O
59616,663717,TB,TJ-1000,Illegal Use of Hands,5,0,D
59617,663724,TB,RF-1150,False Start,1,5,A
59618,663726,TB,AM-0750,Offensive Holding,2,10,A
59619,663727,JAC,,12 On-field,3,5,A
59620,663734,TB,TJ-1000,Defensive Pass Interference,5,12,A
59621,663741,TB,AM-0750,Illegal Formation,3,5,A
59622,663762,JAC,JC-6400,Defensive Holding,5,2,A
59623,663770,TB,DD-3050,Illegal Block Above the Waist,7,10,A
59624,663775,TB,AM-0750,Offensive Holding,2,10,A
59625,663834,NO,DB-3750,Defensive Pass Interference,5,13,A
59626,663835,PHI,NA-0050,Offensive Pass Interference,2,10,A
59627,663857,PHI,,False Start,1,5,A
59628,663871,PHI,JM-1550,Offensive Pass Interference,2,0,O
59629,663871,NO,KL-0600,Face Mask,6,0,O
59630,663873,NO,BD-0950,Illegal Block Above the Waist,7,10,A
59631,663875,PHI,,Unsportsmanlike Conduct,6,15,A
59632,663902,NO,CJ-2400,Roughing the Passer,6,15,A
59633,663936,NO,DE-0600,Face Mask,6,15,A
59634,663937,NO,KW-1400,Neutral Zone,4,5,A
59635,663948,NO,BB-3400,Face Mask,6,15,A
59636,663952,NO,BB-3400,Defensive Holding,5,5,A
59637,663954,PHI,LJ-0850,False Start,1,5,A
59638,663979,BAL,ZO-0100,Offensive Holding,2,8,A
59639,663987,CLE,JP-4150,Chop Block,7,15,A
59640,664018,BAL,ED-1000,Defensive Offside,4,5,A
59641,664021,BAL,TW-0145,Offensive Holding,2,10,A
59642,664029,BAL,LG-1000,Roughing the Passer,6,15,A
59643,664033,CLE,GB-0200,Illegal Formation,3,5,A
59644,664045,CLE,TC-2450,Unnecessary Roughness,6,15,A
59645,664051,BAL,DW-0675,Illegal Block Above the Waist,7,10,A
59646,664056,CLE,JM-2900,Delay of Game,3,5,A
59647,664064,BAL,WH-0750,Unnecessary Roughness,6,15,A
59648,664074,CLE,DS-1850,Unsportsmanlike Conduct,6,9,A
59649,664075,BAL,NB-0450,Offensive Holding,2,10,A
59650,664078,CLE,RS-2800,Defensive Offside,4,0,D
59651,664080,BAL,KJ-1400,Offside on Free Kick,3,5,A
59652,664091,CLE,JM-2900,Delay of Game,3,5,A
59653,664093,BAL,JB-0100,Illegal Use of Hands,5,5,A
59654,664095,BAL,KL-0800,Illegal Contact,5,0,D
59655,664099,BAL,,Illegal Shift,3,5,A
59656,664124,CLE,DS-1850,Unnecessary Roughness,6,0,A
59657,664129,CLE,GB-0200,Illegal Formation,3,5,A
59658,664131,BAL,ZS-0075,Defensive Offside,4,5,A
59659,664134,BAL,JB-0100,Defensive Offside,4,5,A
59660,664142,CLE,KW-1550,Unnecessary Roughness,6,15,A
59661,664183,STL,NF-0100,Neutral Zone,4,5,A
59662,664192,GB,JT-1650,Illegal Contact,5,0,D
59663,664197,STL,JH-3230,Delay of Game,3,5,A
59664,664201,STL,WH-0300,Defensive Offside,4,5,A
59665,664213,STL,NF-0250,Delay of Game,3,5,A
59666,664220,STL,NF-0250,Delay of Game,3,5,A
59667,664226,GB,TL-0300,Offensive Holding,2,0,D
59668,664235,GB,HC-0050,Defensive Pass Interference,5,32,A
59669,664252,STL,JB-6725,False Start,1,5,A
59670,664257,GB,AR-1300,Delay of Game,3,5,A
59671,664258,STL,AA-1900,Defensive Holding,5,5,A
59672,664264,STL,DB-0975,Defensive Offside,4,5,A
59673,664276,GB,RR-1050,Illegal Block Above the Waist,7,5,A
59674,664299,GB,BB-3700,False Start,1,5,A
59675,664306,GB,RR-1050,Illegal Use of Hands,2,10,A
59676,664329,GB,,12 On-field,3,5,A
59677,664335,GB,,12 On-field,3,5,A
59678,664341,BUF,ME-0100,Offside on Free Kick,3,5,A
59679,664349,TEN,DM-1200,False Start,1,5,A
59680,664358,BUF,CG-1700,Defensive Pass Interference,5,15,A
59681,664365,BUF,TT-0500,Delay of Game,3,4,A
59682,664367,TEN,MH-3650,Illegal Block Above the Waist,7,10,A
59683,664375,TEN,TL-0775,Offensive Holding,2,10,A
59684,664387,TEN,HD-0300,Offensive Pass Interference,2,10,A
59685,664388,TEN,JH-6400,Illegal Shift,3,5,A
59686,664408,TEN,MG-1800,Illegal Contact,5,5,A
59687,664416,TEN,TL-0775,Illegal Use of Hands,2,9,A
59688,664423,BUF,CG-1250,Offensive Holding,2,0,D
59689,664428,BUF,DW-3950,Illegal Block Above the Waist,7,0,D
59690,664446,TEN,DJ-2250,Defensive Offside,4,0,O
59691,664446,BUF,RW-4050,Offensive Pass Interference,2,0,O
59692,664449,TEN,ZB-0400,Illegal Block Above the Waist,7,5,A
59693,664452,BUF,SG-0650,Defensive Pass Interference,5,8,A
59694,664454,TEN,TL-0775,Illegal Use of Hands,2,0,D
59695,664467,BUF,SH-0650,Offensive Holding,2,10,A
59696,664468,BUF,SH-0650,False Start,1,5,A
59697,664469,TEN,ZB-0400,Horse Collar,7,15,A
59698,664479,BUF,CG-1700,Unnecessary Roughness,6,15,A
59699,664493,ARI,RG-2375,Defensive Offside,4,5,A
59700,664500,DET,JB-8700,Offensive Holding,2,6,A
59701,664512,DET,CF-1550,Illegal Use of Hands,5,10,A
59702,664513,ARI,PP-0400,Illegal Use of Hands,5,5,A
59703,664519,ARI,CR-0500,Defensive Offside,4,0,D
59704,664523,DET,JI-0200,Face Mask,6,15,A
59705,664536,DET,LT-0650,Offensive Holding,2,0,D
59706,664547,ARI,PP-0400,Defensive Holding,5,5,A
59707,664550,DET,GT-0100,Chop Block,7,14,A
59708,664561,DET,MR-0100,False Start,1,5,A
59709,664566,ARI,JB-6950,Unsportsmanlike Conduct,6,15,A
59710,664566,ARI,JB-6750,Unsportsmanlike Conduct,6,0,D
59711,664568,DET,BC-2350,Offensive Holding,2,10,A
59712,664579,ARI,JC-4550,False Start,1,5,A
59713,664590,ARI,JV-0300,Tripping,7,10,A
59714,664592,ARI,BM-0360,False Start,1,5,A
59715,664602,DET,CL-1750,False Start,1,5,A
59716,664605,DET,RR-0250,Offensive Holding,2,10,A
59717,664612,DET,DC-0400,Offensive Holding,2,10,A
59718,664656,ARI,LW-1600,Neutral Zone,4,5,A
59719,664658,ARI,TM-0850,Unnecessary Roughness,6,15,A
59720,664673,DAL,JW-3050,Unnecessary Roughness,6,15,A
59721,664690,NE,JS-2100,Defensive Holding,5,5,A
59722,664693,NE,RN-1100,Neutral Zone,4,5,A
59723,664694,DAL,RL-0350,Illegal Use of Hands,2,0,O
59724,664694,NE,TB-2800,Illegal Use of Hands,5,0,O
59725,664702,DAL,GH-0300,Illegal Use of Hands,5,5,A
59726,664715,NE,KM-0450,Offensive Pass Interference,2,10,A
59727,664721,DAL,RL-0350,Offensive Holding,2,5,A
59728,664724,DAL,MC-1350,Illegal Use of Hands,5,5,A
59729,664737,NE,LR-0600,Offensive Holding,2,10,A
59730,664753,NE,JE-0100,Offensive Holding,2,10,A
59731,664761,DAL,RM-2000,Illegal Use of Hands,5,5,A
59732,664770,NE,JC-3518,Illegal Contact,5,5,A
59733,664771,DAL,ZM-0050,False Start,1,5,A
59734,664786,NE,JE-0100,Offensive Pass Interference,2,10,A
59735,664791,DAL,JW-6000,Offensive Holding,2,10,A
59736,664810,NE,JE-0100,False Start,1,5,A
59737,664823,NE,PC-0300,Defensive Holding,5,5,A
59738,664835,OAK,AH-3700,Offensive Holding,2,10,A
59739,664845,DEN,TW-0600,Neutral Zone,4,5,A
59740,664852,OAK,GJ-0050,False Start,1,5,A
59741,664876,OAK,BM-0750,Defensive Offside,4,5,A
59742,664889,OAK,NB-0050,False Start,1,5,A
59743,664933,OAK,KM-0050,Illegal Use of Hands,5,5,A
59744,664938,DEN,MJ-0030,Unsportsmanlike Conduct,6,15,A
59745,664945,OAK,NT-0150,Defensive Pass Interference,5,11,A
59746,664948,DEN,TP-1800,Unnecessary Roughness,6,15,A
59747,664950,DEN,MS-0525,Offensive Holding,2,0,D
59748,664957,DEN,VM-0300,Roughing the Passer,6,15,A
59749,664966,DEN,OB-0150,Neutral Zone,4,5,A
59750,664981,DEN,BR-1050,Defensive Pass Interference,5,48,A
59751,665014,NYG,GD-0050,Illegal Block Above the Waist,7,10,A
59752,665022,SF,,12 On-field,3,5,A
59753,665052,NYG,PA-0300,Defensive Holding,5,5,A
59754,665076,SF,JT-0650,Defensive Offside,4,5,A
59755,665091,NYG,MN-0400,Offensive Holding,2,10,A
59756,665098,SF,AB-2100,Offensive Holding,2,10,A
59757,665117,NYG,LC-0850,Defensive Pass Interference,5,28,A
59758,665132,NYG,MN-0400,Offensive Holding,2,10,A
59759,665145,NYG,DR-2800,Defensive Holding,5,2,A
59760,665157,SF,KA-0150,Defensive Pass Interference,5,8,A
59761,665173,PIT,RC-1550,Face Mask,6,15,A
59762,665186,SD,CH-0200,Offensive Holding,2,10,A
59763,665189,PIT,AB-1950,Offensive Holding,2,10,A
59764,665194,PIT,LB-0250,Offensive Holding,2,10,A
59765,665197,PIT,ST-0450,Fair Catch Interference,6,15,A
59766,665199,SD,KW-0930,Offensive Holding,2,10,A
59767,665206,SD,BF-0800,Unnecessary Roughness,6,9,A
59768,665206,SD,BF-0800,Illegal Block Above the Waist,7,0,D
59769,665208,SD,CH-0200,False Start,1,5,A
59770,665211,PIT,JT-3000,Illegal Block Above the Waist,7,10,A
59771,665225,PIT,DH-2800,Offensive Holding,2,10,A
59772,665255,SD,CW-1050,Offensive Holding,2,0,D
59773,665285,SD,DF-1250,Offensive Holding,2,10,A
59774,665286,PIT,RC-1550,Defensive Pass Interference,5,11,A
59775,665289,SD,JW-0700,Offensive Holding,2,10,A
59776,665295,PIT,BD-1200,Defensive Offside,4,5,A
59777,665299,SD,BF-0800,Defensive Holding,5,0,D
59778,665325,SD,JA-0280,Unnecessary Roughness,6,0,A
59779,665345,ATL,RS-0650,Offensive Holding,2,10,A
59780,665389,ATL,RA-0650,Offensive Holding,2,10,A
59781,665395,ATL,AL-0700,False Start,1,5,A
59782,665402,NO,TH-1800,False Start,1,5,A
59783,665417,ATL,CC-1700,Offensive Holding,2,10,A
59784,665446,ATL,RH-0150,Encroachment,4,2,A
59785,665456,NO,HK-0100,Defensive Offside,4,5,A
59786,665470,ATL,KB-1100,Face Mask,6,3,A
59787,665472,ATL,WM-1000,Illegal Use of Hands,5,1,A
59788,665501,NO,DB-3800,Delay of Game,3,5,A
59789,665528,WAS,KJ-0275,Defensive Holding,5,0,D
59790,665556,WAS,MF-1400,Running Into the Kicker,6,0,D
59791,665626,WAS,TR-0620,Defensive Offside,4,0,D
59792,665641,WAS,JL-1250,False Start,1,5,A
59793,665642,NYJ,SR-0670,Illegal Use of Hands,5,5,A
59794,665647,WAS,KC-2350,Delay of Game,3,5,A
59795,665663,WAS,JJ-1150,Running Into the Kicker,6,5,A
59796,665673,ARI,BM-0360,Unnecessary Roughness,6,15,A
59797,665686,PIT,RN-1250,Offensive Holding,2,7,A
59798,665688,ARI,MG-0925,Roughing the Passer,6,15,A
59799,665712,PIT,MW-1250,Illegal Block Above the Waist,7,0,D
59800,665715,ARI,CJ-1700,Chop Block,7,15,A
59801,665721,ARI,KM-1950,Unnecessary Roughness,6,15,A
59802,665722,PIT,CW-0400,Offensive Holding,2,10,A
59803,665724,ARI,KM-0425,Defensive Offside,4,5,A
59804,665739,ARI,MF-0950,Offensive Pass Interference,2,10,A
59805,665768,ARI,JC-4550,Offensive Holding,2,11,A
59806,665771,ARI,ML-0600,Illegal Use of Hands,2,10,A
59807,665775,PIT,DH-2800,False Start,1,5,A
59808,665804,PIT,RC-1550,Defensive Pass Interference,5,11,A
59809,665806,ARI,JV-0300,Offensive Holding,2,0,O
59810,665806,PIT,RC-1550,Defensive Pass Interference,5,0,O
59811,665812,PIT,JH-2100,Unnecessary Roughness,6,10,A
59812,665814,ARI,CC-0200,Roughing the Passer,6,15,A
59813,665820,PIT,,12 On-field,3,5,A
59814,665840,KC,BG-2200,Offensive Holding,2,0,D
59815,665841,MIN,DH-4650,Illegal Block Above the Waist,7,10,A
59816,665852,KC,MM-5350,Offensive Holding,2,10,A
59817,665853,MIN,SF-0150,Roughing the Passer,6,15,A
59818,665867,KC,DS-4050,Offensive Holding,2,10,A
59819,665868,KC,JM-0200,Offensive Pass Interference,2,5,A
59820,665875,MIN,TC-1625,False Start,1,5,A
59821,665880,KC,SN-0450,Roughing the Passer,6,15,A
59822,665880,KC,HA-0200,Illegal Contact,5,0,D
59823,665895,KC,SN-0450,Offensive Holding,2,10,A
59824,665925,MIN,XR-0100,Defensive Holding,5,0,D
59825,665932,KC,JH-5550,Roughing the Passer,6,15,A
59826,665935,MIN,JB-3200,False Start,1,5,A
59827,665937,KC,DH-1450,Defensive Offside,4,0,D
59828,665944,KC,CW-1450,Chop Block,7,15,A
59829,665951,MIN,MK-0150,Offensive Holding,2,0,D
59830,665973,KC,TK-0150,Unsportsmanlike Conduct,6,15,A
59831,665982,MIN,AB-0650,Taunting,6,15,A
59832,666007,BUF,RB-3350,Taunting,6,15,A
59833,666010,BUF,JH-5900,Illegal Use of Hands,5,5,A
59834,666029,BUF,EM-0250,Intentional Grounding,3,18,A
59835,666041,BUF,MG-1050,Face Mask,6,15,A
59836,666053,BUF,RW-4050,Offensive Holding,2,10,A
59837,666054,CIN,WG-0600,Neutral Zone,4,5,A
59838,666066,CIN,JF-1750,Illegal Block Above the Waist,7,10,A
59839,666076,BUF,RJ-0875,Offensive Holding,2,10,A
59840,666081,BUF,RW-4050,Offensive Holding,2,10,A
59841,666107,CIN,AD-0100,Delay of Game,3,5,A
59842,666143,BUF,JM-4550,Offensive Holding,2,10,A
59843,666181,DET,JB-8700,Defensive Offside,4,5,A
59844,666191,CHI,WS-0950,Defensive Offside,4,5,A
59845,666193,CHI,SA-0100,Face Mask,6,8,A
59846,666196,CHI,,Offensive Holding,2,10,A
59847,666197,CHI,KL-1350,Offensive Holding,2,10,A
59848,666200,DET,GQ-0100,Unnecessary Roughness,6,15,A
59849,666243,CHI,AJ-0430,Offensive Holding,2,10,A
59850,666246,CHI,KL-1350,Offensive Holding,2,10,A
59851,666254,DET,LT-0650,Offensive Holding,2,10,A
59852,666257,DET,CJ-1100,Offensive Pass Interference,2,10,A
59853,666261,DET,EA-0550,Neutral Zone,4,5,A
59854,666269,CHI,AJ-0430,Offensive Pass Interference,2,10,A
59855,666280,DET,JB-8700,Defensive Holding,5,4,A
59856,666295,CHI,KF-0500,Defensive Pass Interference,5,7,A
59857,666308,DET,MS-4100,Intentional Grounding,3,10,A
59858,666309,CHI,PM-0500,Roughing the Passer,6,6,A
59859,666314,DET,JW-5300,Defensive Pass Interference,5,0,D
59860,666315,DET,DS-2250,Defensive Pass Interference,5,20,A
59861,666330,DET,CL-1750,Offensive Holding,2,9,A
59862,666338,DET,DT-0150,Illegal Block Above the Waist,7,10,A
59863,666380,DEN,MJ-0030,Face Mask,6,15,A
59864,666392,DEN,AS-2400,Defensive Offside,4,0,D
59865,666396,CLE,,Illegal Formation,3,5,A
59866,666413,CLE,DJ-1850,False Start,1,5,A
59867,666432,CLE,TB-1060,False Start,1,5,A
59868,666437,DEN,TD-0725,Offensive Holding,2,10,A
59869,666443,DEN,BF-0950,Fair Catch Interference,6,15,A
59870,666449,DEN,MG-0250,Offensive Holding,2,10,A
59871,666464,DEN,LM-1020,Neutral Zone,4,5,A
59872,666478,DEN,MJ-0030,Defensive Offside,4,0,D
59873,666489,DEN,AT-0100,Defensive Offside,4,1,A
59874,666497,CLE,JT-1600,False Start,1,5,A
59875,666500,DEN,LV-0100,Offensive Holding,2,10,A
59876,666507,DEN,DW-4250,Roughing the Passer,6,15,A
59877,666533,CLE,,12 On-field,3,5,A
59878,666538,CLE,AL-0500,Delay of Game,3,5,A
59879,666564,HOU,KJ-0100,Defensive Holding,5,5,A
59880,666571,HOU,BB-3230,Offensive Holding,2,10,A
59881,666573,JAC,JE-1200,Unnecessary Roughness,6,15,A
59882,666574,HOU,DN-0700,Offensive Holding,2,10,A
59883,666595,HOU,JW-1100,Defensive Offside,4,5,A
59884,666601,HOU,KJ-0650,Face Mask,6,4,A
59885,666611,JAC,CC-2600,Defensive Offside,4,5,A
59886,666628,HOU,GG-0400,Offensive Pass Interference,2,10,A
59887,666629,HOU,DH-3950,Offensive Pass Interference,2,0,D
59888,666630,JAC,PT-0450,Unnecessary Roughness,6,15,A
59889,666675,HOU,,12 On-field,3,5,A
59890,666681,JAC,DH-4000,Defensive Holding,5,0,D
59891,666683,JAC,JC-6400,Unnecessary Roughness,6,9,A
59892,666691,JAC,AC-0250,Offensive Holding,2,10,A
59893,666709,HOU,JW-1100,Roughing the Passer,6,14,A
59894,666711,HOU,EP-0550,Unnecessary Roughness,6,1,A
59895,666713,JAC,JP-0900,False Start,1,5,A
59896,666718,JAC,AH-3900,Offside on Free Kick,3,5,A
59897,666719,JAC,JM-7000,Kickoff Out of Bounds,3,0,D
59898,666721,HOU,KL-0075,False Start,1,5,A
59899,666744,TEN,AB-1925,Defensive Offside,4,5,A
59900,666760,MIA,JC-0400,Offensive Holding,2,10,A
59901,666769,MIA,RT-0150,Delay of Game,3,5,A
59902,666773,MIA,BM-0800,Unnecessary Roughness,6,15,A
59903,666776,MIA,OV-0200,Roughing the Passer,6,15,A
59904,666779,TEN,CW-0650,Offensive Holding,2,0,D
59905,666783,TEN,TL-0775,Offensive Holding,2,10,A
59906,666792,MIA,JJ-0650,Offensive Holding,2,10,A
59907,666815,TEN,BW-2900,Delay of Game,3,5,A
59908,666822,MIA,OV-0200,Roughing the Passer,6,15,A
59909,666828,TEN,DJ-2250,Neutral Zone,4,5,A
59910,666836,TEN,JM-4100,Offensive Holding,2,10,A
59911,666845,MIA,ZV-0100,Illegal Block Above the Waist,7,7,A
59912,666860,MIA,SP-0800,Offensive Holding,2,10,A
59913,666866,MIA,DT-0550,Offensive Holding,2,10,A
59914,666876,TEN,JM-4100,Offensive Holding,2,10,A
59915,666883,TEN,MG-1800,Defensive Offside,4,5,A
59916,666928,SEA,RS-1000,Defensive Holding,5,5,A
59917,666942,SEA,RL-1100,Unnecessary Roughness,6,6,A
59918,666956,CAR,GO-0100,False Start,1,5,A
59919,666959,CAR,GO-0100,False Start,1,5,A
59920,666964,SEA,RL-1100,Illegal Block Above the Waist,7,5,A
59921,666965,SEA,JG-2900,Unsportsmanlike Conduct,6,7,A
59922,666966,SEA,RO-0400,Offensive Holding,2,5,A
59923,666970,CAR,JC-5400,False Start,1,5,A
59924,666988,SEA,LW-1450,Offensive Pass Interference,2,0,D
59925,667020,SEA,CB-5200,Illegal Block Above the Waist,7,10,A
59926,667031,CAR,,Illegal Substitution,3,5,A
59927,667051,SEA,ML-2500,Offensive Holding,2,10,A
59928,667055,CAR,JN-1750,Delay of Game,3,5,A
59929,667077,GB,CB-0450,Illegal Block Above the Waist,7,10,A
59930,667082,GB,RC-1500,False Start,1,5,A
59931,667084,SD,,12 On-field,3,0,O
59932,667084,GB,JJ-4200,Illegal Shift,3,0,O
59933,667104,GB,JT-1650,Offensive Holding,2,10,A
59934,667107,SD,CL-1000,Neutral Zone,4,5,A
59935,667108,SD,BF-0800,Defensive Pass Interference,5,14,A
59936,667118,GB,JE-0350,Defensive Offside,4,5,A
59937,667126,SD,PR-0400,Defensive Holding,5,0,D
59938,667131,SD,JA-2825,Defensive Offside,4,0,D
59939,667132,SD,PR-0400,Defensive Holding,5,5,A
59940,667138,GB,HC-0050,Unnecessary Roughness,6,15,A
59941,667142,SD,RM-1100,Neutral Zone,4,5,A
59942,667146,SD,DF-1250,Offensive Holding,2,8,A
59943,667154,SD,JB-1400,False Start,1,5,A
59944,667158,SD,KA-0650,Unsportsmanlike Conduct,6,15,A
59945,667158,SD,DI-0075,Unsportsmanlike Conduct,6,0,D
59946,667167,SD,DF-1250,Face Mask,6,14,A
59947,667188,GB,MD-0060,Encroachment,4,5,A
59948,667229,SD,BF-0800,Defensive Holding,5,5,A
59949,667241,GB,DJ-2350,Illegal Use of Hands,5,0,D
59950,667278,BAL,SW-2300,Defensive Holding,5,5,A
59951,667283,SF,SS-1575,Offside on Free Kick,3,5,A
59952,667323,SF,GC-0350,False Start,1,5,A
59953,667357,BAL,RW-0150,False Start,1,5,A
59954,667374,SF,MM-0925,Offensive Holding,2,10,A
59955,667381,BAL,EM-1300,Offensive Holding,2,0,O
59956,667381,SF,MW-1750,Illegal Contact,5,0,O
59957,667402,BAL,JS-4300,Defensive Holding,5,5,A
59958,667412,SF,,12 On-field,3,5,A
59959,667422,IND,AC-1200,False Start,1,5,A
59960,667432,IND,TC-2000,Defensive Offside,4,5,A
59961,667447,IND,AJ-0900,False Start,1,5,A
59962,667449,NE,DM-1300,Illegal Block Above the Waist,7,9,A
59963,667450,IND,TC-2000,Defensive Offside,4,0,D
59964,667472,IND,MA-0200,Face Mask,6,15,A
59965,667485,IND,KH-2250,Offensive Holding,2,10,A
59966,667486,NE,DM-1300,Defensive Pass Interference,5,18,A
59967,667499,NE,SV-0400,Illegal Use of Hands,2,10,A
59968,667501,IND,GT-0300,Defensive Pass Interference,5,15,A
59969,667502,NE,SC-0400,Offensive Pass Interference,2,10,A
59970,667525,IND,AC-1200,Offensive Holding,2,10,A
59971,667528,NE,PC-0300,Illegal Contact,5,5,A
59972,667536,IND,WG-0800,Illegal Block Above the Waist,7,10,A
59973,667542,IND,,Illegal Formation,3,0,D
59974,667552,IND,JR-1600,Offensive Holding,2,0,D
59975,667553,IND,AC-1200,Offensive Holding,2,8,A
59976,667555,NE,BK-0950,Illegal Block Above the Waist,7,10,A
59977,667563,IND,JR-1600,Offensive Holding,2,10,A
59978,667571,NE,BK-0950,False Start,1,5,A
59979,667583,NE,TB-2300,Delay of Game,3,5,A
59980,667586,IND,JT-1800,Offensive Holding,2,10,A
59981,667607,PHI,FC-0400,Neutral Zone,4,5,A
59982,667609,NYG,JB-7100,False Start,1,5,A
59983,667621,PHI,CB-0800,Defensive Offside,4,5,A
59984,667628,NYG,DM-2950,Roughing the Passer,6,15,A
59985,667637,PHI,BM-0600,Defensive Holding,5,5,A
59986,667642,PHI,JK-0500,Offensive Holding,2,10,A
59987,667646,NYG,RJ-0800,Defensive Holding,5,4,A
59988,667646,NYG,,Illegal Block Above the Waist,7,0,D
59989,667648,PHI,BM-0600,Defensive Pass Interference,5,12,A
59990,667654,PHI,CT-1300,Roughing the Passer,6,15,A
59991,667673,PHI,EB-1100,Offensive Holding,2,10,A
59992,667684,NYG,EM-0200,Intentional Grounding,3,10,A
59993,667691,NYG,GS-0800,Neutral Zone,4,5,A
59994,667695,NYG,CJ-0900,Roughing the Passer,6,10,A
59995,667704,PHI,LJ-0850,False Start,1,5,A
59996,667712,PHI,LJ-0850,False Start,1,5,A
59997,667714,PHI,JH-5750,Illegal Formation,3,0,D
59998,667715,NYG,NW-0350,Running Into the Kicker,6,5,A
59999,667725,NYG,JC-1800,Offensive Holding,2,10,A
60000,667728,NYG,EM-0200,Intentional Grounding,3,8,A
60001,667737,NYG,,Illegal Substitution,3,5,A
60002,667767,NYG,MN-0400,False Start,1,5,A
60003,667770,NYG,LD-0650,Offensive Pass Interference,2,10,A
60004,667771,NYG,MN-0400,Illegal Touch Pass,3,0,D
60005,667801,SEA,CM-0850,Offensive Holding,2,10,A
60006,667808,SEA,,12 On-field,3,5,A
60007,667813,SEA,BM-1800,Neutral Zone,4,5,A
60008,667833,SF,CK-0100,Delay of Game,3,5,A
60009,667839,SEA,CM-0850,Illegal Shift,3,5,A
60010,667840,SF,AB-1500,Face Mask,6,15,A
60011,667846,SF,TS-2300,Offensive Pass Interference,2,0,D
60012,667859,SEA,JS-7450,Unnecessary Roughness,6,15,A
60013,667873,SF,AB-2100,Offensive Holding,2,3,A
60014,667887,SEA,DN-1450,Offensive Holding,2,10,A
60015,667905,SF,QP-0050,Unsportsmanlike Conduct,6,10,A
60016,667908,SF,AB-2100,Offensive Holding,2,0,D
60017,667934,BUF,AD-1300,False Start,1,5,A
60018,667938,JAC,LJ-0750,Offensive Holding,2,10,A
60019,667952,BUF,SG-0650,Defensive Pass Interference,5,0,D
60020,667955,JAC,AC-0250,Offensive Holding,2,10,A
60021,667956,JAC,ML-1500,Offensive Pass Interference,2,0,D
60022,667956,JAC,AC-0250,Ineligible Downfield Pass,3,0,D
60023,667972,BUF,CK-0950,False Start,1,5,A
60024,668010,JAC,RD-0650,Neutral Zone,4,5,A
60025,668031,BUF,CG-1700,Defensive Pass Interference,5,5,A
60026,668043,JAC,AB-2730,Illegal Use of Hands,5,5,A
60027,668045,JAC,JE-1200,Tripping,7,5,A
60028,668046,BUF,,Illegal Shift,3,5,A
60029,668046,BUF,CC-2100,Illegal Formation,3,0,D
60030,668055,BUF,RJ-0875,Illegal Block Above the Waist,7,10,A
60031,668059,BUF,KU-0200,False Start,1,5,A
60032,668060,JAC,AB-2730,Roughing the Passer,6,15,A
60033,668061,BUF,RW-4050,Illegal Peelback,8,15,A
60034,668065,JAC,NM-0250,Player Out of Bounds on Punt,3,5,A
60035,668073,BUF,JH-5900,Neutral Zone,4,5,A
60036,668080,JAC,DG-2450,Defensive Pass Interference,5,1,A
60037,668085,JAC,LJ-0750,False Start,1,5,A
60038,668086,BUF,JH-5900,Unsportsmanlike Conduct,6,15,A
60039,668094,JAC,BB-2425,Delay of Game,3,5,A
60040,668095,BUF,NR-0350,Defensive Pass Interference,5,17,A
60041,668120,TB,AV-0300,Defensive Holding,5,5,A
60042,668127,TB,KP-0050,False Start,1,5,A
60043,668142,TB,DS-3037,Offensive Holding,2,10,A
60044,668147,TB,GC-0400,Unnecessary Roughness,6,15,A
60045,668164,TB,WG-0550,Unnecessary Roughness,6,15,A
60046,668181,WAS,,Illegal Shift,3,5,A
60047,668186,TB,AM-0750,Offensive Holding,2,10,A
60048,668193,TB,AM-0750,False Start,1,5,A
60049,668194,TB,AM-0750,Unnecessary Roughness,6,15,A
60050,668198,TB,GM-0500,Roughing the Passer,6,7,A
60051,668199,TB,WG-0550,Roughing the Passer,6,4,A
