uid,pid,tck,value
437315,661767,JB-1550,0.5
437316,661767,AB-2500,0.5
437317,661768,NS-0750,1
437318,661770,KI-0150,0.5
437319,661770,RT-0475,0.5
437320,661774,JW-1100,1
437321,661775,JC-5630,1
437322,661776,WM-0550,1
437323,661780,KI-0150,0.5
437324,661780,RT-0475,0.5
437325,661783,AB-2500,1
437326,661784,AB-2500,1
437327,661785,PA-0100,1
437328,661786,AB-2500,1
437329,661790,CC-4550,0.5
437330,661790,JS-3250,0.5
437331,661791,JC-5630,1
437332,661792,JT-4150,0.5
437333,661792,DM-4015,0.5
437334,661793,BC-3100,1
437335,661794,JS-3250,1
437336,661795,JW-1100,0.5
437337,661795,AH-0250,0.5
437338,661797,KI-0150,1
437339,661798,NS-0750,1
437340,661801,RT-0475,1
437341,661806,BC-3100,1
437342,661808,BM-1450,1
437343,661811,KI-0150,1
437344,661812,PA-0100,1
437345,661815,DS-3175,1
437346,661819,AB-2500,1
437347,661822,JM-1600,1
437348,661823,RP-0200,1
437349,661824,JH-5500,1
437350,661825,HA-0200,1
437351,661826,RP-0200,0.5
437352,661826,SS-1700,0.5
437353,661827,DP-1450,0.5
437354,661827,AB-0100,0.5
437355,661831,GA-0400,0.5
437356,661831,VR-0200,0.5
437357,661832,SW-1550,1
437358,661833,LH-0300,1
437359,661834,VR-0200,1
437360,661836,VR-0200,1
437361,661837,DK-0750,0.5
437362,661837,RN-0300,0.5
437363,661838,WG-0600,1
437364,661839,VR-0200,1
437365,661840,RM-1600,1
437366,661842,VR-0200,1
437367,661845,MP-0950,1
437368,661846,DJ-1500,1
437369,661847,RW-3550,0.5
437370,661847,RP-0200,0.5
437371,661848,RP-0200,1
437372,661849,DP-1450,1
437373,661850,RP-0200,1
437374,661854,DK-0750,1
437375,661855,EL-0060,0.5
437376,661855,RM-1600,0.5
437377,661858,DK-0750,0.5
437378,661858,RN-0300,0.5
437379,661859,VR-0200,1
437380,661863,MD-0300,0.5
437381,661863,DP-1450,0.5
437382,661864,SS-1700,1
437383,661865,SS-1700,1
437384,661867,RN-0300,1
437385,661868,DK-0750,1
437386,661869,LH-0300,1
437387,661870,RN-0300,1
437388,661872,SW-1550,1
437389,661874,VR-0200,1
437390,661878,HA-0200,1
437391,661880,EB-0800,1
437392,661883,RM-1600,0.5
437393,661883,VR-0200,0.5
437394,661884,AH-1800,0.5
437395,661884,RM-1600,0.5
437396,661885,RN-0300,1
437397,661886,CD-2200,1
437398,661888,VR-0200,1
437399,661889,VR-0200,0.5
437400,661889,SW-1550,0.5
437401,661891,SW-1550,0.5
437402,661891,AJ-1200,0.5
437403,661896,RM-1600,0.5
437404,661896,VR-0200,0.5
437405,661897,VR-0200,1
437406,661898,GA-0400,1
437407,661903,TH-0200,0.5
437408,661903,EB-0800,0.5
437409,661904,RW-3550,1
437410,661905,RP-0200,1
437411,661906,RW-3550,0.5
437412,661906,RP-0200,0.5
437413,661908,JH-5550,0.5
437414,661908,RW-3550,0.5
437415,661913,DD-0950,1
437416,661914,RM-1600,1
437417,661915,RM-1600,1
437418,661916,RM-1600,1
437419,661917,WG-0600,1
437420,661919,VR-0200,0.5
437421,661919,SW-1550,0.5
437422,661922,MP-0950,1
437423,661925,EB-0800,1
437424,661926,EB-0800,1
437425,661928,EB-0800,1
437426,661931,RN-0300,1
437427,661934,MJ-1800,0.5
437428,661934,DD-0950,0.5
437429,661939,VR-0200,1
437430,661940,PS-0300,0.5
437431,661940,RN-0300,0.5
437432,661941,DD-0950,1
437433,661942,WC-0150,1
437434,661943,RN-0300,1
437435,661944,DK-0750,1
437436,661946,MJ-1800,1
437437,661947,VR-0200,1
437438,661948,EL-0060,1
437439,661951,RN-0300,1
437440,661957,NW-0400,0.5
437441,661957,DJ-1500,0.5
437442,661958,JH-5550,0.5
437443,661958,MP-0950,0.5
437444,661959,AB-0100,1
437445,661960,RW-3550,1
437446,661961,JH-5500,0.5
437447,661961,RW-3550,0.5
437448,661962,RP-0200,1
437449,661963,AB-0100,1
437450,661967,DD-0950,1
437451,661970,DD-0950,1
437452,661971,SW-1550,1
437453,661974,RW-3550,1
437454,661975,NW-0400,1
437455,661976,DP-1450,1
437456,661977,RW-3550,1
437457,661978,JH-5550,0.5
437458,661978,JH-5500,0.5
437459,661981,EL-0060,0.5
437460,661981,DD-0950,0.5
437461,661983,LH-0300,1
437462,661984,MJ-1800,1
437463,661986,BF-0800,1
437464,661994,CL-1000,0.5
437465,661994,EW-0400,0.5
437466,661995,MT-0350,0.5
437467,661995,BF-0800,0.5
437468,661997,RS-2800,0.5
437469,661997,KD-0100,0.5
437470,662001,CL-1000,0.5
437471,662001,BF-0800,0.5
437472,662002,KE-0550,0.5
437473,662002,EW-0400,0.5
437474,662003,MT-0350,1
437475,662004,BF-0800,1
437476,662006,KE-0550,0.5
437477,662006,MT-0350,0.5
437478,662008,BF-0800,1
437479,662010,KR-0460,1
437480,662011,KR-0460,1
437481,662012,EW-0400,1
437482,662016,TG-0950,1
437483,662017,NO-0300,0.5
437484,662017,PD-0450,0.5
437485,662018,DW-2600,1
437486,662019,PD-0450,1
437487,662020,JP-4150,1
437488,662021,DW-2600,1
437489,662026,MT-0350,1
437490,662027,EW-0400,1
437491,662028,SW-1720,1
437492,662032,CK-0850,1
437493,662033,JG-1250,1
437494,662034,JG-1250,1
437495,662035,KD-0100,0.5
437496,662035,DW-2600,0.5
437497,662036,KD-0100,0.5
437498,662036,PD-0450,0.5
437499,662037,KD-0100,0.5
437500,662037,PK-0300,0.5
437501,662039,KD-0100,0.5
437502,662039,PK-0300,0.5
437503,662043,KE-0550,1
437504,662044,AP-1050,1
437505,662048,JW-5100,1
437506,662049,MI-0150,0.5
437507,662049,PR-0400,0.5
437508,662051,DW-2600,1
437509,662052,JM-3950,1
437510,662055,DP-1250,1
437511,662059,CK-0850,1
437512,662060,DW-2600,1
437513,662061,TW-2700,1
437514,662064,TG-0950,1
437515,662066,TW-2700,1
437516,662073,EW-0400,1
437517,662074,MT-0350,1
437518,662076,BF-0800,1
437519,662077,EW-0400,0.5
437520,662077,PR-0400,0.5
437521,662081,KR-0460,0.5
437522,662081,AP-1050,0.5
437523,662085,TW-2700,1
437524,662087,KD-0100,1
437525,662090,DW-2600,1
437526,662093,JB-0450,1
437527,662095,MT-0350,0.5
437528,662095,DB-6300,0.5
437529,662096,MT-0350,1
437530,662097,BF-0800,1
437531,662099,MI-0150,1
437532,662100,MI-0150,0.5
437533,662100,JW-5100,0.5
437534,662101,MT-0350,0.5
437535,662101,JW-5100,0.5
437536,662102,MT-0350,1
437537,662103,CL-1000,0.5
437538,662103,MT-0350,0.5
437539,662106,JM-3950,0.5
437540,662106,KD-0100,0.5
437541,662107,TG-0950,1
437542,662112,RM-1100,1
437543,662115,TW-2700,1
437544,662117,CK-0850,0.5
437545,662117,TW-2700,0.5
437546,662118,JB-0450,1
437547,662119,CK-0850,1
437548,662123,EW-0400,1
437549,662124,KR-0460,0.5
437550,662124,MT-0350,0.5
437551,662125,SW-1720,1
437552,662126,EW-0400,1
437553,662127,MT-0350,1
437554,662128,KR-0460,0.5
437555,662128,RC-0550,0.5
437556,662130,AP-1050,1
437557,662133,PD-0450,1
437558,662135,BM-2850,1
437559,662137,RS-2800,0.5
437560,662137,TC-0350,0.5
437561,662141,CL-1000,1
437562,662142,JW-5100,1
437563,662143,DP-1250,1
437564,662144,JA-2825,1
437565,662145,DP-1250,0.5
437566,662145,EW-0400,0.5
437567,662146,CL-1000,1
437568,662147,MT-0350,0.5
437569,662147,DP-1250,0.5
437570,662148,JW-5100,1
437571,662149,KR-0460,0.5
437572,662149,DB-6300,0.5
437573,662153,JB-0450,1
437574,662154,DW-2600,1
437575,662155,PD-0450,1
437576,662156,JP-4150,1
437577,662157,XC-0100,1
437578,662158,JH-5950,0.5
437579,662158,PK-0300,0.5
437580,662164,AL-1200,1
437581,662167,NB-0400,0.5
437582,662167,ER-0150,0.5
437583,662168,KA-0150,1
437584,662169,ER-0150,1
437585,662170,NB-0400,1
437586,662171,NB-0400,0.5
437587,662171,AB-1500,0.5
437588,662172,TC-0370,1
437589,662173,ER-0150,1
437590,662174,AA-0562,0.5
437591,662174,ER-0150,0.5
437592,662178,HC-0050,1
437593,662180,NP-0020,0.5
437594,662180,DR-0450,0.5
437595,662182,DR-0450,0.5
437596,662182,MH-4000,0.5
437597,662184,AB-3100,1
437598,662185,KR-0325,1
437599,662186,CL-0850,1
437600,662187,KR-0325,1
437601,662189,AA-0562,1
437602,662192,NP-0020,1
437603,662193,SS-1300,1
437604,662194,NP-0020,1
437605,662198,TC-0370,0.5
437606,662198,MW-1750,0.5
437607,662199,TC-0370,1
437608,662202,BR-0100,1
437609,662203,HC-0050,1
437610,662204,DJ-2350,0.5
437611,662204,JP-2000,0.5
437612,662206,AB-3100,1
437613,662207,KA-0150,1
437614,662210,HC-0050,1
437615,662211,MH-4000,1
437616,662212,MH-4000,1
437617,662214,MH-4000,1
437618,662215,QR-0100,1
437619,662217,HC-0050,1
437620,662220,JT-1650,1
437621,662223,QD-0200,0.5
437622,662223,NB-0400,0.5
437623,662226,TB-2700,1
437624,662227,TC-0370,1
437625,662228,TC-0370,1
437626,662229,MW-1750,1
437627,662230,TB-2700,1
437628,662232,JW-0750,1
437629,662233,GD-0400,1
437630,662240,BR-0100,0.5
437631,662240,NP-0020,0.5
437632,662241,SS-1300,1
437633,662242,CM-0900,1
437634,662243,BR-0100,1
437635,662244,HC-0050,1
437636,662246,NB-0400,1
437637,662248,KA-0150,1
437638,662249,KA-0150,1
437639,662251,JW-0750,1
437640,662252,KA-0150,1
437641,662255,NB-0400,1
437642,662259,CH-2250,1
437643,662260,NP-0020,0.5
437644,662260,CH-2250,0.5
437645,662263,NB-0400,1
437646,662264,MW-1750,1
437647,662265,NB-0400,1
437648,662266,AB-1500,1
437649,662267,MW-1750,1
437650,662268,MW-1750,1
437651,662273,HC-0050,1
437652,662274,DR-0450,1
437653,662277,JT-1650,1
437654,662279,TJ-1050,0.5
437655,662279,MW-1750,0.5
437656,662280,AB-1500,1
437657,662281,AB-1500,1
437658,662283,CL-0850,1
437659,662289,TC-0370,1
437660,662290,AB-3100,0.5
437661,662290,MW-1750,0.5
437662,662295,DR-0450,1
437663,662296,HC-0050,1
437664,662300,AL-1200,1
437665,662301,QD-0200,0.5
437666,662301,AB-1500,0.5
437667,662302,AB-3100,0.5
437668,662302,MW-1750,0.5
437669,662303,QD-0200,0.5
437670,662303,AB-1500,0.5
437671,662304,IW-0100,1
437672,662305,IW-0100,1
437673,662306,MW-1750,1
437674,662307,IW-0100,1
437675,662311,MH-4000,1
437676,662313,CC-0200,1
437677,662314,DB-5450,1
437678,662318,TM-1750,1
437679,662319,AO-0250,1
437680,662320,TJ-2250,1
437681,662326,TM-0850,1
437682,662330,EW-0550,1
437683,662331,AO-0250,1
437684,662332,EW-0550,1
437685,662333,AO-0250,0.5
437686,662333,MB-0650,0.5
437687,662335,AA-1900,1
437688,662336,AO-0250,1
437689,662340,CC-0200,1
437690,662341,CC-0200,1
437691,662345,JJ-1550,1
437692,662346,JJ-1550,1
437693,662348,JL-0600,1
437694,662349,TJ-2250,0.5
437695,662349,LJ-1800,0.5
437696,662351,TJ-2250,1
437697,662352,TM-1750,1
437698,662353,AD-1475,1
437699,662354,NF-0100,1
437700,662355,TJ-2250,1
437701,662356,AD-1475,1
437702,662359,FR-0200,0.5
437703,662359,DB-5450,0.5
437704,662360,DB-5450,1
437705,662363,JL-0600,0.5
437706,662363,MB-0650,0.5
437707,662364,TM-1750,1
437708,662365,TJ-2250,1
437709,662367,CC-0200,1
437710,662368,TM-0850,1
437711,662369,RJ-0900,1
437712,662370,TM-0850,1
437713,662371,JP-4100,1
437714,662375,AO-0250,1
437715,662377,RM-3050,1
437716,662378,TJ-2250,1
437717,662379,AO-0250,1
437718,662380,JJ-1550,1
437719,662385,FR-0200,1
437720,662386,KM-1950,1
437721,662387,MG-0925,1
437722,662390,AO-0250,1
437723,662395,CC-0200,1
437724,662396,KM-1950,0.5
437725,662396,TJ-0950,0.5
437726,662397,DB-5450,1
437727,662398,PP-0400,1
437728,662399,JP-4100,1
437729,662400,DB-5450,1
437730,662405,AO-0250,1
437731,662406,AO-0250,1
437732,662407,AO-0250,1
437733,662408,RM-3050,1
437734,662409,JP-4100,0.5
437735,662409,RJ-0900,0.5
437736,662410,DB-5450,1
437737,662411,DB-5450,1
437738,662412,LW-1600,1
437739,662416,RQ-0200,0.5
437740,662416,RM-3050,0.5
437741,662417,DB-0975,1
437742,662419,RQ-0200,0.5
437743,662419,DB-0975,0.5
437744,662420,LJ-1800,1
437745,662421,TM-1750,0.5
437746,662421,RM-3050,0.5
437747,662423,JJ-1550,1
437748,662428,TM-0850,1
437749,662430,CC-0200,1
437750,662432,RM-3050,1
437751,662433,JL-0600,1
437752,662434,MB-0650,1
437753,662435,LJ-1800,1
437754,662439,CC-0200,1
437755,662440,DB-5450,1
437756,662441,TM-0850,1
437757,662443,PP-0400,1
437758,662444,CC-0200,1
437759,662448,JL-0600,1
437760,662449,JJ-1550,1
437761,662452,MB-0650,1
437762,662453,TJ-2250,1
437763,662458,FR-0200,1
437764,662459,CC-0200,1
437765,662462,TJ-2250,1
437766,662463,LJ-1800,1
437767,662467,TM-0850,1
437768,662468,LW-1600,1
437769,662469,RJ-0900,1
437770,662470,RJ-0900,1
437771,662473,BM-0330,1
437772,662474,CH-1500,1
437773,662475,BR-1050,1
437774,662477,DS-4300,1
437775,662480,TN-0400,1
437776,662481,CM-3400,1
437777,662482,XR-0100,1
437778,662484,EK-0250,1
437779,662489,VM-0300,1
437780,662490,VW-0100,1
437781,662491,DB-5100,1
437782,662492,DK-0550,1
437783,662494,BR-1050,1
437784,662495,DT-1950,1
437785,662496,VW-0100,0.5
437786,662496,DT-1950,0.5
437787,662498,DS-4300,0.5
437788,662498,CH-1500,0.5
437789,662499,BM-0330,1
437790,662501,CH-1500,1
437791,662503,TN-0400,1
437792,662506,AB-0650,1
437793,662510,SW-1750,1
437794,662511,BR-1050,1
437795,662512,SW-1750,1
437796,662519,SW-1750,0.5
437797,662519,DW-1100,0.5
437798,662520,VM-0300,1
437799,662523,SF-0150,0.5
437800,662523,AB-0650,0.5
437801,662524,TN-0400,1
437802,662526,AB-0650,1
437803,662527,CM-3400,1
437804,662532,AT-0100,1
437805,662533,TW-0600,1
437806,662535,BM-0330,1
437807,662537,SB-0225,0.5
437808,662537,BM-0330,0.5
437809,662538,DS-4300,1
437810,662541,DW-1100,1
437811,662547,XR-0100,1
437812,662548,EK-0250,1
437813,662550,CM-3400,1
437814,662551,RB-2250,1
437815,662554,CH-1500,1
437816,662560,GH-1050,1
437817,662561,AB-0650,1
437818,662563,GH-1050,1
437819,662564,XR-0100,1
437820,662566,CG-2400,1
437821,662567,LJ-1700,1
437822,662571,MJ-0030,1
437823,662572,TW-0600,1
437824,662573,CH-1500,1
437825,662577,EK-0250,1
437826,662578,RB-2250,1
437827,662580,VW-0100,1
437828,662581,BM-0330,1
437829,662582,VM-0300,0.5
437830,662582,CH-1500,0.5
437831,662584,HS-0130,1
437832,662585,SS-2750,1
437833,662587,TJ-1900,1
437834,662588,RB-2250,1
437835,662589,TN-0400,1
437836,662590,SC-1750,0.5
437837,662590,TJ-1900,0.5
437838,662591,LJ-1700,1
437839,662592,AB-0650,1
437840,662596,BR-1050,1
437841,662597,TW-0600,1
437842,662598,TW-0600,1
437843,662599,AT-0100,1
437844,662602,SR-0250,0.5
437845,662602,DB-5100,0.5
437846,662603,BM-0330,0.5
437847,662603,DB-5100,0.5
437848,662607,XR-0100,1
437849,662609,BM-0330,1
437850,662610,CH-1500,1
437851,662614,AT-0100,1
437852,662616,CN-0450,1
437853,662619,RB-2250,1
437854,662621,AB-0650,1
437855,662622,GH-1050,1
437856,662624,RB-2250,0.5
437857,662624,HS-0130,0.5
437858,662625,LJ-1700,1
437859,662626,EG-0900,1
437860,662630,BM-0330,0.5
437861,662630,DB-5100,0.5
437862,662632,CH-1500,1
437863,662638,AG-0100,1
437864,662642,BB-3400,1
437865,662643,BB-3400,1
437866,662644,JJ-1650,1
437867,662645,SA-1150,1
437868,662646,BR-0350,1
437869,662648,SA-1150,0.5
437870,662648,JB-8800,0.5
437871,662651,BC-1200,1
437872,662654,BC-0500,1
437873,662655,AH-3350,1
437874,662656,DW-4025,0.5
437875,662656,JW-3050,0.5
437876,662657,SL-0500,1
437877,662658,BC-0500,1
437878,662659,SL-0500,1
437879,662660,SL-0500,0.5
437880,662660,BJ-2350,0.5
437881,662664,DH-2000,1
437882,662665,BR-0350,0.5
437883,662665,HK-0100,0.5
437884,662666,KW-1400,0.5
437885,662666,SA-1150,0.5
437886,662667,BB-3400,1
437887,662668,SA-1150,1
437888,662670,DH-2000,1
437889,662672,JB-8800,1
437890,662673,DS-5137,1
437891,662679,DL-0450,1
437892,662681,JH-3210,1
437893,662682,NH-0900,0.5
437894,662682,AG-0100,0.5
437895,662683,AH-3350,1
437896,662684,AH-3350,0.5
437897,662684,BC-1200,0.5
437898,662685,AG-0100,1
437899,662686,BC-0500,1
437900,662689,SA-1150,1
437901,662690,BB-3400,1
437902,662691,CJ-2400,1
437903,662692,DE-0600,0.5
437904,662692,JB-8800,0.5
437905,662693,HK-0100,1
437906,662694,DS-5137,1
437907,662695,SA-1150,1
437908,662696,KV-0050,1
437909,662699,DL-0450,0.5
437910,662699,MC-1350,0.5
437911,662700,BJ-2350,1
437912,662701,BJ-2350,1
437913,662705,DB-3750,1
437914,662707,DI-0200,1
437915,662709,AH-3350,1
437916,662711,BR-0350,0.5
437917,662711,HK-0100,0.5
437918,662712,BR-0350,0.5
437919,662712,DH-2000,0.5
437920,662713,KV-0050,1
437921,662715,DW-4025,1
437922,662716,NH-0900,1
437923,662722,HK-0100,1
437924,662724,BR-0350,0.5
437925,662724,HK-0100,0.5
437926,662725,BB-3400,1
437927,662732,DL-0450,0.5
437928,662732,DW-4025,0.5
437929,662734,BC-0500,1
437930,662735,MC-1350,1
437931,662736,DI-0200,0.5
437932,662736,JC-5560,0.5
437933,662737,AG-0100,1
437934,662738,AH-3350,1
437935,662739,AH-3350,1
437936,662740,BC-1200,1
437937,662741,BC-1200,1
437938,662742,NH-0900,1
437939,662744,AH-3350,1
437940,662747,KP-0600,1
437941,662748,KW-1400,0.5
437942,662748,HK-0100,0.5
437943,662749,DS-5137,1
437944,662750,TD-0850,1
437945,662751,HK-0100,1
437946,662755,NH-0900,1
437947,662756,AG-0100,1
437948,662757,MC-1350,1
437949,662759,MC-1350,1
437950,662760,BC-1200,1
437951,662761,DW-4025,1
437952,662762,DW-4025,1
437953,662763,BC-1200,1
437954,662764,DW-4025,0.5
437955,662764,BC-1200,0.5
437956,662768,JJ-1650,0.5
437957,662768,TD-0850,0.5
437958,662769,JJ-1650,0.5
437959,662769,TD-0850,0.5
437960,662770,BR-0350,1
437961,662772,DW-4025,1
437962,662773,DL-0450,1
437963,662774,JW-3050,1
437964,662776,AH-3350,1
437965,662780,DB-3750,1
437966,662781,JB-8800,1
437967,662782,DS-5137,1
437968,662784,KV-0050,0.5
437969,662784,BB-3400,0.5
437970,662789,BJ-2350,1
437971,662790,AH-3350,0.5
437972,662790,TP-0650,0.5
437973,662791,NH-0900,1
437974,662792,NH-0900,1
437975,662793,AH-3350,1
437976,662794,BC-0500,1
437977,662795,BC-1200,1
437978,662802,MB-1900,0.5
437979,662802,BW-0150,0.5
437980,662803,BW-0150,1
437981,662804,RS-1000,1
437982,662805,BI-0150,1
437983,662806,CA-1300,1
437984,662807,KC-0900,1
437985,662809,JB-8700,1
437986,662810,JW-5300,1
437987,662811,HN-0300,1
437988,662812,JJ-4300,1
437989,662813,JI-0200,1
437990,662814,TL-0850,1
437991,662815,TL-0850,1
437992,662818,BW-0150,1
437993,662819,BI-0150,1
437994,662820,KC-0900,1
437995,662821,BW-0150,1
437996,662823,DT-0150,0.5
437997,662823,ST-1200,0.5
437998,662824,DT-0150,1
437999,662827,JJ-4300,1
438000,662829,CA-1300,0.5
438001,662829,KW-2500,0.5
438002,662830,ET-0200,1
438003,662831,DK-0650,0.5
438004,662831,BI-0150,0.5
438005,662836,TL-0850,1
438006,662837,DT-0100,0.5
438007,662837,JB-8700,0.5
438008,662839,DS-2250,0.5
438009,662839,GQ-0100,0.5
438010,662840,GQ-0100,1
438011,662844,KW-2500,1
438012,662845,CM-0250,1
438013,662846,DS-1730,1
438014,662847,KW-2500,1
438015,662848,FC-0150,1
438016,662849,BW-0150,0.5
438017,662849,ET-0200,0.5
438018,662850,CW-2300,1
438019,662851,RS-1000,1
438020,662852,BI-0150,1
438021,662857,ST-1200,1
438022,662858,ST-1200,1
438023,662859,GQ-0100,1
438024,662860,TW-0160,1
438025,662861,GQ-0100,1
438026,662862,JI-0200,1
438027,662865,EA-0550,0.5
438028,662865,JB-8700,0.5
438029,662869,KW-2500,0.5
438030,662869,KC-0900,0.5
438031,662876,TW-0160,0.5
438032,662876,HN-0300,0.5
438033,662879,DS-2250,0.5
438034,662879,IA-0100,0.5
438035,662880,JW-5300,1
438036,662881,TW-0160,0.5
438037,662881,ST-1200,0.5
438038,662882,JI-0200,1
438039,662887,MB-1900,1
438040,662888,KC-0900,1
438041,662890,CA-1300,1
438042,662895,GQ-0100,1
438043,662896,RM-1300,1
438044,662897,DS-2250,0.5
438045,662897,GQ-0100,0.5
438046,662899,RM-1300,1
438047,662900,ST-1200,1
438048,662901,DT-0100,0.5
438049,662901,ST-1200,0.5
438050,662903,JI-0200,1
438051,662906,MB-1900,0.5
438052,662906,JH-4050,0.5
438053,662909,MB-1900,0.5
438054,662909,BW-0150,0.5
438055,662911,QD-0300,1
438056,662913,DS-2250,1
438057,662914,JI-0200,1
438058,662916,JH-4050,0.5
438059,662916,RS-1000,0.5
438060,662917,JH-4050,0.5
438061,662917,BW-0150,0.5
438062,662919,BW-0150,1
438063,662920,JH-4050,0.5
438064,662920,RS-1000,0.5
438065,662922,ST-1200,0.5
438066,662922,JI-0200,0.5
438067,662923,JJ-4300,1
438068,662924,ST-1200,0.5
438069,662924,JB-8700,0.5
438070,662930,JW-5300,1
438071,662931,DT-0100,1
438072,662932,JI-0200,1
438073,662934,MB-1900,1
438074,662935,CW-2300,1
438075,662936,ET-0200,1
438076,662937,KC-0900,1
438077,662938,CW-2300,1
438078,662939,JH-4050,0.5
438079,662939,ET-0200,0.5
438080,662940,RS-1000,1
438081,662941,AR-2000,0.5
438082,662941,CA-1300,0.5
438083,662942,KC-0900,1
438084,662943,KC-0900,0.5
438085,662943,ET-0200,0.5
438086,662944,CR-0650,1
438087,662945,JB-8700,1
438088,662946,RM-1300,1
438089,662950,EW-0100,1
438090,662951,DL-2300,1
438091,662952,HA-0400,1
438092,662953,CG-0750,1
438093,662955,SM-2950,1
438094,662956,HA-0400,1
438095,662957,GT-0300,1
438096,662958,DJ-0500,0.5
438097,662958,JN-1350,0.5
438098,662959,GT-0300,1
438099,662960,MA-0200,1
438100,662961,ZK-0300,1
438101,662964,KJ-0650,1
438102,662965,JC-5630,1
438103,662966,BC-3100,0.5
438104,662966,JS-3250,0.5
438105,662970,NI-0100,1
438106,662971,DJ-0500,1
438107,662972,GT-0300,1
438108,662973,JN-1350,1
438109,662974,SM-2950,0.5
438110,662974,DL-2300,0.5
438111,662975,DJ-0500,0.5
438112,662975,RM-1400,0.5
438113,662977,RM-4600,1
438114,662978,BM-1450,1
438115,662979,AB-2250,1
438116,662980,JJ-5000,1
438117,662985,DL-2300,1
438118,662986,EW-0100,1
438119,662987,BW-2650,1
438120,662988,ZK-0300,0.5
438121,662988,DJ-0500,0.5
438122,662989,CG-0750,1
438123,662991,BM-1450,1
438124,662993,BC-3100,0.5
438125,662993,BM-1450,0.5
438126,662994,JC-3350,1
438127,662995,DM-4015,0.5
438128,662995,RM-4600,0.5
438129,662996,KJ-0650,1
438130,662998,WM-0550,1
438131,663000,EP-0550,1
438132,663001,JC-3350,1
438133,663002,JJ-5000,1
438134,663007,DJ-0500,1
438135,663009,NI-0100,1
438136,663011,GT-0300,1
438137,663012,DL-2300,1
438138,663013,BW-2650,1
438139,663014,GT-0300,1
438140,663015,DJ-0500,1
438141,663017,HA-0400,0.5
438142,663017,DJ-0500,0.5
438143,663018,MA-0200,1
438144,663021,EP-0550,1
438145,663022,BC-3100,0.5
438146,663022,KJ-0650,0.5
438147,663024,JC-5630,0.5
438148,663024,BC-3100,0.5
438149,663027,CG-0750,1
438150,663028,CG-0750,1
438151,663033,CG-0750,0.5
438152,663033,VD-0200,0.5
438153,663041,KJ-0100,1
438154,663042,KJ-0100,1
438155,663043,AH-0250,0.5
438156,663043,RM-4600,0.5
438157,663047,KL-0200,0.5
438158,663047,NI-0100,0.5
438159,663048,DP-0375,1
438160,663050,DJ-0500,1
438161,663052,BM-1450,1
438162,663053,JS-3250,0.5
438163,663053,KJ-0100,0.5
438164,663056,VD-0200,1
438165,663057,DJ-0500,1
438166,663058,GT-0300,1
438167,663059,HA-0400,1
438168,663060,DL-2300,1
438169,663061,DB-6100,1
438170,663062,MA-0200,0.5
438171,663062,VD-0200,0.5
438172,663063,GT-0300,1
438173,663064,SM-2950,1
438174,663068,BM-1450,0.5
438175,663068,AH-0250,0.5
438176,663070,AH-0250,1
438177,663071,JS-3250,1
438178,663072,JW-1100,0.5
438179,663072,JC-5630,0.5
438180,663073,DM-4015,1
438181,663074,KJ-0650,1
438182,663075,BM-1450,1
438183,663078,KJ-0100,0.5
438184,663078,AH-0250,0.5
438185,663079,BC-3100,0.5
438186,663079,BM-1450,0.5
438187,663082,JC-5630,0.5
438188,663082,WM-0550,0.5
438189,663084,CC-4550,1
438190,663089,VD-0200,1
438191,663090,NI-0100,1
438192,663091,DP-0375,1
438193,663092,MA-0200,1
438194,663094,DJ-0500,0.5
438195,663094,SM-2950,0.5
438196,663095,GT-0300,1
438197,663099,JJ-5000,1
438198,663100,JW-1100,0.5
438199,663100,JC-5630,0.5
438200,663101,WM-0550,0.5
438201,663101,BC-3100,0.5
438202,663106,DL-2300,1
438203,663107,VD-0200,1
438204,663108,NI-0100,1
438205,663109,DJ-0500,1
438206,663111,JP-0050,0.5
438207,663111,BC-3100,0.5
438208,663112,JC-5630,0.5
438209,663112,BC-3100,0.5
438210,663113,KJ-0100,1
438211,663118,AB-0100,1
438212,663119,MP-0950,1
438213,663120,HA-0200,1
438214,663121,AB-0100,1
438215,663122,DJ-1500,1
438216,663123,JH-5500,1
438217,663125,TB-2400,1
438218,663127,JR-0300,1
438219,663128,HJ-0400,1
438220,663132,DJ-1500,1
438221,663136,DJ-1500,1
438222,663139,NW-0400,0.5
438223,663139,DF-1350,0.5
438224,663141,MP-0950,1
438225,663143,JH-5550,0.5
438226,663143,AB-0100,0.5
438227,663144,RW-3550,1
438228,663145,DP-1450,0.5
438229,663145,TB-2400,0.5
438230,663147,EB-0800,1
438231,663148,HA-0200,1
438232,663149,AB-0100,1
438233,663154,SM-1050,1
438234,663157,JH-5550,1
438235,663158,MP-0950,1
438236,663161,HJ-0400,1
438237,663162,JR-0300,0.5
438238,663162,SM-1050,0.5
438239,663163,EG-0350,1
438240,663166,LH-1900,1
438241,663170,DP-1450,1
438242,663171,JH-5500,1
438243,663172,JH-5550,1
438244,663174,MU-0500,1
438245,663175,HJ-0400,1
438246,663177,SM-1050,1
438247,663179,LH-1900,1
438248,663183,DP-1450,1
438249,663186,MU-0500,1
438250,663187,SA-0100,1
438251,663188,AA-0543,1
438252,663189,TP-2000,1
438253,663191,SA-0100,1
438254,663192,SM-1050,1
438255,663200,SM-1050,1
438256,663201,JR-0300,1
438257,663202,LR-0350,1
438258,663203,HJ-0400,1
438259,663204,CJ-2175,1
