uid,pid,tck,value
438260,663205,EF-0010,0.5
438261,663205,CJ-2175,0.5
438262,663207,CJ-2175,1
438263,663208,LR-0350,1
438264,663209,SA-0100,1
438265,663213,TH-0200,1
438266,663214,RW-3550,1
438267,663215,DJ-1500,1
438268,663216,MP-0950,1
438269,663217,TH-0200,1
438270,663218,SS-1700,1
438271,663219,JH-5550,0.5
438272,663219,RW-3550,0.5
438273,663221,MP-0950,1
438274,663225,PM-0500,0.5
438275,663225,CJ-2175,0.5
438276,663226,CJ-2175,1
438277,663228,EG-0350,1
438278,663229,AA-0543,1
438279,663231,DF-1350,1
438280,663232,RP-0200,1
438281,663233,MP-0950,1
438282,663234,AB-0100,1
438283,663237,SA-0100,1
438284,663241,RW-3550,0.5
438285,663241,HA-0200,0.5
438286,663242,JH-5550,1
438287,663244,EB-0800,1
438288,663247,JR-0300,1
438289,663248,LR-0350,1
438290,663251,DJ-1500,1
438291,663252,SS-1700,1
438292,663253,DJ-1500,1
438293,663255,SS-1700,1
438294,663257,TB-2400,1
438295,663258,MP-0950,1
438296,663260,MD-0300,0.5
438297,663260,DP-1450,0.5
438298,663265,CJ-2175,1
438299,663266,SA-0100,1
438300,663270,MP-0950,1
438301,663276,EB-0800,1
438302,663280,TP-2000,1
438303,663284,CW-2300,1
438304,663285,CA-1300,1
438305,663286,AR-2000,1
438306,663287,RS-1000,1
438307,663288,JH-4050,1
438308,663289,KW-2500,1
438309,663293,AJ-1200,1
438310,663294,DP-0900,0.5
438311,663294,RM-1600,0.5
438312,663295,CD-2200,1
438313,663296,GI-1300,1
438314,663297,RN-0300,1
438315,663298,AH-1800,1
438316,663299,MJ-1800,0.5
438317,663299,RM-1600,0.5
438318,663304,CW-2300,1
438319,663306,RS-1000,1
438320,663308,JH-4050,0.5
438321,663308,BI-0150,0.5
438322,663310,RM-1600,0.5
438323,663310,RN-0300,0.5
438324,663311,BT-0650,1
438325,663313,DD-0950,1
438326,663315,BW-0150,1
438327,663317,CW-2300,1
438328,663318,BW-0150,1
438329,663321,RS-1000,1
438330,663322,DS-1730,1
438331,663327,CD-2200,1
438332,663328,GA-0400,1
438333,663329,VR-0200,0.5
438334,663329,AJ-1200,0.5
438335,663330,AH-1800,1
438336,663333,GA-0400,0.5
438337,663333,EL-0060,0.5
438338,663335,CM-0250,0.5
438339,663335,RS-1000,0.5
438340,663336,CM-0250,1
438341,663337,BI-0150,1
438342,663339,KC-0900,1
438343,663340,BM-1800,1
438344,663342,CA-1300,0.5
438345,663342,CW-2300,0.5
438346,663343,KW-2500,1
438347,663344,ET-0200,1
438348,663345,CM-0250,1
438349,663347,KC-0900,1
438350,663349,VR-0200,1
438351,663350,GI-1300,1
438352,663351,GI-1300,1
438353,663353,AJ-1200,1
438354,663354,VR-0200,0.5
438355,663354,GI-1300,0.5
438356,663357,VR-0200,1
438357,663358,RM-1600,1
438358,663359,VR-0200,1
438359,663360,VR-0200,1
438360,663361,RM-1600,1
438361,663362,DD-0950,1
438362,663364,BM-1800,1
438363,663365,BW-0150,1
438364,663366,RS-1000,1
438365,663373,AR-2000,1
438366,663374,KW-2500,1
438367,663375,BW-0150,0.5
438368,663375,KC-0900,0.5
438369,663376,MB-1900,1
438370,663385,RN-0300,1
438371,663387,VR-0200,1
438372,663389,RM-1600,1
438373,663393,RS-1000,0.5
438374,663393,KC-0900,0.5
438375,663397,GA-0400,0.5
438376,663397,MJ-1800,0.5
438377,663398,CD-2200,0.5
438378,663398,BT-0650,0.5
438379,663401,KC-0900,1
438380,663402,ET-0200,1
438381,663403,MB-1900,1
438382,663407,VR-0200,1
438383,663408,DP-0900,0.5
438384,663408,VR-0200,0.5
438385,663409,DP-0900,1
438386,663410,DP-0900,1
438387,663413,KC-0900,1
438388,663414,RS-1000,1
438389,663416,KC-0900,1
438390,663417,KW-2500,1
438391,663418,DS-1730,1
438392,663419,DS-1730,1
438393,663420,KW-2500,1
438394,663421,BW-0150,0.5
438395,663421,KC-0900,0.5
438396,663422,CA-1300,1
438397,663426,RM-1600,1
438398,663427,CD-2200,0.5
438399,663427,VR-0200,0.5
438400,663430,KW-2500,1
438401,663431,BW-0150,1
438402,663433,KC-0900,1
438403,663434,KC-0900,1
438404,663436,BI-0150,1
438405,663439,RM-1600,1
438406,663440,VR-0200,0.5
438407,663440,RN-0300,0.5
438408,663442,AJ-1200,1
438409,663445,EL-0060,0.5
438410,663445,VR-0200,0.5
438411,663447,CA-1300,0.5
438412,663447,DS-1730,0.5
438413,663448,RS-1000,1
438414,663449,MB-1900,1
438415,663451,CA-1300,1
438416,663454,MJ-1800,0.5
438417,663454,VR-0200,0.5
438418,663458,BW-0150,1
438419,663459,KC-0900,1
438420,663460,BI-0150,1
438421,663461,MB-1900,1
438422,663462,MB-1900,0.5
438423,663462,AR-2000,0.5
438424,663465,OS-0400,1
438425,663467,PW-1400,0.5
438426,663467,RA-0675,0.5
438427,663468,RA-0675,1
438428,663470,TK-0800,1
438429,663471,TM-3450,0.5
438430,663471,WB-0700,0.5
438431,663472,WB-0700,1
438432,663475,RH-0150,1
438433,663476,PW-1400,1
438434,663477,KB-1100,1
438435,663481,SP-0100,1
438436,663482,BB-2725,1
438437,663483,DG-1300,1
438438,663485,KJ-0275,1
438439,663488,GJ-0250,1
438440,663489,JB-1550,1
438441,663491,PS-0600,0.5
438442,663491,PW-1400,0.5
438443,663492,WM-1000,1
438444,663493,RT-0475,1
438445,663494,PA-0100,1
438446,663495,PW-1400,1
438447,663496,NS-0750,1
438448,663497,VB-0075,1
438449,663498,OS-0400,1
438450,663504,KR-0950,1
438451,663505,BB-2725,1
438452,663508,TR-0620,1
438453,663509,BB-2725,1
438454,663510,TM-3450,1
438455,663511,TR-0620,1
438456,663512,TK-0800,1
438457,663519,AC-1500,1
438458,663520,PS-0600,1
438459,663523,DG-1300,1
438460,663524,RJ-0550,1
438461,663525,KJ-0275,1
438462,663527,DG-1300,1
438463,663529,KI-0150,1
438464,663533,PR-0200,1
438465,663534,TR-0620,1
438466,663535,DG-1300,1
438467,663537,WC-0300,1
438468,663540,WB-0700,1
438469,663541,DG-1300,1
438470,663542,RK-0500,1
438471,663545,WC-0300,1
438472,663547,JH-2800,1
438473,663550,PA-0100,1
438474,663551,RA-0650,1
438475,663552,NS-0750,1
438476,663553,DT-1970,1
438477,663554,DT-1970,1
438478,663555,WM-1000,1
438479,663556,JB-0200,1
438480,663557,JB-0200,1
438481,663559,BB-2725,1
438482,663560,JH-2800,1
438483,663561,JJ-3200,1
438484,663564,PS-0550,1
438485,663566,BB-2725,1
438486,663567,BB-2725,0.5
438487,663567,DG-1300,0.5
438488,663568,PS-0550,1
438489,663572,WM-1000,1
438490,663576,KR-0950,1
438491,663577,PR-0200,1
438492,663578,WB-0700,1
438493,663580,JH-2800,1
438494,663581,RJ-0550,0.5
438495,663581,TM-3450,0.5
438496,663583,TM-3450,1
438497,663584,PR-0200,0.5
438498,663584,TR-0620,0.5
438499,663585,WB-0700,1
438500,663586,DG-1300,1
438501,663587,CB-0200,1
438502,663590,RA-0675,1
438503,663591,PW-1400,1
438504,663596,KR-0950,1
438505,663597,PR-0200,1
438506,663598,TR-0620,0.5
438507,663598,DG-1300,0.5
438508,663600,KB-1100,1
438509,663601,PW-1400,1
438510,663602,PW-1400,1
438511,663603,PS-0600,1
438512,663604,PW-1400,1
438513,663607,TR-0620,1
438514,663608,BB-2725,1
438515,663609,PR-0200,1
438516,663610,DG-1300,1
438517,663611,DG-1300,1
438518,663612,KJ-0275,1
438519,663615,KR-0950,0.5
438520,663615,BB-2725,0.5
438521,663619,PW-1400,1
438522,663620,WM-1000,1
438523,663621,PA-0100,1
438524,663624,PA-0100,1
438525,663625,NS-0750,0.5
438526,663625,OS-0400,0.5
438527,663626,KI-0150,1
438528,663627,PA-0100,1
438529,663629,AC-1500,1
438530,663632,TA-0825,1
438531,663633,MB-2050,0.5
438532,663633,JO-0300,0.5
438533,663634,DH-4000,1
438534,663635,TS-2050,0.5
438535,663635,AC-2250,0.5
438536,663637,AJ-1150,1
438537,663638,JC-6400,1
438538,663639,TS-2050,1
438539,663642,GM-0500,0.5
438540,663642,CM-1600,0.5
438541,663643,AV-0300,1
438542,663646,TS-2050,1
438543,663647,RM-4200,0.5
438544,663647,AC-2250,0.5
438545,663648,DH-4000,1
438546,663649,DG-2450,0.5
438547,663649,SB-1600,0.5
438548,663650,AJ-1150,0.5
438549,663650,TA-0825,0.5
438550,663651,TA-0825,1
438551,663654,DL-0400,1
438552,663655,TJ-1000,1
438553,663656,GJ-0800,1
438554,663658,BM-1250,0.5
438555,663658,CC-4000,0.5
438556,663659,SM-3000,1
438557,663660,DL-0400,0.5
438558,663660,MW-3600,0.5
438559,663662,TJ-1000,1
438560,663663,LD-0150,1
438561,663667,TS-2050,1
438562,663669,JC-6400,1
438563,663670,DG-2450,1
438564,663673,TS-2050,1
438565,663677,CM-1600,1
438566,663681,TS-2050,0.5
438567,663681,TA-0825,0.5
438568,663682,TS-2050,1
438569,663686,CC-4000,1
438570,663687,LD-0150,1
438571,663690,TA-0825,1
438572,663691,TS-2050,1
438573,663692,AC-2250,1
438574,663693,SB-1600,1
438575,663694,TA-0600,0.5
438576,663694,RM-4200,0.5
438577,663698,LD-0150,0.5
438578,663698,CC-4000,0.5
438579,663699,AV-0300,1
438580,663701,AV-0300,1
438581,663702,BM-1250,1
438582,663708,AC-2250,1
438583,663710,DL-0400,1
438584,663711,DL-0400,1
438585,663713,CM-1600,0.5
438586,663713,DL-0400,0.5
438587,663714,MJ-0900,1
438588,663715,DL-0400,0.5
438589,663715,KA-0625,0.5
438590,663717,LD-0150,1
438591,663718,TM-1700,0.5
438592,663718,LD-0150,0.5
438593,663723,TS-2050,1
438594,663725,DH-4000,0.5
438595,663725,JC-6400,0.5
438596,663728,AJ-1150,1
438597,663732,KA-0625,1
438598,663733,GJ-0800,1
438599,663735,TJ-1000,1
438600,663736,AV-0300,1
438601,663743,TS-2050,1
438602,663744,MB-2050,0.5
438603,663744,RM-4200,0.5
438604,663749,GJ-0800,1
438605,663752,MW-3600,1
438606,663753,LD-0150,1
438607,663756,TS-2050,1
438608,663757,DS-2200,1
438609,663758,TS-2050,1
438610,663759,DS-2200,1
438611,663760,TA-0825,1
438612,663761,JC-6400,1
438613,663763,AJ-1150,0.5
438614,663763,JO-0300,0.5
438615,663768,DL-0400,0.5
438616,663768,LD-0150,0.5
438617,663771,TS-2050,1
438618,663772,TA-0600,0.5
438619,663772,RM-4200,0.5
438620,663773,DM-1450,1
438621,663774,TA-0600,1
438622,663776,TA-0600,1
438623,663777,TS-2050,1
438624,663778,DS-2200,1
438625,663779,JC-6400,1
438626,663780,AJ-1150,0.5
438627,663780,JO-0300,0.5
438628,663782,BM-1250,1
438629,663783,LD-0150,1
438630,663787,KA-0625,1
438631,663794,SA-1150,1
438632,663795,SA-1150,1
438633,663796,DE-0600,1
438634,663797,CJ-2400,1
438635,663800,MJ-0600,1
438636,663801,FC-0400,1
438637,663802,EB-1100,1
438638,663807,DH-2000,1
438639,663808,DH-2000,1
438640,663809,TB-0537,1
438641,663811,KL-0600,1
438642,663812,KV-0050,0.5
438643,663812,JB-8800,0.5
438644,663813,DE-0600,1
438645,663814,KW-2100,1
438646,663817,WT-0200,1
438647,663818,EB-1100,1
438648,663819,CB-0800,1
438649,663820,WT-0200,1
438650,663821,WT-0200,1
438651,663822,BL-1350,0.5
438652,663822,JH-3675,0.5
438653,663826,DB-3750,1
438654,663827,DE-0600,1
438655,663828,SA-1150,1
438656,663829,DH-2000,1
438657,663830,CJ-2400,1
438658,663831,CJ-2400,1
438659,663832,BB-3400,1
438660,663833,SA-1150,1
438661,663836,BB-3400,1
438662,663839,NC-0100,1
438663,663842,JB-8800,1
438664,663843,KV-0050,1
438665,663844,DE-0600,1
438666,663848,BM-0600,1
438667,663849,BA-0350,1
438668,663852,SA-1150,1
438669,663853,KE-0125,1
438670,663854,JB-8800,1
438671,663855,DB-3750,1
438672,663856,DB-3750,1
438673,663858,KV-0050,1
438674,663859,BB-3400,1
438675,663862,BL-1350,1
438676,663864,CM-0200,1
438677,663865,BL-1350,1
438678,663867,MJ-0600,1
438679,663870,RH-3300,1
438680,663874,JH-3675,1
438681,663876,KW-2100,1
438682,663877,SA-1150,1
438683,663885,CT-1300,0.5
438684,663885,JH-3675,0.5
438685,663888,FC-0400,1
438686,663889,BL-1350,1
438687,663890,BM-0600,1
438688,663892,NC-0100,0.5
438689,663892,MJ-0600,0.5
438690,663896,DE-0600,1
438691,663897,KV-0050,1
438692,663898,KW-1400,1
438693,663899,KV-0050,1
438694,663900,KV-0050,1
438695,663901,JS-0500,1
438696,663903,JJ-1650,0.5
438697,663903,KV-0050,0.5
438698,663904,BB-3400,1
438699,663912,FC-0400,1
438700,663913,NC-0100,1
438701,663914,BA-0350,1
438702,663915,MJ-0600,1
438703,663919,DE-0600,1
438704,663921,SA-1150,1
438705,663922,DB-3750,1
438706,663923,TD-0850,0.5
438707,663923,DH-2000,0.5
438708,663924,DB-3750,1
438709,663925,BD-0950,1
438710,663928,NC-0100,0.5
438711,663928,MJ-0600,0.5
438712,663929,JH-3675,1
438713,663933,SA-1150,1
438714,663934,BB-3400,1
438715,663936,DE-0600,1
438716,663938,JJ-1650,1
438717,663939,KV-0050,1
438718,663940,JS-0500,1
438719,663941,SA-1150,1
438720,663944,WT-0200,1
438721,663945,NC-0100,1
438722,663946,DR-3700,1
438723,663947,BB-3400,1
438724,663948,JS-0500,1
438725,663949,KV-0050,1
438726,663950,KV-0050,1
438727,663953,KV-0050,1
438728,663955,HK-0100,1
438729,663956,BB-3400,1
438730,663959,MJ-0600,1
438731,663964,ER-0475,1
438732,663966,NG-0350,1
438733,663968,ER-0475,1
438734,663969,EB-1100,1
438735,663970,CB-0800,1
438736,663972,NG-0350,1
438737,663973,ER-0475,1
438738,663974,NG-0350,1
438739,663975,TH-0825,0.5
438740,663975,MS-2550,0.5
438741,663980,DB-5200,1
438742,663982,CK-0850,0.5
438743,663982,JP-4150,0.5
438744,663984,CU-0050,1
438745,663985,ED-1000,0.5
438746,663985,DS-2700,0.5
438747,663988,JH-0100,1
438748,663989,JH-0100,1
438749,663990,JH-0100,1
438750,663992,KD-0100,1
438751,663993,DW-2600,0.5
438752,663993,KW-1550,0.5
438753,663998,JS-4300,1
438754,663999,CU-0050,1
438755,664000,WH-0750,1
438756,664001,AM-1200,1
438757,664004,CM-3250,1
438758,664005,LG-1000,0.5
438759,664005,ED-1000,0.5
438760,664009,JP-4150,1
438761,664010,DS-1850,0.5
438762,664010,JM-3950,0.5
438763,664011,TW-2700,1
438764,664013,JP-4150,1
438765,664017,BW-2020,1
438766,664022,TC-0350,0.5
438767,664022,NO-0300,0.5
438768,664023,TC-0350,1
438769,664026,CD-0650,0.5
438770,664026,DS-2700,0.5
438771,664027,KL-0800,1
438772,664028,KL-0800,0.5
438773,664028,JS-4300,0.5
438774,664030,LG-1000,1
438775,664031,LW-0700,1
438776,664034,NO-0300,1
438777,664035,DS-1850,1
438778,664037,RS-2800,0.5
438779,664037,KD-0100,0.5
438780,664039,JS-4300,1
438781,664040,JS-4300,1
438782,664041,JS-4300,1
438783,664046,JM-3950,1
438784,664047,KD-0100,1
438785,664048,JP-4150,0.5
438786,664048,TW-2700,0.5
438787,664049,DW-2600,1
438788,664050,AB-3850,1
438789,664051,KD-0100,0.5
438790,664051,KW-1550,0.5
438791,664054,DS-2700,1
438792,664057,TB-2750,1
438793,664059,JS-4300,1
438794,664060,JS-4300,1
438795,664064,TB-2750,1
438796,664066,ZS-0075,1
438797,664067,DS-2700,0.5
438798,664067,WH-0750,0.5
438799,664069,JM-3950,1
438800,664070,JP-4150,1
438801,664071,KD-0100,1
438802,664072,DW-2600,1
438803,664074,TW-2700,1
438804,664076,TC-0350,1
438805,664077,NO-0300,1
438806,664081,AM-1200,1
438807,664082,LG-1000,0.5
438808,664082,AM-1200,0.5
438809,664083,ZS-0075,1
438810,664085,JS-4300,1
438811,664086,KA-1000,1
438812,664087,DS-2700,1
438813,664088,TB-2750,1
438814,664089,KL-0800,1
438815,664090,KL-0800,1
438816,664092,TB-2750,1
438817,664098,JP-4150,1
438818,664100,JP-4150,1
438819,664104,KA-1000,1
438820,664105,WH-0750,1
438821,664110,PD-0450,0.5
438822,664110,JP-4150,0.5
438823,664111,DW-2600,1
438824,664114,CM-3250,0.5
438825,664114,DS-2700,0.5
438826,664115,DS-2700,1
438827,664120,PD-0450,0.5
438828,664120,DW-2600,0.5
438829,664121,NO-0300,1
438830,664122,DW-2600,1
438831,664123,NO-0300,1
438832,664124,JH-5950,0.5
438833,664124,KD-0100,0.5
438834,664130,WH-0750,1
438835,664132,DS-2700,1
438836,664133,JS-4300,1
438837,664135,KL-0800,1
438838,664136,BW-2020,1
438839,664140,AB-3850,0.5
438840,664140,KD-0100,0.5
438841,664143,KD-0100,0.5
438842,664143,CK-0850,0.5
438843,664144,KD-0100,0.5
438844,664144,DW-2600,0.5
438845,664145,DB-5200,1
438846,664146,DW-2600,1
438847,664147,AB-3850,0.5
438848,664147,DW-2600,0.5
438849,664148,AB-3850,0.5
438850,664148,KD-0100,0.5
438851,664153,KL-0800,1
438852,664154,TB-2750,1
438853,664155,WH-0750,1
438854,664157,RS-2800,1
438855,664161,DS-2700,1
438856,664162,DS-2700,1
438857,664163,WH-0750,1
438858,664164,KA-1000,1
438859,664165,WH-0750,1
438860,664166,DS-2700,1
438861,664167,TW-0145,1
438862,664168,LG-1000,0.5
438863,664168,CU-0050,0.5
438864,664169,ZS-0075,0.5
438865,664169,DS-2700,0.5
438866,664170,ZS-0075,0.5
438867,664170,CU-0050,0.5
438868,664171,WH-0750,1
438869,664174,CM-0900,1
438870,664178,RQ-0200,1
438871,664180,RM-3050,1
438872,664181,WH-0300,0.5
438873,664181,JL-0600,0.5
438874,664187,MD-0060,0.5
438875,664187,NP-0130,0.5
438876,664188,JE-0350,1
438877,664191,MP-0875,0.5
438878,664191,MD-0060,0.5
438879,664192,CB-0450,1
438880,664193,LG-0900,0.5
438881,664193,MH-4000,0.5
438882,664194,BR-0100,1
438883,664199,WH-0300,1
438884,664202,TM-1750,1
438885,664203,TJ-2250,1
438886,664204,TM-1750,1
438887,664206,MD-0060,1
438888,664209,MB-0650,1
438889,664210,MB-0650,1
438890,664211,TM-1750,1
438891,664212,TM-1750,1
438892,664214,CB-0450,1
438893,664219,BR-0100,0.5
438894,664219,LG-0900,0.5
438895,664221,CH-2250,1
438896,664224,MB-0650,1
438897,664225,LJ-1800,1
438898,664226,JL-0600,1
438899,664228,NP-0020,0.5
438900,664228,HC-0050,0.5
438901,664229,HC-0050,1
438902,664230,BR-0100,1
438903,664231,NP-0020,1
438904,664232,MD-0060,1
438905,664233,CM-0900,1
438906,664234,JE-0350,1
438907,664236,MH-4000,1
438908,664240,RQ-0200,1
438909,664242,TJ-2250,1
438910,664243,NF-0100,1
438911,664244,ES-0800,1
438912,664245,LJ-1800,1
438913,664246,LJ-1800,1
438914,664248,MN-0300,1
438915,664249,MD-0060,1
438916,664250,CH-2250,1
438917,664251,JE-0350,1
438918,664253,MH-4000,1
438919,664259,LJ-1800,1
438920,664260,TM-1750,1
438921,664261,AD-1475,1
438922,664263,RQ-0200,0.5
438923,664263,JL-0600,0.5
438924,664265,MB-3650,0.5
438925,664265,LJ-1800,0.5
438926,664266,TJ-2250,1
438927,664267,JL-0600,1
438928,664271,NP-0020,1
438929,664272,HC-0050,1
438930,664273,NP-0020,0.5
438931,664273,CM-0900,0.5
438932,664277,TJ-2250,1
438933,664278,JL-0600,1
438934,664281,QR-0100,1
438935,664282,NP-0020,1
438936,664283,QR-0100,1
438937,664284,CB-0450,1
438938,664285,MD-0060,1
438939,664286,LG-0900,1
438940,664289,AD-1475,1
438941,664292,JP-2000,1
438942,664293,DR-0450,1
438943,664294,MN-0300,1
438944,664298,RQ-0200,1
438945,664300,TJ-2250,1
438946,664301,AD-1475,0.5
438947,664301,JL-0600,0.5
438948,664302,LJ-1800,1
438949,664304,LJ-1800,1
438950,664308,DR-0450,1
438951,664309,MH-4000,1
438952,664310,MD-0060,1
438953,664311,HC-0050,1
438954,664313,JL-0600,0.5
438955,664313,MB-0650,0.5
438956,664314,JL-0600,0.5
438957,664314,MB-0650,0.5
438958,664317,MP-0875,1
438959,664318,HC-0050,1
438960,664319,LG-0900,1
438961,664321,MH-4000,1
438962,664324,DR-0450,1
438963,664326,TM-1750,1
438964,664327,WH-0300,1
438965,664328,RM-3050,1
438966,664330,DB-0975,1
438967,664331,MB-3650,0.5
438968,664331,RQ-0200,0.5
438969,664332,RM-3050,1
438970,664336,HC-0050,1
438971,664343,RD-0050,1
438972,664344,NB-0500,0.5
438973,664344,AW-1200,0.5
438974,664345,CG-1700,1
438975,664346,AW-1200,1
438976,664347,AW-1200,1
438977,664348,AW-1200,1
438978,664350,KW-1600,1
438979,664353,AW-1450,1
438980,664356,MD-0100,0.5
438981,664356,PB-0750,0.5
438982,664357,MD-0100,1
438983,664360,DW-3950,1
438984,664363,WW-0900,0.5
438985,664363,MG-1800,0.5
438986,664368,PB-0750,1
438987,664369,ML-0500,1
438988,664370,RD-0050,1
438989,664372,PB-0750,1
438990,664373,NB-0500,1
438991,664374,CG-1700,1
438992,664376,AW-1200,1
438993,664377,NB-0500,1
438994,664378,MD-0100,1
438995,664380,PB-0750,0.5
438996,664380,CG-1700,0.5
438997,664383,WW-0900,1
438998,664384,JC-1700,1
438999,664389,RD-0050,1
439000,664390,CG-1700,1
439001,664391,NB-0500,1
439002,664392,SG-0650,1
439003,664395,AW-1900,1
439004,664397,WW-0900,1
439005,664398,DJ-2250,0.5
439006,664398,ZB-0400,0.5
439007,664401,MW-2300,0.5
439008,664401,ML-0500,0.5
439009,664403,CG-1700,1
439010,664405,AW-1450,1
439011,664406,JC-1700,1
439012,664407,CS-1250,1
439013,664409,JM-2800,1
439014,664410,AW-1450,0.5
439015,664410,MG-1800,0.5
439016,664412,MG-1800,1
439017,664415,NR-0350,1
439018,664417,RD-0050,1
439019,664419,DJ-2250,0.5
439020,664419,WW-0900,0.5
439021,664420,PC-0800,1
439022,664421,BO-0400,1
439023,664423,ZB-0400,1
439024,664426,JH-5900,0.5
439025,664426,PB-0750,0.5
439026,664429,MW-2300,0.5
439027,664429,PB-0750,0.5
439028,664430,ML-0500,1
439029,664431,CG-1700,1
439030,664432,JH-5900,1
439031,664433,CG-1700,1
439032,664434,AT-0230,1
439033,664438,AW-1450,1
439034,664439,WW-0900,1
439035,664440,WW-0900,1
439036,664441,WW-0900,0.5
439037,664441,AW-1450,0.5
439038,664442,AW-1450,1
439039,664443,AW-1900,1
439040,664444,MG-1800,1
439041,664445,AW-1450,1
439042,664450,MD-0100,0.5
439043,664450,NB-0500,0.5
439044,664451,KW-1600,1
439045,664453,AW-1200,1
439046,664455,NR-0350,1
439047,664456,CG-1700,1
439048,664457,CG-1700,1
439049,664458,CB-4770,0.5
439050,664458,CG-1700,0.5
439051,664459,MD-0100,0.5
439052,664459,AW-1200,0.5
439053,664461,NR-0350,1
439054,664465,WW-0900,1
439055,664469,ZB-0400,1
439056,664470,JC-1700,1
439057,664471,DS-1400,1
439058,664472,DM-3600,0.5
439059,664472,MG-1800,0.5
439060,664473,PC-0800,1
439061,664478,NB-0500,1
439062,664480,KW-1600,0.5
439063,664480,JH-5900,0.5
439064,664481,JH-5900,1
439065,664482,NR-0350,1
439066,664484,WW-0900,1
439067,664485,JC-1700,0.5
439068,664485,MG-1800,0.5
439069,664494,RJ-0900,1
