uid,gid,player,pa,pc,py,ints,ra,sra,ry,trg,rec,recy,fuml,peny
40423,3990,TB-2300,6,5,27,0,1,1,2,0,0,0,0,0
40424,3990,RG-2200,0,0,0,0,0,0,0,4,3,23,0,0
40425,3990,DL-1700,0,0,0,0,2,1,9,0,0,0,0,0
40426,3990,JE-0100,0,0,0,0,0,0,0,1,1,3,0,0
40427,3990,BB-2250,0,0,0,0,2,0,0,0,0,0,0,0
40428,3990,SC-0400,0,0,0,0,0,0,0,1,1,1,0,0
40429,3990,DW-3600,0,0,0,0,6,4,22,0,0,0,0,0
40430,3990,WJ-0300,0,0,0,0,3,1,1,0,0,0,0,0
40431,3990,BR-1100,4,3,20,0,0,0,0,0,0,0,0,0
40432,3990,HM-0200,0,0,0,0,0,0,0,3,2,9,0,0
40433,3990,AB-3500,0,0,0,0,0,0,0,1,1,11,0,0
40434,3991,JC-6200,9,3,19,0,1,1,4,0,0,0,0,0
40435,3991,MF-1300,0,0,0,0,4,3,10,4,2,9,0,0
40436,3991,AR-1300,6,5,31,0,1,0,1,0,0,0,0,0
40437,3991,DA-0212,0,0,0,0,0,0,0,2,1,7,0,0
40438,3991,JJ-4200,0,0,0,0,0,0,0,2,2,14,0,0
40439,3991,AJ-0430,0,0,0,0,0,0,0,3,1,10,0,0
40440,3991,EL-0010,0,0,0,0,4,2,9,1,1,5,0,0
40441,3991,RC-1500,0,0,0,0,0,0,0,1,1,5,0,0
40442,3991,ER-0500,0,0,0,0,0,0,0,2,0,0,0,0
40443,3992,JC-2300,0,0,0,0,1,0,3,2,2,8,0,0
40444,3992,AS-1600,5,4,20,0,0,0,0,0,0,0,0,0
40445,3992,TK-0150,0,0,0,0,0,0,0,1,1,10,0,0
40446,3992,BH-1900,5,3,24,0,0,0,0,0,0,0,0,0
40447,3992,CS-1500,0,0,0,0,0,0,0,1,1,15,0,0
40448,3992,JG-3850,0,0,0,0,2,1,2,1,1,2,0,0
40449,3992,DH-3950,0,0,0,0,0,0,0,4,3,17,0,0
40450,3992,JM-0200,0,0,0,0,0,0,0,2,1,2,0,0
40451,3992,NW-0100,0,0,0,0,0,0,0,1,0,0,0,0
40452,3992,CP-1950,0,0,0,0,1,1,4,0,0,0,0,0
40453,3992,AB-1975,0,0,0,0,1,0,0,0,0,0,0,0
40454,3992,RM-0300,2,2,10,0,0,0,0,0,0,0,0,0
40455,3993,IC-0300,0,0,0,0,2,2,7,0,0,0,0,0
40456,3993,JM-2900,2,0,0,0,1,0,13,0,0,0,0,0
40457,3993,RH-3000,0,0,0,0,0,0,0,1,0,0,0,0
40458,3993,SD-0800,0,0,0,0,0,0,0,1,0,0,0,0
40459,3993,RF-0500,5,4,42,0,1,0,-1,0,0,0,0,0
40460,3993,CI-0300,0,0,0,0,7,5,31,1,1,9,0,0
40461,3993,BM-0300,0,0,0,0,0,0,0,2,2,18,0,10
40462,3993,JM-0850,1,0,0,0,1,0,3,0,0,0,0,5
40463,3993,AH-1900,0,0,0,0,0,0,0,1,0,0,0,0
40464,3993,ED-0200,0,0,0,0,0,0,0,1,1,15,0,0
40465,3993,BP-1200,0,0,0,0,2,1,5,1,0,0,0,0
40466,3993,TB-1720,0,0,0,0,1,0,2,0,0,0,0,0
40467,3994,LM-1000,0,0,0,0,3,3,18,0,0,0,0,0
40468,3994,MM-5700,0,0,0,0,0,0,0,0,0,0,0,10
40469,3994,KW-1150,0,0,0,0,1,1,5,0,0,0,0,0
40470,3994,AD-1300,0,0,0,0,2,2,5,0,0,0,0,0
40471,3994,JR-2775,0,0,0,0,2,0,2,0,0,0,0,0
40472,3994,AL-1100,8,4,16,0,1,1,11,0,0,0,0,0
40473,3994,TH-1850,0,0,0,0,0,0,0,2,1,5,0,0
40474,3994,AJ-0900,0,0,0,0,0,0,0,2,1,3,0,0
40475,3994,DA-0850,0,0,0,0,0,0,0,2,1,6,0,0
40476,3994,DM-2775,0,0,0,0,0,0,0,2,1,2,0,0
40477,3995,RT-0150,8,5,18,0,1,0,5,0,0,0,0,5
40478,3995,DW-3125,0,0,0,0,1,0,0,1,1,3,0,0
40479,3995,KC-2350,5,2,13,0,0,0,0,0,0,0,0,0
40480,3995,DC-0775,0,0,0,0,0,0,0,1,1,9,0,0
40481,3995,AM-2850,0,0,0,0,2,1,1,0,0,0,0,0
40482,3995,RG-1650,0,0,0,0,0,0,0,1,0,0,0,0
40483,3995,JR-1150,0,0,0,0,0,0,0,2,1,4,0,0
40484,3995,JC-0400,0,0,0,0,0,0,0,2,1,13,0,0
40485,3995,JL-0215,0,0,0,0,1,1,14,3,2,-1,0,0
40486,3995,RM-1500,0,0,0,0,0,0,0,1,1,3,0,0
40487,3995,KS-2350,0,0,0,0,0,0,0,1,0,0,0,0
40488,3995,CT-1220,0,0,0,0,0,0,0,1,0,0,0,0
40489,3996,CN-0500,5,3,24,0,2,1,5,0,0,0,0,0
40490,3996,JC-5400,0,0,0,0,0,0,0,2,1,7,0,0
40491,3996,TG-0900,0,0,0,0,0,0,0,1,0,0,0,0
40492,3996,GO-0100,0,0,0,0,0,0,0,1,1,11,0,10
40493,3996,JS-6700,0,0,0,0,4,0,-5,0,0,0,0,0
40494,3996,BB-2425,5,2,4,0,1,1,11,0,0,0,0,0
40495,3996,RG-1812,0,0,0,0,0,0,0,2,1,1,0,0
40496,3996,TY-0150,0,0,0,0,1,0,3,0,0,0,0,0
40497,3996,AR-1250,0,0,0,0,0,0,0,2,0,0,0,0
40498,3996,AH-3900,0,0,0,0,0,0,0,1,1,3,1,0
40499,3996,FW-0750,0,0,0,0,1,0,0,0,0,0,0,0
40500,3996,MT-1300,0,0,0,0,0,0,0,1,1,6,0,0
40501,3997,TA-1050,0,0,0,0,1,1,16,1,0,0,0,0
40502,3997,BC-3070,0,0,0,0,2,1,5,0,0,0,0,0
40503,3997,RW-3850,10,5,25,0,2,2,12,0,0,0,0,0
40504,3997,JK-0250,0,0,0,0,0,0,0,3,2,14,0,0
40505,3997,ML-2500,0,0,0,0,1,0,-1,2,1,3,0,0
40506,3997,JG-2900,0,0,0,0,0,0,0,4,2,8,0,0
40507,3997,NF-0250,1,0,0,0,1,1,1,0,0,0,0,0
40508,3997,LW-1450,0,0,0,0,0,0,0,1,0,0,0,0
40509,3997,FJ-0100,0,0,0,0,1,0,1,0,0,0,0,0
40510,3998,AE-0750,0,0,0,0,2,1,-1,1,0,0,0,0
40511,3998,CP-0500,3,2,27,0,0,0,0,0,0,0,0,0
40512,3998,JB-6950,0,0,0,0,0,0,0,1,1,10,0,0
40513,3998,DB-3800,7,6,24,0,0,0,0,0,0,0,0,0
40514,3998,BC-2325,0,0,0,0,0,0,0,1,0,0,0,0
40515,3998,MI-0100,0,0,0,0,2,0,3,2,2,4,0,0
40516,3998,AJ-1125,0,0,0,0,0,0,0,2,2,5,0,0
40517,3998,BC-1850,0,0,0,0,0,0,0,1,1,12,0,0
40518,3998,KR-1050,0,0,0,0,0,0,0,1,1,3,0,0
40519,3998,DF-0550,0,0,0,0,0,0,0,1,1,17,0,0
40520,3999,PR-0300,9,7,58,1,0,0,0,0,0,0,0,0
40521,3999,DW-4300,0,0,0,0,6,3,18,2,1,7,0,0
40522,3999,MS-4100,1,1,18,0,0,0,0,0,0,0,0,0
40523,3999,EE-0050,0,0,0,0,0,0,0,1,1,18,0,0
40524,3999,MF-0800,0,0,0,0,0,0,0,1,0,0,0,0
40525,3999,LG-0750,0,0,0,0,0,0,0,2,2,12,0,0
40526,3999,KA-0650,0,0,0,0,0,0,0,2,2,13,0,0
40527,3999,SJ-0600,0,0,0,0,0,0,0,2,2,26,0,0
40528,4000,MM-0912,4,4,35,0,1,0,-3,0,0,0,0,0
40529,4000,BS-0650,0,0,0,0,1,1,1,1,1,12,0,0
40530,4000,DM-0450,0,0,0,0,1,0,0,1,1,2,0,0
40531,4000,JW-5650,9,3,11,0,0,0,0,0,0,0,0,0
40532,4000,AS-0550,0,0,0,0,0,0,0,1,1,5,0,0
40533,4000,TW-1350,0,0,0,0,3,2,2,0,0,0,0,0
40534,4000,HD-0300,0,0,0,0,0,0,0,1,1,4,0,0
40535,4000,AF-0200,0,0,0,0,0,0,0,1,1,18,0,0
40536,4000,DW-0500,0,0,0,0,0,0,0,1,1,1,0,0
40537,4000,VJ-0100,0,0,0,0,0,0,0,4,0,0,0,10
40538,4000,LM-1800,0,0,0,0,0,0,0,1,0,0,0,0
40539,4000,BR-0050,0,0,0,0,1,1,7,1,1,4,0,0
40540,4000,CS-1950,0,0,0,0,0,0,0,1,0,0,0,0
40541,4001,JH-4025,0,0,0,0,8,4,15,0,0,0,0,0
40542,4001,AD-0100,8,5,30,0,0,0,0,0,0,0,0,0
40543,4001,MS-0150,0,0,0,0,0,0,0,1,1,6,0,0
40544,4001,AG-1500,0,0,0,0,0,0,0,2,1,0,0,0
40545,4001,GB-0350,0,0,0,0,2,1,7,1,1,3,0,0
40546,4001,MJ-2250,0,0,0,0,0,0,0,1,0,0,0,0
40547,4001,TE-0300,0,0,0,0,0,0,0,2,2,21,0,0
40548,4001,RH-1875,0,0,0,0,0,0,0,1,0,0,0,0
40549,4001,MM-2570,4,3,28,0,0,0,0,0,0,0,0,0
40550,4001,RS-3250,0,0,0,0,0,0,0,1,1,8,0,0
40551,4001,MR-0500,0,0,0,0,0,0,0,2,2,20,0,0
40552,4001,MC-2900,0,0,0,0,0,0,0,1,0,0,0,0
40553,4002,RH-2350,0,0,0,0,1,0,-4,0,0,0,0,0
40554,4002,JF-1900,5,1,1,1,0,0,0,0,0,0,0,0
40555,4002,KJ-1400,0,0,0,0,0,0,0,1,1,1,0,0
40556,4002,SS-2100,0,0,0,0,0,0,0,2,0,0,0,0
40557,4002,JF-2800,0,0,0,0,0,0,0,1,0,0,0,0
40558,4002,CG-1030,0,0,0,0,0,0,0,1,0,0,0,0
40559,4003,JR-0250,0,0,0,0,1,0,0,0,0,0,0,0
40560,4003,TR-0800,12,8,54,0,0,0,0,0,0,0,0,0
40561,4003,JW-6000,0,0,0,0,0,0,0,3,3,17,0,5
40562,4003,TW-2270,0,0,0,0,0,0,0,2,1,8,0,0
40563,4003,LD-0850,0,0,0,0,0,0,0,1,1,7,0,0
40564,4003,DB-5300,0,0,0,0,0,0,0,3,1,4,0,0
40565,4003,EM-0200,5,3,24,0,0,0,0,0,0,0,0,0
40566,4003,OB-0075,0,0,0,0,0,0,0,2,2,19,0,0
40567,4003,AW-1350,0,0,0,0,2,0,3,0,0,0,0,0
40568,4003,LD-0650,0,0,0,0,0,0,0,1,1,5,0,0
40569,4003,PP-0100,0,0,0,0,0,0,0,1,0,0,0,0
40570,4003,DM-1600,0,0,0,0,1,0,1,0,0,0,0,0
40571,4003,GE-0250,0,0,0,0,0,0,0,1,1,2,0,0
40572,4003,RJ-0800,0,0,0,0,4,3,0,0,0,0,0,0
40573,4003,CB-1130,0,0,0,0,0,0,0,2,1,16,0,0
40574,4004,DF-1875,0,0,0,0,3,1,-2,1,1,10,0,0
40575,4004,MR-2500,3,2,14,1,0,0,0,0,0,0,0,0
40576,4004,RW-2200,0,0,0,0,0,0,0,1,0,0,0,0
40577,4004,TC-2050,0,0,0,0,1,0,2,0,0,0,0,0
40578,4004,JJ-4700,0,0,0,0,0,0,0,1,1,4,0,0
40579,4004,DM-4300,0,0,0,0,3,2,13,2,1,5,0,0
40580,4004,SB-1100,5,2,24,0,0,0,0,0,0,0,0,0
40581,4004,ZE-0100,0,0,0,0,0,0,0,1,0,0,0,0
40582,4004,JM-1550,0,0,0,0,0,0,0,2,1,19,0,0
40583,4004,RM-1200,0,0,0,0,1,1,1,0,0,0,0,0
40584,4005,CK-0100,5,1,8,0,0,0,0,0,0,0,0,0
40585,4005,VD-0100,0,0,0,0,0,0,0,1,0,0,0,0
40586,4005,RB-4900,0,0,0,0,0,0,0,1,0,0,0,0
40587,4005,CH-5000,0,0,0,0,5,4,40,1,1,8,0,0
40588,4005,AB-2000,0,0,0,0,0,0,0,1,0,0,0,0
40589,4005,TB-2650,2,0,0,0,0,0,0,0,0,0,0,0
40590,4005,JW-6560,0,0,0,0,0,0,0,1,0,0,0,0
40591,4005,TS-2300,0,0,0,0,0,0,0,1,0,0,0,0
40592,4006,JC-2300,0,0,0,0,3,1,18,3,3,-4,1,0
40593,4006,AS-1600,6,3,-4,1,0,0,0,0,0,0,0,0
40594,4006,JM-0200,0,0,0,0,1,0,-3,1,0,0,0,0
40595,4006,PM-0200,8,5,46,0,0,0,0,0,0,0,0,0
40596,4006,VG-0300,0,0,0,0,0,0,0,2,1,1,0,0
40597,4006,JN-1900,0,0,0,0,0,0,0,3,2,10,0,0
40598,4006,ES-0200,0,0,0,0,0,0,0,2,2,35,0,0
40599,4006,RH-2350,0,0,0,0,2,1,7,0,0,0,0,0
40600,4006,TK-0150,0,0,0,0,0,0,0,1,0,0,0,0
40601,4006,DT-0850,0,0,0,0,0,0,0,1,0,0,0,0
40602,4006,KD-0450,0,0,0,0,1,1,8,0,0,0,0,0
40603,4006,AC-0100,0,0,0,0,0,0,0,1,0,0,0,0
40604,4007,CN-0500,3,1,7,0,2,1,5,0,0,0,0,0
40605,4007,GO-0100,0,0,0,0,0,0,0,1,0,0,0,0
40606,4007,JS-6700,0,0,0,0,1,0,3,0,0,0,0,0
40607,4007,RM-0300,9,3,22,0,1,1,6,0,0,0,0,12
40608,4007,DH-3950,0,0,0,0,0,0,0,2,1,8,0,0
40609,4007,CP-1950,0,0,0,0,1,0,0,1,0,0,0,0
40610,4007,GG-0400,0,0,0,0,0,0,0,1,1,7,0,0
40611,4007,MT-1300,0,0,0,0,1,1,4,2,1,7,0,0
40612,4007,CS-1500,0,0,0,0,0,0,0,3,1,7,0,0
40613,4007,NW-0100,0,0,0,0,0,0,0,1,0,0,0,0
40614,4008,BR-1100,4,3,22,0,0,0,0,0,0,0,0,0
40615,4008,MW-1250,0,0,0,0,0,0,0,1,0,0,0,0
40616,4008,DW-3600,0,0,0,0,7,7,32,0,0,0,0,0
40617,4008,HM-0200,0,0,0,0,0,0,0,2,2,15,0,0
40618,4008,CK-0100,15,8,41,0,1,0,2,0,0,0,0,5
40619,4008,VM-0250,0,0,0,0,0,0,0,1,0,0,0,0
40620,4008,CH-5000,0,0,0,0,1,0,2,0,0,0,0,0
40621,4008,GC-0350,0,0,0,0,0,0,0,1,1,3,0,0
40622,4008,TS-2300,0,0,0,0,0,0,0,2,1,-3,0,0
40623,4008,VD-0100,0,0,0,0,0,0,0,1,1,7,0,0
40624,4008,MD-0150,0,0,0,0,5,2,7,3,2,4,0,0
40625,4008,BM-2600,0,0,0,0,0,0,0,2,1,7,0,0
40626,4008,BB-1550,0,0,0,0,0,0,0,1,0,0,0,0
40627,4008,AB-2000,0,0,0,0,0,0,0,3,1,14,0,0
40628,4008,AB-3500,0,0,0,0,0,0,0,1,1,7,0,0
40629,4008,QP-0050,0,0,0,0,0,0,0,1,1,9,0,0
40630,4009,MI-0100,0,0,0,0,4,3,20,0,0,0,0,0
40631,4009,JW-5650,3,1,15,0,1,1,1,0,0,0,0,0
40632,4009,VJ-0100,0,0,0,0,0,0,0,2,1,15,0,0
40633,4009,DM-0450,0,0,0,0,4,1,10,0,0,0,0,0
40634,4009,ME-0600,0,0,0,0,0,0,0,0,0,0,0,10
40635,4009,AS-0550,0,0,0,0,0,0,0,1,0,0,0,0
40636,4009,CS-3400,0,0,0,0,1,1,7,0,0,0,0,0
40637,4009,AJ-1125,0,0,0,0,1,1,1,0,0,0,0,0
40638,4009,DB-3800,1,1,16,0,0,0,0,0,0,0,0,0
40639,4009,WS-0925,0,0,0,0,0,0,0,1,1,16,0,0
40640,4009,CS-1950,0,0,0,0,1,0,-2,0,0,0,0,0
40641,4010,AP-0700,0,0,0,0,12,5,15,1,1,9,1,0
40642,4010,TB-2650,4,2,14,0,4,3,13,0,0,0,0,0
40643,4010,KR-1200,0,0,0,0,0,0,0,3,1,5,0,0
40644,4010,MS-4100,9,5,47,0,0,0,0,0,0,0,0,0
40645,4010,AA-0025,0,0,0,0,0,0,0,1,1,9,0,0
40646,4010,LM-1500,0,0,0,0,0,0,0,2,1,7,0,0
40647,4010,GT-0100,0,0,0,0,0,0,0,1,0,0,0,0
40648,4010,JM-3450,0,0,0,0,2,0,3,0,0,0,0,0
40649,4010,TR-0370,0,0,0,0,0,0,0,1,1,8,0,0
40650,4010,CJ-1100,0,0,0,0,0,0,0,2,1,11,0,0
40651,4010,ZL-0200,0,0,0,0,1,1,1,0,0,0,0,0
40652,4010,EE-0050,0,0,0,0,0,0,0,1,1,12,0,0
40653,4011,CJ-1700,0,0,0,0,6,5,23,0,0,0,0,0
40654,4011,CP-0500,3,3,23,0,0,0,0,0,0,0,0,0
40655,4011,JB-6750,0,0,0,0,0,0,0,1,1,6,0,0
40656,4011,JL-0280,0,0,0,0,1,1,1,0,0,0,0,0
40657,4011,LF-0200,0,0,0,0,0,0,0,2,2,17,0,0
40658,4011,JC-3100,2,2,8,0,0,0,0,0,0,0,0,0
40659,4011,ER-0500,0,0,0,0,0,0,0,1,1,-1,0,0
40660,4011,MF-1300,0,0,0,0,1,0,-2,1,1,9,0,0
40661,4011,DJ-1325,0,0,0,0,1,1,13,0,0,0,0,0
40662,4012,LM-1000,0,0,0,0,2,1,8,0,0,0,0,0
40663,4012,KW-1150,0,0,0,0,2,1,4,0,0,0,0,0
40664,4012,TT-0500,2,2,20,0,1,1,7,0,0,0,0,0
40665,4012,CH-3350,0,0,0,0,0,0,0,1,1,11,0,0
40666,4012,RG-2200,0,0,0,0,0,0,0,1,1,2,0,5
40667,4012,TB-2300,9,6,36,0,0,0,0,0,0,0,0,0
40668,4012,JE-0100,0,0,0,0,0,0,0,4,3,22,0,0
40669,4012,DL-1700,0,0,0,0,3,3,21,0,0,0,0,0
40670,4012,AD-1450,0,0,0,0,0,0,0,2,2,12,0,0
40671,4012,CC-2100,0,0,0,0,0,0,0,1,1,9,0,0
40672,4012,SC-0400,0,0,0,0,0,0,0,2,0,0,0,0
40673,4012,LB-0500,0,0,0,0,2,0,4,0,0,0,0,0
40674,4013,AD-0100,8,3,28,0,1,1,6,0,0,0,0,0
40675,4013,MJ-2250,0,0,0,0,0,0,0,2,1,3,0,5
40676,4013,AG-1500,0,0,0,0,0,0,0,2,1,16,0,0
40677,4013,GB-0350,0,0,0,0,6,3,23,0,0,0,0,0
40678,4013,TE-0300,0,0,0,0,0,0,0,2,1,9,0,0
40679,4013,DW-4300,0,0,0,0,1,1,5,0,0,0,0,0
40680,4013,PR-0300,1,1,10,0,0,0,0,0,0,0,0,0
40681,4013,SJ-0600,0,0,0,0,0,0,0,1,1,10,0,0
40682,4013,RH-1875,0,0,0,0,0,0,0,1,0,0,0,0
40683,4013,MS-0150,0,0,0,0,0,0,0,1,0,0,0,0
40684,4013,TK-0850,0,0,0,0,0,0,0,0,0,0,0,10
40685,4014,IC-0300,0,0,0,0,2,1,11,0,0,0,0,0
40686,4014,JM-0850,0,0,0,0,1,0,0,0,0,0,0,0
40687,4014,MM-0912,6,3,34,0,0,0,0,0,0,0,1,0
40688,4014,AF-0200,0,0,0,0,0,0,0,1,1,19,0,0
40689,4014,CC-3200,0,0,0,0,0,0,0,1,1,2,0,5
40690,4014,BS-0650,0,0,0,0,1,0,4,2,0,0,0,0
40691,4014,HD-0300,0,0,0,0,0,0,0,1,0,0,0,0
40692,4014,DG-2650,0,0,0,0,0,0,0,1,1,13,0,0
40693,4015,TC-2050,0,0,0,0,2,1,3,1,0,0,0,0
40694,4015,MR-2500,4,2,21,0,0,0,0,0,0,0,0,0
40695,4015,LH-0600,0,0,0,0,0,0,0,2,2,21,0,0
40696,4015,EM-0200,4,3,22,0,1,0,5,0,0,0,1,0
40697,4015,DH-1800,0,0,0,0,0,0,0,0,0,0,0,5
40698,4015,PP-0100,0,0,0,0,0,0,0,2,2,12,0,0
40699,4015,LD-0650,0,0,0,0,0,0,0,2,1,10,0,0
40700,4015,AW-1350,0,0,0,0,1,0,2,0,0,0,0,0
40701,4015,DF-1875,0,0,0,0,4,3,7,0,0,0,0,0
40702,4015,JT-0300,0,0,0,0,0,0,0,0,0,0,0,10
40703,4015,JJ-4700,0,0,0,0,0,0,0,1,0,0,0,0
40704,4016,JR-1150,0,0,0,0,0,0,0,0,0,0,0,10
40705,4016,MJ-2275,0,0,0,0,4,3,17,0,0,0,0,0
40706,4016,KC-2350,2,2,12,0,0,0,0,0,0,0,0,0
40707,4016,RG-1650,0,0,0,0,0,0,0,1,1,8,0,0
40708,4016,AM-2850,0,0,0,0,4,0,5,0,0,0,0,0
40709,4016,PG-0100,0,0,0,0,0,0,0,1,1,4,0,0
40710,4017,TY-0150,0,0,0,0,6,4,24,0,0,0,0,0
40711,4017,BB-2425,3,2,3,0,0,0,0,0,0,0,0,0
40712,4017,AR-1250,0,0,0,0,0,0,0,1,1,3,0,0
40713,4017,RG-1812,0,0,0,0,0,0,0,1,1,0,0,0
40714,4017,ML-1500,0,0,0,0,0,0,0,1,0,0,0,0
40715,4017,LM-1150,0,0,0,0,3,1,5,0,0,0,0,0
40716,4017,RT-0150,3,3,28,0,0,0,0,0,0,0,0,0
40717,4017,DW-3125,0,0,0,0,0,0,0,1,1,10,0,0
40718,4017,JL-0215,0,0,0,0,0,0,0,1,1,13,0,0
40719,4017,JS-7050,0,0,0,0,0,0,0,1,1,5,0,0
40720,4017,BP-0650,0,0,0,0,1,0,0,0,0,0,0,0
40721,4018,LM-1850,0,0,0,0,2,1,3,0,0,0,0,0
40722,4018,DC-0725,4,1,12,0,0,0,0,0,0,0,0,0
40723,4018,MR-0970,0,0,0,0,0,0,0,1,0,0,0,0
40724,4018,MC-2900,0,0,0,0,0,0,0,1,0,0,0,0
40725,4018,JF-2800,0,0,0,0,5,2,8,0,0,0,0,0
40726,4018,JF-1900,11,4,21,0,1,1,2,0,0,0,0,0
40727,4018,SS-2100,0,0,0,0,0,0,0,3,0,0,0,0
40728,4018,KA-0400,0,0,0,0,0,0,0,1,0,0,0,0
40729,4018,JA-1025,0,0,0,0,1,1,5,1,1,2,0,0
40730,4018,CG-1030,0,0,0,0,0,0,0,2,1,9,0,0
40731,4018,DW-0675,0,0,0,0,0,0,0,1,0,0,0,0
40732,4018,LT-0050,0,0,0,0,1,1,7,2,2,10,0,0
40733,4018,MB-4050,0,0,0,0,0,0,0,1,0,0,0,0
40734,4018,CW-0225,0,0,0,0,0,0,0,1,0,0,0,0
40735,4018,SR-0750,0,0,0,0,0,0,0,1,1,12,0,0
40736,4019,JR-0250,0,0,0,0,2,0,3,0,0,0,0,0
40737,4019,TR-0800,5,2,11,0,1,1,12,0,0,0,0,0
40738,4019,GE-0250,0,0,0,0,0,0,0,2,1,13,0,0
40739,4019,JW-6000,0,0,0,0,0,0,0,1,0,0,0,0
40740,4019,CB-1130,0,0,0,0,0,0,0,1,1,-2,0,0
40741,4019,TW-2270,0,0,0,0,0,0,0,1,0,0,0,0
40742,4019,SB-1100,6,4,29,1,0,0,0,0,0,0,0,5
40743,4019,JH-5750,0,0,0,0,0,0,0,1,1,9,0,0
40744,4019,DM-4300,0,0,0,0,3,2,11,1,1,4,0,0
40745,4019,NA-0050,0,0,0,0,0,0,0,1,0,0,0,0
40746,4019,ZE-0100,0,0,0,0,0,0,0,1,0,0,0,0
40747,4019,JM-1550,0,0,0,0,0,0,0,2,2,16,0,0
40748,4020,AR-1300,6,4,21,0,1,0,1,0,0,0,0,0
40749,4020,RC-1500,0,0,0,0,0,0,0,1,1,9,0,0
40750,4020,JJ-4200,0,0,0,0,0,0,0,1,0,0,0,0
40751,4020,RR-1050,0,0,0,0,0,0,0,2,1,5,0,0
40752,4020,RW-3850,3,3,19,0,1,1,10,0,0,0,0,0
40753,4020,ML-2500,0,0,0,0,1,0,-1,1,1,1,0,0
40754,4020,FJ-0100,0,0,0,0,0,0,0,1,1,5,0,0
40755,4020,DB-0500,0,0,0,0,0,0,0,1,1,13,0,0
40756,4020,TM-3150,0,0,0,0,0,0,0,2,2,7,0,0
40757,4020,JS-6200,0,0,0,0,2,0,4,0,0,0,0,0
40758,4021,RF-0500,4,2,21,0,0,0,0,0,0,0,0,0
40759,4021,ED-0200,0,0,0,0,0,0,0,2,1,6,0,0
40760,4021,CI-0300,0,0,0,0,4,0,1,0,0,0,0,0
40761,4021,JR-2775,0,0,0,0,2,2,10,0,0,0,0,0
40762,4021,AL-1100,3,1,7,0,1,1,5,0,0,0,0,0
40763,4021,JR-1600,0,0,0,0,0,0,0,1,0,0,0,0
40764,4021,TH-1850,0,0,0,0,0,0,0,2,1,7,0,0
40765,4021,BP-1200,0,0,0,0,1,1,3,1,0,0,0,0
40766,4021,FG-0200,0,0,0,0,4,0,4,0,0,0,1,0
40767,4021,BM-0300,0,0,0,0,0,0,0,1,1,15,0,0
40768,4022,EM-0200,6,2,13,0,0,0,0,0,0,0,0,0
40769,4022,OB-0075,0,0,0,0,0,0,0,1,1,6,0,0
40770,4022,RR-0130,0,0,0,0,0,0,0,1,1,7,0,0
40771,4022,AW-1350,0,0,0,0,2,1,1,0,0,0,0,0
40772,4022,LD-0650,0,0,0,0,0,0,0,2,0,0,0,0
40773,4022,RJ-0800,0,0,0,0,1,0,2,0,0,0,0,0
40774,4022,SV-0200,0,0,0,0,0,0,0,1,0,0,0,0
40775,4022,DH-1800,0,0,0,0,0,0,0,1,0,0,0,0
40776,4022,MJ-2275,0,0,0,0,2,1,6,0,0,0,0,0
40777,4022,KC-2350,6,2,11,0,0,0,0,0,0,0,0,5
40778,4022,AR-1100,0,0,0,0,0,0,0,2,0,0,0,0
40779,4022,JR-1150,0,0,0,0,0,0,0,1,0,0,0,0
40780,4022,RG-1650,0,0,0,0,0,0,0,1,0,0,0,0
40781,4022,CT-1220,0,0,0,0,0,0,0,2,2,11,0,0
40782,4023,JR-0250,0,0,0,0,2,2,2,0,0,0,0,0
40783,4023,MR-2500,11,7,38,0,0,0,0,0,0,0,0,0
40784,4023,LH-0600,0,0,0,0,0,0,0,1,0,0,0,0
40785,4023,JJ-4700,0,0,0,0,0,0,0,6,4,28,0,0
40786,4023,DF-1875,0,0,0,0,8,6,29,2,2,4,0,0
40787,4023,DM-1600,0,0,0,0,3,3,19,0,0,0,0,0
40788,4023,NW-0500,0,0,0,0,0,0,0,1,1,6,0,0
40789,4024,FG-0200,0,0,0,0,3,2,7,0,0,0,0,0
40790,4024,MM-0912,9,3,15,0,0,0,0,0,0,0,0,0
40791,4024,KW-2550,0,0,0,0,0,0,0,4,2,12,0,0
40792,4024,JH-6400,0,0,0,0,0,0,0,1,0,0,0,0
40793,4024,BS-0650,0,0,0,0,2,1,7,0,0,0,0,0
40794,4024,AA-1350,0,0,0,0,4,2,12,0,0,0,0,0
40795,4024,JF-2950,0,0,0,0,3,3,6,0,0,0,0,0
40796,4024,DG-2650,0,0,0,0,0,0,0,2,1,3,0,0
40797,4024,AL-1100,2,2,15,0,0,0,0,0,0,0,0,0
40798,4024,DM-2775,0,0,0,0,0,0,0,1,1,11,0,0
40799,4024,JD-2550,0,0,0,0,0,0,0,1,1,4,0,0
40800,4024,JR-2775,0,0,0,0,1,1,5,0,0,0,0,0
40801,4024,AF-0200,0,0,0,0,0,0,0,1,0,0,0,0
40802,4025,DC-0725,7,4,35,0,0,0,0,0,0,0,0,0
40803,4025,RH-1600,0,0,0,0,0,0,0,1,1,12,0,0
40804,4025,LM-1850,0,0,0,0,8,4,27,0,0,0,0,0
40805,4025,MC-2900,0,0,0,0,0,0,0,2,0,0,0,10
40806,4025,AH-3600,0,0,0,0,0,0,0,1,1,3,0,0
40807,4025,IC-0300,0,0,0,0,3,1,17,0,0,0,0,0
40808,4025,JM-2900,7,2,15,0,0,0,0,0,0,0,0,0
