uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
94340,4028,658860,NO,5,KOFF,3,2,54,13,5,1,0,0,1,6,4,9,1,1,15,0,30,PUNT
94341,4028,658867,CAR,7,PUNT,4,4,5,12,9,7,1,3,0,29,4,44,5,4,15,0,88,TD
94342,4028,658878,NO,6,KOFF,4,4,42,20,11,5,1,4,0,8,3,72,7,5,0,0,80,TD
94343,4028,658890,CAR,8,KOFF,4,1,0,20,3,1,0,0,0,0,1,6,2,1,0,0,6,PUNT
94344,4028,658894,NO,7,PUNT,4,2,41,29,9,3,0,3,0,5,2,43,7,3,5,5,48,INT
94345,4028,658905,CAR,9,INT,4,0,59,20,3,0,0,0,0,6,3,0,0,0,0,5,6,PUNT
94346,4028,658910,NO,8,PUNT,4,0,10,45,2,2,0,1,0,0,0,33,2,2,0,0,33,ENDQ
94347,4029,658913,NYJ,1,KOFF,1,2,37,18,3,0,0,0,0,3,1,11,2,2,0,5,9,PUNT
94348,4029,658918,PHI,1,PUNT,1,4,15,29,11,5,2,1,1,40,5,14,5,2,5,0,59,FG
94349,4029,658931,NYJ,2,KOFF,1,1,53,40,3,0,0,0,0,1,1,7,2,2,0,0,8,PUNT
94350,4029,658935,PHI,2,PUNT,1,2,44,2,6,1,0,1,0,0,3,9,3,1,0,2,7,PUNT
94351,4029,658943,NYJ,3,PUNT,1,2,57,37,6,2,0,1,0,1,1,12,5,4,0,0,13,PUNT
94352,4029,658950,PHI,3,PUNT,1,1,56,9,5,3,0,1,0,3,2,17,3,2,0,0,20,PUNT
94353,4029,658956,NYJ,4,PUNT,2,1,17,33,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
94354,4029,658962,NYJ,5,KOFF,2,1,35,22,3,1,0,0,0,8,2,0,1,0,0,0,8,PUNT
94355,4029,658966,PHI,4,PUNT,2,0,48,25,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
94356,4029,658970,NYJ,6,PUNT,2,1,42,27,3,0,0,0,0,0,0,3,3,2,0,0,3,PUNT
94357,4029,658974,PHI,5,PUNT,2,3,19,25,8,5,2,2,0,26,4,49,4,3,0,0,75,TD
94358,4029,658984,NYJ,7,KOFF,2,0,19,28,1,0,0,1,0,0,0,15,1,1,0,0,15,FUM
94359,4029,658985,PHI,6,FUM,2,2,27,64,7,4,2,1,2,17,4,4,3,2,15,0,36,TD
94360,4029,658994,NYJ,8,KOFF,2,2,5,21,9,6,1,3,0,8,2,71,7,5,0,0,79,TD
94361,4029,659005,PHI,7,KOFF,2,0,6,23,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94362,4029,659007,PHI,8,KOFF,3,2,5,20,4,1,0,1,0,0,1,9,3,2,18,0,27,PUNT
94363,4029,659013,NYJ,9,PUNT,3,1,56,12,6,2,0,2,0,-1,1,32,5,2,0,0,31,PUNT
94364,4029,659020,PHI,9,PUNT,3,0,46,10,3,1,0,0,0,0,0,5,3,1,0,0,5,PUNT
94365,4029,659024,NYJ,10,PUNT,3,3,3,51,6,2,1,0,0,10,2,5,4,2,4,0,19,INT
94366,4029,659031,PHI,10,INT,3,1,16,20,3,0,0,0,0,2,2,0,1,0,0,0,2,PUNT
94367,4029,659035,NYJ,11,PUNT,3,1,31,30,3,0,0,0,0,0,0,-5,3,2,0,0,-5,PUNT
94368,4029,659039,PHI,11,PUNT,3,1,35,30,3,1,0,0,0,4,2,1,1,1,0,0,5,PUNT
94369,4029,659043,NYJ,12,PUNT,3,8,11,19,16,9,2,4,1,15,5,66,11,7,5,5,81,TD
94370,4029,659063,PHI,12,KOFF,4,2,14,20,4,3,3,0,1,21,4,0,0,0,0,0,21,FUM
94371,4029,659067,NYJ,13,FUM,4,0,55,59,3,1,0,1,1,0,0,11,3,1,0,0,11,INT
94372,4029,659070,PHI,13,INT,4,1,40,32,3,1,0,0,0,5,2,0,1,0,0,0,5,PUNT
94373,4029,659074,NYJ,14,PUNT,4,1,20,31,6,3,0,2,0,0,0,32,6,3,0,0,32,INT
94374,4029,659080,PHI,14,INT,4,0,26,18,3,1,0,0,0,2,3,0,0,0,0,0,2,PUNT
94375,4029,659084,NYJ,15,PUNT,4,0,30,49,5,1,0,1,0,0,0,16,4,2,0,0,16,FG
94376,4029,659090,PHI,15,KOFF,4,2,32,52,5,0,0,0,0,3,5,0,0,0,5,10,-2,ENDQ
94377,4030,659098,HOU,1,KOFF,1,2,32,20,6,3,0,1,0,12,4,6,2,1,0,0,18,PUNT
94378,4030,659105,TB,1,PUNT,1,3,35,12,5,1,0,1,0,10,3,19,2,1,0,20,9,PUNT
94379,4030,659114,HOU,2,PUNT,1,3,55,36,10,7,1,4,0,17,4,47,6,5,0,0,64,TD
94380,4030,659126,TB,2,KOFF,1,1,57,20,4,2,0,1,0,4,2,20,2,1,0,0,24,PUNT
94381,4030,659131,HOU,3,PUNT,1,3,46,28,9,3,1,1,0,4,3,25,6,3,5,0,34,PUNT
94382,4030,659142,TB,3,PUNT,2,3,0,20,6,2,0,2,0,-4,1,44,4,3,0,0,40,FG
94383,4030,659149,HOU,4,KOFF,2,5,24,22,9,5,1,2,0,11,5,29,4,3,0,10,30,PUNT
94384,4030,659160,TB,4,PUNT,2,1,3,17,3,0,0,0,0,-2,1,0,2,0,0,0,-2,PUNT
94385,4030,659164,HOU,5,PUNT,2,0,7,27,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94386,4030,659165,TB,5,INT,2,0,50,74,2,2,0,1,0,4,1,32,1,1,0,10,26,TD
94387,4030,659170,HOU,6,KOFF,2,2,20,17,9,6,1,2,0,32,4,26,4,2,0,0,58,MFG
94388,4030,659179,TB,6,MFG,2,0,44,33,6,1,0,1,0,-4,1,25,5,2,0,0,21,PUNT
94389,4030,659186,HOU,7,PUNT,2,0,47,11,3,0,0,0,0,8,2,0,1,0,0,0,8,ENDQ
94390,4030,659190,TB,7,KOFF,3,1,7,20,4,1,0,1,0,3,1,18,3,1,0,0,21,INT
94391,4030,659194,HOU,8,INT,3,1,16,45,5,2,1,0,0,18,2,1,2,1,15,0,34,FG
94392,4030,659200,TB,8,KOFF,3,2,31,20,5,1,0,0,1,6,3,0,2,0,15,0,21,PUNT
94393,4030,659207,HOU,9,PUNT,3,0,52,6,3,0,0,0,0,1,1,0,2,0,0,3,-2,PUNT
94394,4030,659212,TB,9,PUNT,3,1,57,56,5,2,1,0,0,21,3,0,1,0,0,0,21,MFG
94395,4030,659217,HOU,10,MFG,3,2,50,31,5,3,0,1,0,1,2,17,3,3,0,5,13,PUNT
94396,4030,659224,TB,10,PUNT,3,1,4,26,3,1,0,0,0,0,0,6,3,1,0,0,6,PUNT
94397,4030,659228,HOU,11,PUNT,3,3,34,16,9,4,1,2,0,15,4,25,5,3,0,0,40,PUNT
94398,4030,659238,TB,11,PUNT,4,3,53,15,9,5,1,2,0,14,3,56,5,3,0,0,70,MFG
94399,4030,659247,HOU,12,MFG,4,1,42,23,5,3,1,2,0,22,3,40,2,2,15,0,77,TD
94400,4030,659254,TB,12,KOFF,4,1,10,21,3,0,0,0,0,5,1,0,2,0,0,0,5,PUNT
94401,4030,659258,HOU,13,PUNT,4,6,52,23,14,6,3,1,0,46,11,11,2,1,19,0,76,FG
94402,4030,659276,TB,13,KOFF,4,0,53,20,5,4,0,2,0,0,0,41,4,4,0,0,41,MFG
94403,4030,659281,HOU,14,MFG,4,0,19,47,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94404,4031,659283,MIN,1,KOFF,1,2,4,24,5,2,0,1,0,9,3,9,2,1,0,0,18,PUNT
94405,4031,659289,SD,1,PUNT,1,2,12,6,3,0,0,0,0,2,2,5,1,1,0,0,7,PUNT
94406,4031,659293,MIN,2,PUNT,1,1,47,32,5,3,1,1,0,26,2,13,3,1,5,0,44,INT
94407,4031,659299,SD,2,INT,1,3,10,20,5,3,0,1,0,14,4,22,1,1,0,0,36,PUNT
94408,4031,659305,MIN,3,PUNT,1,2,45,7,5,0,0,0,1,-1,3,10,2,1,34,0,43,PUNT
94409,4031,659312,SD,3,PUNT,1,0,16,20,3,0,0,1,0,0,0,-7,3,0,0,0,-7,FUM
94410,4031,659315,MIN,4,FUM,1,1,31,87,4,1,0,0,1,7,2,0,1,0,0,0,7,FG
94411,4031,659320,SD,4,KOFF,1,1,31,20,5,2,0,1,0,9,2,16,3,1,0,0,25,PUNT
94412,4031,659326,MIN,5,PUNT,2,5,39,33,11,8,2,3,0,18,6,49,5,5,0,0,67,TD
94413,4031,659339,SD,5,KOFF,2,3,53,20,7,3,1,1,0,3,2,26,5,4,0,0,29,PUNT
94414,4031,659347,MIN,6,PUNT,2,1,38,12,3,1,0,0,0,4,1,4,2,1,0,0,8,PUNT
94415,4031,659351,SD,6,PUNT,2,2,17,10,9,6,1,3,0,4,1,86,8,5,0,0,90,TD
94416,4031,659362,MIN,7,KOFF,2,1,17,25,2,1,0,0,0,8,1,-1,1,1,0,0,7,ENDQ
94417,4031,659365,SD,7,KOFF,3,2,16,20,3,1,0,0,0,-4,1,-4,2,1,0,0,-8,PUNT
94418,4031,659369,MIN,8,PUNT,3,0,12,57,1,1,1,0,0,43,1,0,0,0,0,0,43,TD
94419,4031,659372,SD,8,KOFF,3,2,31,20,5,2,1,0,0,13,3,2,2,1,0,0,15,PUNT
94420,4031,659378,MIN,9,PUNT,3,7,19,14,16,9,4,3,0,44,9,37,7,3,5,0,86,TD
94421,4031,659397,SD,9,KOFF,3,3,45,20,10,4,1,2,0,13,3,44,7,3,29,5,66,INT
94422,4031,659410,SD,10,KOFF,4,3,33,19,8,4,2,0,0,10,2,26,6,4,0,10,26,DWNS
94423,4031,659419,MIN,10,DWNS,4,1,47,55,3,1,0,0,0,6,2,0,1,0,0,0,6,PUNT
94424,4031,659423,SD,11,PUNT,4,8,5,11,14,8,2,4,0,26,8,63,6,5,0,0,89,TD
94425,4031,659439,MIN,11,KOFF,4,0,32,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94426,4032,659441,PIT,1,KOFF,1,7,42,20,13,7,0,4,0,6,4,71,8,7,0,0,77,FG
94427,4032,659455,STL,1,KOFF,1,3,15,20,6,3,0,1,0,8,2,20,4,2,0,0,28,PUNT
94428,4032,659462,PIT,2,PUNT,1,6,3,8,13,8,3,3,0,24,5,61,7,6,7,0,92,TD
94429,4032,659477,STL,2,KOFF,2,4,45,20,8,2,0,2,0,2,3,30,5,4,0,0,32,DWNS
94430,4032,659485,PIT,3,DWNS,2,1,23,48,2,0,0,0,0,1,1,0,1,0,0,10,-9,INT
94431,4032,659488,STL,3,INT,2,4,47,19,9,4,0,3,0,11,4,39,4,3,0,0,50,FG
94432,4032,659498,PIT,4,KOFF,2,2,5,18,5,2,0,1,0,5,1,19,4,3,0,9,15,ENDQ
94433,4032,659505,STL,4,KOFF,3,4,25,18,8,4,1,1,0,16,2,24,6,3,0,0,40,PUNT
94434,4032,659514,PIT,5,PUNT,3,6,4,20,10,4,0,2,0,-7,2,22,8,5,5,0,20,PUNT
94435,4032,659526,STL,5,PUNT,3,3,26,15,4,1,0,1,0,3,1,40,3,3,0,10,33,PUNT
94436,4032,659532,PIT,6,PUNT,3,2,30,18,4,1,0,1,0,0,1,9,3,1,0,0,9,PUNT
94437,4032,659537,STL,6,PUNT,4,2,5,12,3,0,0,0,0,3,2,6,1,1,0,0,9,PUNT
94438,4032,659541,PIT,7,PUNT,4,1,46,29,3,2,0,0,0,8,2,0,1,0,0,0,8,PUNT
94439,4032,659545,STL,7,PUNT,4,4,6,29,7,2,1,0,1,28,4,10,2,1,34,10,62,FG
94440,4032,659556,PIT,8,KOFF,4,2,36,25,4,2,1,0,0,26,2,8,2,2,0,10,24,PUNT
94441,4032,659562,STL,8,PUNT,4,0,11,17,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94442,4032,659563,PIT,9,INT,4,0,55,69,4,0,0,0,0,1,2,7,1,1,0,0,8,FG
94443,4032,659568,STL,9,KOFF,4,0,41,21,5,1,0,1,0,0,0,18,5,2,0,0,18,DWNS
94444,4032,659573,PIT,10,DWNS,4,1,15,61,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
94445,4033,659576,ARI,1,KOFF,1,2,50,20,5,2,0,2,0,1,2,34,3,2,0,0,35,PUNT
94446,4033,659582,SF,1,PUNT,1,1,4,13,3,0,0,0,0,-1,2,0,1,0,0,0,-1,INT
94447,4033,659587,SF,2,KOFF,1,2,3,20,4,1,0,1,0,1,1,10,3,2,0,0,11,INT
94448,4033,659593,SF,3,KOFF,1,3,9,20,5,2,1,0,0,23,5,0,0,0,0,5,18,PUNT
94449,4033,659600,ARI,2,PUNT,1,5,58,19,10,8,1,4,0,13,3,82,7,5,5,19,81,TD
94450,4033,659617,SF,4,KOFF,2,3,3,19,4,2,1,0,0,21,4,0,0,0,0,0,21,PUNT
94451,4033,659622,ARI,3,PUNT,2,4,4,19,9,4,3,1,0,49,6,27,3,1,5,0,81,TD
94452,4033,659635,SF,5,KOFF,2,2,55,25,5,2,1,0,0,22,4,2,1,1,0,15,9,PUNT
94453,4033,659641,ARI,4,PUNT,2,1,46,20,3,0,0,0,0,-2,1,5,2,1,0,0,3,PUNT
94454,4033,659645,SF,6,PUNT,2,1,5,81,3,2,1,1,0,5,2,14,1,1,0,0,19,TD
94455,4033,659650,ARI,5,KOFF,2,1,10,20,6,3,1,1,0,3,1,33,5,3,0,0,36,INT
94456,4033,659656,SF,7,INT,2,0,23,19,3,1,0,0,0,0,0,7,3,1,0,0,7,INT
94457,4033,659659,ARI,6,INT,2,0,30,75,5,2,0,1,0,0,0,21,4,2,0,0,21,FG
94458,4033,659665,SF,8,KOFF,3,0,13,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94459,4033,659666,ARI,7,INT,3,2,18,42,4,3,0,3,0,2,1,56,3,3,0,0,58,TD
94460,4033,659672,SF,9,KOFF,3,3,32,20,6,3,1,0,0,20,5,-7,1,0,0,0,13,PUNT
94461,4033,659679,ARI,8,PUNT,3,4,33,27,7,5,1,1,0,14,5,19,2,1,0,0,33,PUNT
94462,4033,659687,SF,10,PUNT,3,0,6,1,1,0,0,0,0,-1,1,0,0,0,0,0,-1,SAF
94463,4033,659689,ARI,9,KOFF,3,3,43,32,6,1,1,0,1,13,5,0,1,0,15,0,28,PUNT
94464,4033,659696,SF,11,PUNT,3,2,38,20,6,2,1,0,0,10,4,-7,2,0,0,0,3,PUNT
94465,4033,659703,ARI,10,PUNT,4,7,42,21,13,9,3,2,0,49,10,30,3,2,0,0,79,TD
94466,4033,659718,SF,12,KOFF,4,3,17,9,9,4,1,1,0,3,1,34,8,4,0,0,37,PUNT
94467,4033,659728,ARI,11,PUNT,4,1,58,15,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
94468,4034,659732,MIA,1,KOFF,1,0,54,20,3,1,0,0,0,5,1,0,2,0,0,0,5,PUNT
94469,4034,659736,BUF,1,PUNT,1,2,17,23,5,4,0,3,0,0,0,77,5,5,0,0,77,TD
94470,4034,659743,MIA,2,KOFF,1,2,6,20,5,1,1,0,0,5,1,14,4,1,5,10,14,PUNT
94471,4034,659751,BUF,2,PUNT,1,3,40,19,8,5,0,3,1,14,3,61,5,3,6,0,81,TD
94472,4034,659762,MIA,3,KOFF,1,2,50,20,5,2,0,1,0,1,1,14,4,3,0,0,15,PUNT
94473,4034,659768,BUF,3,PUNT,1,1,25,19,3,1,0,0,0,13,2,0,1,0,0,14,-1,PUNT
94474,4034,659772,MIA,4,PUNT,1,0,8,62,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94475,4034,659773,BUF,4,INT,1,5,0,35,9,5,3,0,0,50,6,7,2,2,0,0,57,FG
94476,4034,659783,MIA,5,KOFF,2,4,39,18,6,4,1,1,0,9,4,15,2,2,5,0,29,PUNT
94477,4034,659791,BUF,5,PUNT,2,4,2,9,8,2,0,2,0,2,3,30,5,3,0,0,32,PUNT
94478,4034,659800,MIA,6,PUNT,2,1,15,14,6,3,0,2,0,0,0,39,6,3,0,0,39,INT
94479,4034,659808,MIA,7,KOFF,2,0,59,28,5,1,0,1,0,0,0,23,5,2,0,0,23,INT
94480,4034,659813,BUF,6,INT,2,0,42,51,4,2,0,1,0,-1,1,17,2,2,0,0,16,FG
94481,4034,659818,MIA,8,KOFF,2,0,3,31,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94482,4034,659820,BUF,7,KOFF,3,6,7,20,12,4,0,3,0,11,7,32,4,3,0,0,43,MFG
94483,4034,659832,MIA,9,MFG,3,3,14,44,7,6,0,3,0,13,2,43,4,4,0,0,56,TD
94484,4034,659840,BUF,8,KOFF,3,5,46,20,11,5,0,2,2,17,7,53,4,3,10,0,80,TD
94485,4034,659855,MIA,10,KOFF,4,4,41,20,15,8,1,3,0,14,2,58,13,6,6,0,78,DWNS
94486,4034,659871,BUF,9,DWNS,4,1,25,2,3,1,0,0,0,3,2,0,1,0,0,0,3,PUNT
94487,4034,659875,MIA,11,PUNT,4,0,52,52,4,1,0,1,0,0,0,53,4,2,0,5,48,TD
94488,4034,659882,BUF,10,KOFF,4,1,9,56,2,2,1,0,0,44,2,0,0,0,0,0,44,TD
94489,4034,659886,MIA,12,KOFF,4,6,27,13,14,9,4,1,0,56,8,30,6,3,0,5,81,DWNS
94490,4034,659901,BUF,11,DWNS,4,0,19,6,1,0,0,0,0,-2,1,0,0,0,0,0,-2,ENDQ
94491,4035,659903,CHI,1,KOFF,1,1,32,20,3,0,0,0,0,-4,1,3,2,1,0,5,-6,PUNT
94492,4035,659908,SEA,1,PUNT,1,2,15,44,3,1,0,0,0,0,0,6,3,2,0,0,6,PUNT
94493,4035,659912,CHI,2,PUNT,1,4,28,4,7,4,2,0,0,36,6,6,1,1,0,5,37,PUNT
94494,4035,659921,SEA,2,PUNT,1,1,29,81,4,1,0,0,0,6,1,0,2,0,0,0,6,FG
94495,4035,659926,CHI,3,KOFF,1,2,7,20,3,1,0,0,0,7,3,0,0,0,0,0,7,PUNT
94496,4035,659930,SEA,3,PUNT,1,3,5,26,5,3,1,0,0,12,3,9,2,1,0,0,21,PUNT
94497,4035,659936,CHI,4,PUNT,1,6,38,8,11,6,2,1,0,34,8,13,3,2,0,0,47,PUNT
94498,4035,659948,SEA,4,PUNT,2,2,33,13,3,0,0,0,0,7,2,3,1,1,0,6,4,PUNT
94499,4035,659953,CHI,5,PUNT,2,3,16,34,6,2,1,0,0,14,3,0,3,1,0,0,14,PUNT
94500,4035,659960,SEA,5,PUNT,2,2,49,20,12,7,0,4,0,13,3,69,8,5,0,5,77,FG
94501,4035,659976,CHI,6,KOFF,3,1,56,20,4,1,0,1,0,2,1,12,3,1,0,0,14,PUNT
94502,4035,659981,SEA,6,PUNT,3,3,10,14,4,1,0,1,0,0,0,21,4,2,0,0,21,PUNT
94503,4035,659986,CHI,7,PUNT,3,1,21,29,3,0,0,0,0,1,1,0,2,0,0,15,-14,PUNT
94504,4035,659992,SEA,7,PUNT,3,3,53,15,7,5,1,2,0,33,5,52,2,2,0,0,85,TD
94505,4035,660001,CHI,8,KOFF,3,2,1,37,3,2,0,0,0,4,2,5,1,1,0,0,9,PUNT
94506,4035,660005,SEA,8,PUNT,3,3,24,11,8,4,2,1,0,40,4,22,3,1,0,0,62,FG
94507,4035,660014,CHI,9,KOFF,4,1,38,20,3,0,0,0,0,3,1,5,2,1,0,0,8,PUNT
94508,4035,660018,SEA,9,PUNT,4,6,9,20,12,4,1,2,0,35,5,20,6,4,0,5,50,FG
94509,4035,660032,CHI,10,KOFF,4,1,54,20,3,0,0,0,0,1,1,4,2,1,0,0,5,PUNT
94510,4035,660036,SEA,10,PUNT,4,4,22,29,9,5,0,2,0,13,6,10,3,2,5,0,28,ENDQ
94511,4036,660047,DET,1,KOFF,1,2,19,20,3,0,0,0,0,-1,1,-5,2,1,5,0,-1,PUNT
94512,4036,660052,DEN,1,PUNT,1,0,55,34,3,1,0,0,0,0,0,9,3,2,0,0,9,PUNT
94513,4036,660056,DET,2,PUNT,1,3,7,12,5,2,1,0,0,4,1,21,4,2,0,5,20,PUNT
94514,4036,660063,DEN,2,PUNT,1,3,43,22,7,1,1,1,1,7,3,14,4,3,15,0,36,PUNT
94515,4036,660071,DET,3,PUNT,1,2,42,11,5,1,0,0,1,1,3,5,2,1,23,0,29,INT
94516,4036,660077,DEN,3,INT,1,2,19,64,5,3,1,1,0,4,2,19,3,2,0,0,23,INT
94517,4036,660082,DET,4,INT,2,3,36,10,7,4,0,2,0,9,3,15,4,3,0,0,24,PUNT
94518,4036,660090,DEN,4,PUNT,2,6,25,20,12,7,1,4,0,7,5,73,7,6,15,0,80,TD
94519,4036,660104,DET,5,KOFF,2,3,51,20,9,5,1,4,1,0,2,64,7,5,16,0,80,TD
94520,4036,660116,DEN,5,KOFF,2,0,58,20,7,4,0,3,0,0,0,80,7,4,0,15,80,TD
94521,4036,660125,DET,6,KOFF,2,0,5,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94522,4036,660127,DEN,6,KOFF,3,2,0,20,4,2,0,1,1,4,1,0,3,3,5,0,9,FUM
94523,4036,660132,DET,7,FUM,3,2,9,71,5,2,0,3,2,3,1,21,3,2,15,10,29,TD
94524,4036,660139,DEN,7,KOFF,3,3,11,20,6,2,0,2,0,2,1,37,5,3,0,10,29,PUNT
94525,4036,660147,DET,8,PUNT,3,3,41,14,5,2,0,1,0,10,3,27,2,2,0,10,27,PUNT
94526,4036,660154,DEN,8,PUNT,3,2,59,8,5,2,1,0,0,5,1,15,4,2,0,0,20,PUNT
94527,4036,660160,DET,9,PUNT,3,2,5,22,6,1,0,1,0,0,1,11,5,2,0,0,11,PUNT
94528,4036,660167,DEN,9,PUNT,4,2,21,24,3,2,0,0,0,5,1,9,2,2,0,5,9,PUNT
94529,4036,660172,DET,10,PUNT,4,1,22,45,3,2,0,2,0,0,0,4,3,2,0,0,4,FUM
94530,4036,660175,DEN,10,FUM,4,2,22,51,5,1,0,1,1,2,1,12,3,2,5,0,19,FG
94531,4036,660182,DET,11,KOFF,4,4,13,20,8,4,1,1,0,3,3,34,5,3,0,5,32,INT
94532,4036,660191,DEN,11,INT,4,1,9,49,5,2,0,2,0,6,3,45,2,2,0,0,51,TD
94533,4036,660198,DET,12,KOFF,4,1,58,20,12,6,0,3,0,0,0,65,12,8,5,5,65,DWNS
94534,4036,660212,DEN,12,DWNS,4,0,30,15,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94535,4037,660214,GB,1,KOFF,1,1,7,31,3,0,0,0,0,5,1,0,2,0,0,0,5,PUNT
94536,4037,660218,KC,1,PUNT,1,1,33,24,3,1,0,0,0,7,2,0,1,0,0,0,7,PUNT
94537,4037,660222,GB,2,PUNT,1,2,36,31,6,5,2,3,0,23,2,46,4,3,0,0,69,TD
94538,4037,660230,KC,2,KOFF,1,1,35,52,3,0,0,0,0,-3,2,0,1,0,0,0,-3,PUNT
94539,4037,660234,GB,3,PUNT,1,5,51,11,10,9,2,2,1,46,7,28,3,3,15,0,89,TD
94540,4037,660249,KC,3,KOFF,1,1,30,20,3,0,0,0,0,0,0,-1,3,1,0,0,-1,PUNT
94541,4037,660253,GB,4,PUNT,1,2,40,44,6,1,0,1,0,0,2,27,4,2,0,10,17,DWNS
94542,4037,660260,KC,4,DWNS,2,1,6,39,3,2,1,1,0,9,1,38,2,1,14,0,61,TD
94543,4037,660266,GB,5,KOFF,2,5,47,23,9,4,1,1,0,14,3,42,5,4,5,10,51,FG
94544,4037,660278,KC,5,KOFF,2,2,17,22,3,0,0,0,0,-1,3,0,0,0,0,0,-1,PUNT
94545,4037,660282,GB,6,PUNT,2,3,2,32,9,5,1,2,1,16,4,57,5,4,5,10,68,TD
94546,4037,660294,KC,6,KOFF,2,0,56,20,5,3,2,0,0,45,4,0,1,0,0,0,45,ENDQ
94547,4037,660300,KC,7,KOFF,3,1,30,20,3,0,0,0,0,0,0,2,3,2,0,0,2,PUNT
94548,4037,660304,GB,7,PUNT,3,0,58,30,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
94549,4037,660308,KC,8,PUNT,3,2,9,45,3,0,0,0,0,0,0,-8,3,1,0,0,-8,PUNT
94550,4037,660312,GB,8,PUNT,3,2,25,2,5,1,0,1,0,1,2,38,3,2,0,0,39,PUNT
94551,4037,660318,KC,9,PUNT,3,0,36,8,2,0,0,0,0,0,0,0,2,0,5,6,-1,INT
94552,4037,660322,GB,9,INT,3,0,4,96,1,1,0,1,0,0,0,4,1,1,0,0,4,TD
94553,4037,660325,KC,10,KOFF,3,6,22,20,11,7,0,5,0,2,1,78,10,7,0,0,80,TD
94554,4037,660338,GB,10,KOFF,3,3,46,20,8,5,0,3,0,15,4,65,4,3,0,0,80,TD
94555,4037,660348,KC,11,KOFF,4,2,14,11,8,4,1,2,2,8,3,71,4,3,10,0,89,TD
94556,4037,660358,GB,11,KOFF,4,4,8,20,6,1,0,1,0,1,3,18,3,2,0,5,14,PUNT
94557,4037,660366,KC,12,PUNT,4,4,24,17,18,9,1,6,0,7,1,71,16,9,5,0,83,TD
94558,4037,660386,GB,12,KOFF,4,1,5,52,3,1,0,0,0,2,3,0,0,0,0,5,2,PUNT
94559,4037,660391,KC,13,PUNT,4,0,19,27,2,0,0,0,0,1,1,0,1,0,0,0,1,ENDQ
94560,4038,660394,PIT,1,KOFF,1,1,25,20,3,0,0,0,0,-1,1,9,2,1,0,5,3,PUNT
94561,4038,660399,BAL,1,PUNT,1,0,55,40,3,0,0,0,0,0,0,-5,3,0,0,0,-5,PUNT
94562,4038,660403,PIT,2,PUNT,1,4,59,21,8,4,2,1,0,32,5,20,2,2,0,0,52,FG
94563,4038,660412,BAL,2,KOFF,1,7,16,25,12,10,4,2,0,47,8,33,4,4,0,5,75,TD
94564,4038,660427,PIT,3,KOFF,1,2,3,20,3,0,0,0,0,0,0,1,3,3,0,0,1,PUNT
94565,4038,660431,BAL,3,PUNT,2,4,58,41,8,2,0,2,0,9,4,21,4,2,0,0,29,INT
94566,4038,660439,PIT,4,INT,2,1,35,64,3,0,0,0,0,4,1,-9,2,0,0,0,-5,PUNT
94567,4038,660443,BAL,4,PUNT,2,2,3,9,3,1,0,0,0,5,2,1,1,1,0,0,6,PUNT
94568,4038,660447,PIT,5,PUNT,2,3,9,33,8,8,4,2,1,40,6,22,2,2,5,0,67,TD
94569,4038,660457,BAL,5,KOFF,2,0,58,20,3,0,0,0,0,6,1,-6,2,0,0,0,0,PUNT
94570,4038,660461,PIT,6,PUNT,2,0,39,55,5,3,0,2,0,4,1,23,3,3,0,0,27,FG
94571,4038,660467,BAL,6,KOFF,3,0,11,20,1,0,0,1,0,0,0,0,1,0,0,5,-5,FUM
94572,4038,660469,PIT,7,FUM,3,4,8,74,6,2,1,1,1,15,4,16,2,2,0,5,26,TD
94573,4038,660478,BAL,7,KOFF,3,3,14,20,6,4,2,2,0,45,3,35,3,3,0,0,80,TD
94574,4038,660486,PIT,8,KOFF,3,1,41,20,3,0,0,0,0,0,0,-13,3,0,0,0,-13,PUNT
94575,4038,660490,BAL,8,PUNT,3,1,21,72,4,0,0,0,0,0,1,5,3,2,0,0,5,DWNS
94576,4038,660494,PIT,9,DWNS,3,2,13,23,3,0,0,0,0,1,1,-5,2,1,0,0,-4,PUNT
94577,4038,660498,BAL,9,PUNT,3,6,58,40,12,5,1,1,1,19,7,26,4,4,5,0,38,FG
94578,4038,660512,PIT,10,KOFF,4,2,43,20,4,2,0,1,0,3,1,14,3,3,0,0,17,PUNT
