uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
94100,4017,656975,JAC,8,PUNT,3,2,10,22,3,1,0,0,0,-4,1,10,2,1,0,10,-4,PUNT
94101,4017,656980,MIA,8,PUNT,3,4,29,36,8,4,0,2,0,2,2,34,6,4,0,15,26,PUNT
94102,4017,656991,JAC,9,PUNT,4,0,24,20,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
94103,4017,656995,MIA,9,PUNT,4,2,43,24,4,2,0,1,0,0,0,20,4,2,0,5,15,PUNT
94104,4017,657001,JAC,10,PUNT,4,1,2,34,3,0,0,0,0,-1,1,0,2,0,0,0,-1,PUNT
94105,4017,657005,MIA,10,PUNT,4,1,36,23,3,1,0,0,0,0,0,12,3,2,0,10,2,PUNT
94106,4017,657010,JAC,11,PUNT,4,3,43,32,5,3,0,0,1,8,4,7,1,1,5,0,20,PUNT
94107,4017,657017,MIA,11,PUNT,4,1,14,8,3,0,0,0,0,0,0,6,3,1,0,0,6,PUNT
94108,4017,657021,JAC,12,PUNT,4,1,8,24,9,4,1,2,1,15,4,46,4,3,15,10,66,FG
94109,4017,657032,MIA,12,KOFF,4,0,25,20,4,1,0,0,0,0,0,9,4,1,0,0,9,DWNS
94110,4017,657036,JAC,13,DWNS,4,0,15,71,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94111,4018,657038,OAK,1,KOFF,1,2,11,20,6,3,0,2,0,2,1,78,5,3,0,0,80,TD
94112,4018,657046,BAL,1,KOFF,1,0,7,20,1,0,0,1,0,0,0,6,1,1,0,0,6,FUM
94113,4018,657047,OAK,2,FUM,1,0,58,71,4,0,0,0,1,2,1,0,2,0,22,0,24,FG
94114,4018,657053,BAL,2,KOFF,1,4,3,30,10,5,0,3,0,4,2,58,7,4,4,0,66,FG
94115,4018,657065,OAK,3,KOFF,1,4,42,20,8,3,0,2,0,9,2,43,6,4,0,20,32,PUNT
94116,4018,657075,BAL,3,PUNT,1,2,59,20,6,4,1,3,0,19,2,56,4,3,5,0,80,TD
94117,4018,657084,OAK,4,KOFF,2,2,8,20,5,5,1,3,0,6,2,74,3,3,0,0,80,TD
94118,4018,657091,BAL,4,KOFF,2,5,8,20,9,6,1,3,0,12,4,63,5,5,5,0,80,TD
94119,4018,657103,OAK,5,KOFF,2,5,44,20,10,5,0,3,1,9,2,33,7,6,15,5,52,FG
94120,4018,657115,BAL,5,KOFF,2,2,0,20,10,4,1,2,1,30,3,48,6,4,19,20,77,FG
94121,4018,657133,BAL,6,KOFF,3,2,6,20,3,0,0,0,0,-2,1,6,2,2,0,0,4,PUNT
94122,4018,657137,OAK,6,PUNT,3,4,10,25,10,5,1,1,1,23,3,10,6,3,17,5,45,FG
94123,4018,657150,BAL,7,KOFF,3,2,8,20,5,2,0,1,0,1,1,17,4,2,0,0,18,PUNT
94124,4018,657156,OAK,7,PUNT,3,4,24,16,9,6,1,3,0,37,4,42,5,3,5,0,84,TD
94125,4018,657168,BAL,8,KOFF,3,3,35,20,10,5,0,3,1,5,1,61,8,6,5,10,61,FG
94126,4018,657181,OAK,8,KOFF,4,1,4,20,3,1,0,0,0,3,1,0,2,0,0,0,3,PUNT
94127,4018,657185,BAL,9,PUNT,4,5,30,7,11,9,3,1,1,27,7,58,4,4,8,0,93,TD
94128,4018,657199,OAK,9,KOFF,4,2,9,20,4,3,1,0,0,7,2,6,2,1,0,0,13,INT
94129,4018,657203,BAL,10,INT,4,2,44,63,8,4,1,1,0,13,4,11,3,1,15,0,24,FG
94130,4018,657212,OAK,10,KOFF,4,1,44,20,9,7,0,5,1,0,0,65,9,7,20,5,80,TD
94131,4018,657225,BAL,11,KOFF,4,0,7,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94132,4018,657226,OAK,11,INT,4,0,19,38,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94133,4019,657228,DAL,1,KOFF,1,2,30,20,3,0,0,0,0,7,2,-6,1,0,0,5,-4,PUNT
94134,4019,657233,PHI,1,PUNT,1,0,50,40,3,1,0,0,0,1,1,8,2,1,0,0,9,PUNT
94135,4019,657237,DAL,2,PUNT,1,2,12,13,3,2,0,0,0,8,2,1,1,1,0,0,9,PUNT
94136,4019,657241,PHI,2,PUNT,1,1,45,18,4,0,0,0,1,-1,2,7,2,1,11,0,17,PUNT
94137,4019,657247,DAL,3,PUNT,1,6,4,20,12,7,1,4,0,18,5,61,6,4,0,0,79,FG
94138,4019,657260,PHI,3,KOFF,1,1,20,20,3,0,0,0,0,0,2,0,1,0,0,0,0,PUNT
94139,4019,657264,DAL,4,PUNT,1,4,56,14,7,2,0,2,0,-1,2,33,5,4,0,5,27,PUNT
94140,4019,657273,PHI,4,PUNT,2,1,13,15,3,0,0,0,0,0,1,2,2,1,0,0,2,PUNT
94141,4019,657277,DAL,5,PUNT,2,2,3,28,3,0,0,0,0,3,1,10,2,1,0,10,3,PUNT
94142,4019,657283,PHI,5,PUNT,2,1,43,26,3,0,0,0,0,-3,1,7,2,2,0,10,-6,PUNT
94143,4019,657288,DAL,6,PUNT,2,5,24,11,15,7,1,3,2,14,2,45,12,7,35,15,79,FG
94144,4019,657311,PHI,6,KOFF,3,2,25,20,4,1,0,1,0,-11,2,23,2,2,0,0,12,BLPU
94145,4019,657318,PHI,7,KOFF,3,0,22,20,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
94146,4019,657322,DAL,7,PUNT,3,2,29,32,6,2,0,2,0,6,3,33,3,1,0,10,29,FUM
94147,4019,657328,PHI,8,FUM,3,4,20,39,10,5,0,3,2,-5,1,42,9,6,21,0,58,INT
94148,4019,657340,DAL,8,INT,3,3,51,20,5,3,0,1,0,13,3,11,2,2,0,5,19,PUNT
94149,4019,657347,PHI,9,PUNT,3,2,16,20,8,3,1,1,0,15,3,22,4,1,15,0,52,FG
94150,4019,657356,DAL,9,KOFF,4,7,2,27,10,7,2,2,0,38,8,9,2,2,0,10,37,FUM
94151,4019,657367,PHI,10,FUM,4,0,0,70,1,0,1,0,2,0,1,0,0,0,0,0,0,FUM
94152,4019,657368,DAL,10,FUM,4,2,22,32,3,0,0,0,1,1,1,11,2,2,0,10,2,PUNT
94153,4019,657373,PHI,11,PUNT,4,0,24,23,3,2,0,2,0,0,0,24,3,2,0,0,24,INT
94154,4019,657376,DAL,11,INT,4,0,16,59,3,1,0,1,0,4,2,42,1,1,0,5,41,TD
94155,4019,657382,PHI,12,KOFF,4,3,13,20,11,8,1,4,0,11,3,84,8,7,0,15,80,TD
94156,4019,657398,DAL,12,KOFF,4,1,0,56,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
94157,4020,657401,GB,1,KOFF,1,4,15,20,10,7,2,2,1,19,4,71,6,4,5,15,80,TD
94158,4020,657416,SEA,1,KOFF,1,1,58,10,3,0,0,0,0,-5,2,0,1,1,0,0,-5,PUNT
94159,4020,657420,GB,2,PUNT,1,1,55,56,4,0,0,0,0,5,2,2,1,1,0,0,7,FG
94160,4020,657425,SEA,2,KOFF,1,3,39,13,9,3,1,1,0,19,4,32,4,2,0,0,51,FG
94161,4020,657435,GB,3,KOFF,1,2,36,20,5,2,1,0,0,8,2,10,3,2,0,0,18,PUNT
94162,4020,657441,SEA,3,PUNT,1,3,10,40,5,2,0,2,0,-1,1,24,4,2,0,5,18,PUNT
94163,4020,657448,GB,4,PUNT,2,3,22,11,6,3,0,3,0,8,2,28,4,4,0,0,36,FUM
94164,4020,657454,SEA,4,FUM,2,2,53,53,5,2,1,0,1,11,4,6,1,1,0,15,2,PUNT
94165,4020,657460,GB,5,PUNT,2,3,24,8,6,3,1,0,0,16,4,6,2,1,0,0,22,PUNT
94166,4020,657467,SEA,5,PUNT,2,1,32,24,4,2,1,0,0,18,3,0,1,0,0,0,18,PUNT
94167,4020,657472,GB,6,PUNT,2,1,16,20,6,2,0,1,1,0,0,27,5,2,52,0,79,FG
94168,4020,657481,SEA,6,KOFF,3,5,3,20,10,6,1,4,0,16,3,59,7,5,5,0,80,TD
94169,4020,657494,GB,7,KOFF,3,1,24,16,3,0,0,0,0,2,1,-8,2,0,0,0,-6,PUNT
94170,4020,657498,SEA,7,PUNT,3,1,45,46,5,4,1,3,0,17,1,37,4,3,0,0,54,TD
94171,4020,657505,GB,8,KOFF,3,3,36,20,8,3,2,0,0,47,4,7,3,2,0,0,54,FG
94172,4020,657514,SEA,8,KOFF,3,2,28,20,6,3,1,0,0,14,2,5,4,1,5,0,24,PUNT
94173,4020,657522,GB,9,PUNT,3,6,16,20,11,8,0,5,0,2,2,78,8,8,5,5,80,TD
94174,4020,657536,SEA,9,KOFF,4,2,38,18,5,3,2,0,0,24,4,0,1,0,0,0,24,INT
94175,4020,657541,GB,10,INT,4,4,54,63,9,3,1,1,0,21,7,13,1,1,0,0,34,FG
94176,4020,657551,SEA,10,KOFF,4,1,34,20,6,4,0,3,0,6,1,42,5,4,0,0,48,FUM
94177,4020,657557,GB,11,FUM,4,0,22,31,1,0,0,0,1,-1,1,0,0,0,0,0,-1,ENDQ
94178,4021,657559,NYJ,1,KOFF,1,3,29,20,5,3,1,1,1,2,2,31,3,3,15,10,38,PUNT
94179,4021,657566,IND,1,PUNT,1,3,3,11,6,0,0,1,1,8,3,4,3,1,15,17,10,INT
94180,4021,657573,NYJ,2,INT,1,1,44,91,4,1,0,1,0,-1,2,6,2,1,4,0,9,TD
94181,4021,657580,IND,2,KOFF,1,2,42,24,7,4,1,1,0,35,3,30,3,1,0,0,65,MFG
94182,4021,657587,NYJ,3,MFG,1,1,5,20,3,0,0,0,0,0,0,-1,3,0,0,0,-1,PUNT
94183,4021,657591,IND,3,PUNT,1,1,23,41,3,0,0,0,0,0,1,1,2,1,0,0,1,PUNT
94184,4021,657595,NYJ,4,PUNT,1,2,58,8,6,4,0,1,0,14,3,42,3,1,0,5,51,PUNT
94185,4021,657603,IND,4,PUNT,2,1,38,6,3,0,0,0,0,-1,1,5,2,1,0,5,4,PUNT
94186,4021,657607,NYJ,5,PUNT,2,3,35,38,6,3,0,1,0,2,3,20,3,2,5,0,27,INT
94187,4021,657614,IND,5,INT,2,1,20,20,3,1,0,0,0,9,2,0,1,0,0,0,9,PUNT
94188,4021,657618,NYJ,6,PUNT,2,5,12,29,10,3,0,3,0,2,2,47,7,6,5,0,54,FG
94189,4021,657630,IND,6,KOFF,2,0,48,22,4,1,1,1,0,4,1,12,3,1,0,0,16,FUM
94190,4021,657634,NYJ,7,FUM,2,1,3,56,6,2,0,1,1,2,1,12,4,2,0,0,14,MFG
94191,4021,657641,IND,7,KOFF,3,9,47,20,18,8,3,3,1,13,8,76,10,7,10,10,79,FUM
94192,4021,657660,NYJ,8,FUM,3,1,31,10,3,1,0,0,1,1,1,5,2,1,0,0,6,PUNT
94193,4021,657664,IND,8,PUNT,3,0,50,49,3,0,0,0,0,2,1,0,2,0,0,0,2,INT
94194,4021,657667,NYJ,9,INT,3,3,46,31,7,3,1,1,0,30,5,16,2,1,0,15,31,PUNT
94195,4021,657675,IND,9,PUNT,4,3,59,9,8,6,1,3,0,23,4,78,4,3,15,10,91,TD
94196,4021,657685,NYJ,10,KOFF,4,3,47,20,7,5,1,3,0,19,2,56,5,4,5,0,80,TD
94197,4021,657695,IND,10,KOFF,4,1,45,8,4,3,0,2,1,0,0,21,4,3,15,0,36,INT
94198,4021,657700,NYJ,11,INT,4,3,38,38,8,4,1,1,0,30,6,9,1,1,0,5,34,FG
94199,4021,657710,IND,11,KOFF,4,0,57,20,3,3,0,1,0,0,0,23,3,3,0,0,23,ENDQ
94200,4022,657714,WAS,1,KOFF,1,2,21,19,3,2,0,0,0,4,1,4,2,1,0,10,-2,PUNT
94201,4022,657721,NYG,1,PUNT,1,3,36,33,6,3,1,0,0,9,3,9,3,3,0,0,18,PUNT
94202,4022,657728,WAS,2,PUNT,1,0,33,6,2,0,0,0,0,3,1,0,1,0,0,0,3,INT
94203,4022,657730,NYG,2,INT,1,1,56,86,4,3,1,1,0,1,2,13,2,2,0,0,14,TD
94204,4022,657736,WAS,3,KOFF,1,2,10,20,3,2,0,0,0,9,3,0,0,0,0,0,9,PUNT
94205,4022,657740,NYG,3,PUNT,1,3,45,36,8,4,1,1,0,5,2,52,5,3,0,10,47,FG
94206,4022,657750,WAS,4,KOFF,1,4,8,20,10,7,2,1,0,31,5,23,4,2,0,0,54,FG
94207,4022,657761,NYG,4,KOFF,2,3,59,35,9,4,0,2,0,14,4,33,4,2,0,0,47,FG
94208,4022,657771,WAS,5,KOFF,2,5,49,20,13,4,0,3,0,0,4,71,8,5,0,10,61,FG
94209,4022,657785,NYG,5,KOFF,2,1,37,20,7,3,0,2,0,3,1,41,6,4,0,10,34,PUNT
94210,4022,657794,WAS,6,PUNT,2,0,6,1,1,0,0,0,0,2,1,0,0,0,0,0,2,ENDQ
94211,4022,657796,NYG,6,KOFF,3,7,31,20,15,8,1,3,0,29,8,21,6,4,0,0,50,FG
94212,4022,657812,WAS,7,KOFF,3,3,44,24,7,4,0,3,0,8,3,34,4,3,0,0,42,INT
94213,4022,657819,NYG,7,INT,3,5,6,27,8,5,1,3,0,14,4,69,4,4,5,15,73,TD
94214,4022,657832,WAS,8,KOFF,4,4,7,22,13,6,0,4,0,5,1,71,12,7,5,5,76,FUM
94215,4022,657847,NYG,8,FUM,4,2,8,20,3,1,0,0,1,9,3,0,0,0,0,0,9,PUNT
94216,4022,657851,WAS,9,PUNT,4,3,48,26,13,7,0,4,0,0,0,69,12,8,12,7,74,TD
94217,4022,657867,NYG,9,KOFF,4,0,28,59,3,1,0,1,0,0,2,41,1,1,0,0,41,TD
94218,4022,657874,NYG,10,KOFF,4,1,25,44,3,0,0,0,0,0,2,0,1,0,0,0,0,PUNT
94219,4022,657878,WAS,10,PUNT,4,1,43,22,8,4,0,1,1,26,1,33,7,4,5,0,64,ENDQ
94220,4023,657888,DAL,1,KOFF,1,1,8,20,2,2,2,0,1,65,2,0,0,0,15,0,80,TD
94221,4023,657893,ATL,1,KOFF,1,2,8,20,3,0,0,0,0,2,2,-5,1,0,0,0,-3,PUNT
94222,4023,657897,DAL,2,PUNT,1,4,37,23,8,6,2,3,0,21,4,56,4,4,0,0,77,TD
94223,4023,657907,ATL,2,KOFF,1,4,7,20,11,7,3,3,0,29,3,48,8,4,3,0,80,TD
94224,4023,657921,DAL,3,KOFF,1,3,9,20,5,3,1,0,0,5,3,17,2,2,0,0,22,PUNT
94225,4023,657927,ATL,3,PUNT,2,2,17,13,3,2,0,0,0,7,1,6,2,1,0,5,8,PUNT
94226,4023,657932,DAL,4,PUNT,2,5,9,44,8,7,3,2,0,34,5,32,3,3,0,10,56,TD
94227,4023,657943,ATL,4,KOFF,2,1,22,20,3,1,0,0,0,-2,1,8,2,1,0,0,6,PUNT
94228,4023,657947,DAL,5,PUNT,2,0,13,19,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94229,4023,657948,ATL,5,INT,2,3,32,77,7,4,2,0,0,16,5,4,2,1,3,0,23,TD
94230,4023,657958,DAL,6,KOFF,2,1,38,20,6,6,1,4,0,6,2,59,4,4,15,0,80,TD
94231,4023,657966,ATL,6,KOFF,2,0,40,20,6,4,0,2,0,0,0,66,5,4,0,0,66,FG
94232,4023,657973,ATL,7,KOFF,3,2,25,10,6,2,0,1,0,2,2,14,4,1,0,10,6,PUNT
94233,4023,657981,DAL,7,PUNT,3,2,15,53,3,0,0,0,0,-1,1,20,2,2,0,15,4,PUNT
94234,4023,657987,ATL,8,PUNT,3,3,15,13,7,6,0,3,0,16,3,71,3,3,0,0,87,TD
94235,4023,657995,DAL,8,KOFF,3,3,56,20,7,1,0,1,1,-4,3,18,4,2,15,0,29,PUNT
94236,4023,658004,ATL,9,PUNT,3,6,44,11,11,7,3,3,0,48,6,41,5,5,0,0,89,TD
94237,4023,658017,DAL,9,KOFF,4,2,7,20,3,1,0,0,0,1,1,-3,2,1,0,0,-2,PUNT
94238,4023,658021,ATL,10,PUNT,4,6,14,38,11,9,2,2,0,35,6,27,5,4,0,0,62,TD
94239,4023,658034,DAL,10,KOFF,4,1,35,20,6,3,0,1,0,0,0,21,6,4,0,0,21,DWNS
94240,4023,658040,ATL,11,DWNS,4,1,29,59,3,1,0,0,0,5,3,0,0,0,0,0,5,ENDQ
94241,4024,658044,TEN,1,KOFF,1,1,22,20,3,1,0,0,0,0,1,8,2,1,0,0,8,PUNT
94242,4024,658048,IND,1,PUNT,1,2,50,23,5,2,1,0,0,15,4,0,1,0,0,0,15,PUNT
94243,4024,658054,TEN,2,PUNT,1,1,23,12,3,1,0,0,0,6,1,2,2,1,0,0,8,PUNT
94244,4024,658058,IND,2,PUNT,1,3,43,37,8,4,2,2,0,16,4,57,4,2,0,10,63,TD
94245,4024,658069,TEN,3,KOFF,1,3,15,20,5,1,0,1,0,5,3,31,2,2,0,0,36,PUNT
94246,4024,658075,IND,3,PUNT,1,1,40,13,3,1,0,0,0,4,2,5,1,1,0,0,9,PUNT
94247,4024,658079,TEN,4,PUNT,1,2,48,30,7,3,1,1,0,15,3,16,4,2,0,0,31,INT
94248,4024,658088,TEN,5,KOFF,2,4,30,20,9,4,1,2,0,15,3,55,5,3,0,10,60,FG
94249,4024,658099,IND,4,KOFF,2,2,5,20,3,1,0,0,0,3,1,3,2,1,0,5,1,PUNT
94250,4024,658104,TEN,6,PUNT,2,6,5,17,13,6,1,4,0,13,4,65,9,5,5,0,83,TD
94251,4024,658120,IND,5,KOFF,2,0,19,20,3,3,1,1,0,33,2,19,1,1,0,5,47,ENDQ
94252,4024,658125,IND,6,KOFF,3,1,27,20,3,0,0,0,0,3,1,-4,2,0,0,0,-1,PUNT
94253,4024,658129,TEN,7,PUNT,3,3,42,34,6,5,1,4,0,8,1,78,5,5,0,20,66,TD
94254,4024,658139,IND,7,KOFF,3,0,10,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
94255,4024,658140,TEN,8,INT,3,0,5,97,1,1,0,1,0,0,0,3,1,1,0,0,3,TD
94256,4024,658143,IND,8,KOFF,3,2,51,20,6,2,1,0,0,18,1,26,5,2,0,20,24,INT
94257,4024,658151,TEN,9,INT,3,3,41,87,8,2,1,0,0,5,4,5,3,1,0,0,10,FG
94258,4024,658160,IND,9,KOFF,3,0,54,20,3,1,0,0,0,6,1,0,2,0,0,0,6,PUNT
94259,4024,658164,TEN,10,PUNT,3,4,50,21,7,5,1,1,0,23,5,19,2,1,0,5,37,PUNT
94260,4024,658173,IND,10,PUNT,4,5,31,2,12,9,1,5,0,2,1,105,11,8,0,9,98,TD
94261,4024,658189,TEN,11,KOFF,4,0,50,20,2,0,0,0,0,-3,1,0,1,0,0,0,-3,INT
94262,4024,658191,IND,11,INT,4,0,6,89,1,1,0,1,0,0,0,11,1,1,0,0,11,TD
94263,4024,658194,TEN,12,KOFF,4,0,24,20,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
94264,4024,658198,IND,12,PUNT,4,2,38,31,5,5,2,1,0,36,3,23,2,2,10,0,69,TD
94265,4024,658205,TEN,13,KOFF,4,2,4,20,10,5,1,4,0,1,1,63,8,5,17,0,-20,TD
94266,4024,658218,IND,13,KOFF,4,0,47,57,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
94267,4025,658222,OAK,1,KOFF,1,6,27,23,13,5,0,4,0,2,4,80,8,5,0,10,72,FG
94268,4025,658237,CLE,1,KOFF,1,2,52,20,4,0,0,0,0,3,2,5,2,2,5,10,3,PUNT
94269,4025,658244,OAK,2,PUNT,1,2,58,31,5,1,0,0,0,-1,3,9,2,1,5,5,8,PUNT
94270,4025,658252,CLE,2,PUNT,1,3,30,20,6,1,0,1,0,3,2,24,4,2,0,0,27,PUNT
94271,4025,658259,OAK,3,PUNT,2,0,59,12,3,1,0,0,0,8,1,0,2,0,0,0,8,PUNT
94272,4025,658263,CLE,3,PUNT,2,1,28,33,3,1,0,0,0,5,1,0,2,0,0,0,5,PUNT
94273,4025,658267,OAK,4,PUNT,2,5,0,20,11,5,1,3,1,22,5,63,6,4,15,20,80,TD
94274,4025,658284,CLE,4,KOFF,2,5,2,20,13,4,1,3,0,7,5,72,7,3,0,5,74,FG
94275,4025,658299,OAK,5,KOFF,2,1,26,30,5,3,1,2,0,21,2,49,3,2,0,0,70,TD
94276,4025,658306,CLE,5,KOFF,2,0,18,17,2,1,0,0,0,6,1,0,1,0,0,0,6,ENDQ
94277,4025,658309,CLE,6,KOFF,3,1,36,20,3,0,0,0,0,1,1,-5,2,0,0,0,-4,PUNT
94278,4025,658313,OAK,6,PUNT,3,3,59,8,9,5,2,0,0,74,4,12,4,2,0,10,76,FG
94279,4025,658324,CLE,7,KOFF,3,5,53,20,13,7,0,4,0,1,1,79,12,9,5,5,80,TD
94280,4025,658341,OAK,7,KOFF,3,4,2,20,7,4,2,1,0,18,5,62,2,2,0,0,80,TD
94281,4025,658350,CLE,8,KOFF,4,3,33,20,9,3,1,1,0,13,1,39,7,2,5,0,57,FG
94282,4025,658361,OAK,8,KOFF,4,2,31,20,4,1,0,2,0,2,1,31,3,3,0,10,23,FUM
94283,4025,658366,CLE,9,FUM,4,1,58,56,6,4,0,3,2,0,0,39,6,4,5,0,44,TD
94284,4025,658375,OAK,9,KOFF,4,2,27,20,3,1,0,0,0,5,2,8,1,1,0,10,3,PUNT
94285,4025,658380,OAK,10,PUNT,4,1,35,57,3,1,0,0,0,5,2,0,1,0,0,0,5,PUNT
94286,4025,658385,CLE,10,PUNT,4,1,48,2,11,4,0,4,0,0,0,63,11,6,0,0,63,INT
94287,4025,658396,OAK,11,INT,4,0,38,12,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
94288,4026,658398,BAL,1,KOFF,1,2,15,20,5,2,1,0,0,2,2,17,3,2,0,0,19,PUNT
94289,4026,658404,CIN,1,PUNT,1,5,25,33,10,4,2,1,0,27,8,32,2,1,18,10,67,TD
94290,4026,658421,BAL,2,KOFF,1,5,39,20,11,6,2,1,0,22,4,36,6,4,0,10,48,MFG
94291,4026,658434,CIN,2,MFG,1,2,34,40,5,2,1,0,0,13,3,-8,2,0,0,6,-1,PUNT
94292,4026,658441,BAL,3,PUNT,2,1,30,8,4,1,0,1,0,0,1,16,3,1,6,0,22,INT
94293,4026,658446,CIN,3,INT,2,0,19,70,3,1,0,1,1,0,0,16,3,1,14,0,30,TD
94294,4026,658452,BAL,4,KOFF,2,4,43,20,10,5,1,1,0,11,6,16,4,3,0,0,27,PUNT
94295,4026,658463,CIN,4,PUNT,2,5,44,20,10,5,0,3,0,11,2,82,8,6,0,15,78,DWNS
94296,4026,658475,BAL,5,DWNS,2,1,18,2,4,2,0,1,0,0,0,22,4,2,0,0,22,PUNT
94297,4026,658481,CIN,5,PUNT,2,0,33,41,3,2,0,0,0,5,1,9,2,1,0,0,14,ENDQ
94298,4026,658485,CIN,6,KOFF,3,4,17,29,9,2,0,2,0,-1,5,57,4,2,5,0,61,INT
94299,4026,658495,BAL,6,INT,3,4,20,20,7,3,0,2,0,1,2,89,5,5,0,10,80,TD
94300,4026,658505,CIN,7,KOFF,3,1,58,20,3,1,0,0,0,2,2,6,1,1,0,0,8,PUNT
94301,4026,658509,BAL,7,PUNT,3,5,58,36,12,5,0,3,0,2,2,70,9,8,15,25,62,FG
94302,4026,658525,CIN,8,KOFF,4,3,30,20,6,3,1,0,0,11,3,7,3,2,0,15,3,PUNT
94303,4026,658534,BAL,8,PUNT,4,0,53,37,3,0,0,0,0,-2,1,0,2,0,0,0,-2,PUNT
94304,4026,658538,CIN,9,PUNT,4,2,15,22,5,3,0,2,0,8,2,11,3,1,0,0,19,FUM
94305,4026,658545,CIN,10,KOFF,4,0,12,20,1,1,0,1,0,0,0,80,1,1,0,0,80,TD
94306,4026,658548,BAL,9,KOFF,4,2,41,21,9,5,0,4,0,0,0,89,9,6,0,10,79,TD
94307,4026,658559,CIN,11,KOFF,4,1,46,20,6,4,0,4,0,0,1,80,5,4,0,0,80,TD
94308,4026,658567,BAL,10,KOFF,4,0,35,20,4,1,0,0,0,0,0,7,4,1,0,14,-7,DWNS
94309,4026,658572,CIN,12,DWNS,4,1,35,87,4,1,0,0,0,10,4,0,0,0,0,0,10,DWNS
94310,4027,658577,JAC,1,KOFF,1,1,9,16,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
94311,4027,658581,NE,1,PUNT,1,1,56,36,5,3,1,2,0,8,1,56,4,3,0,0,64,TD
94312,4027,658588,JAC,2,KOFF,1,4,36,20,8,3,0,2,0,11,3,27,5,2,0,10,28,PUNT
94313,4027,658598,NE,2,PUNT,1,4,23,10,10,5,1,2,0,16,3,56,6,5,0,10,62,FG
94314,4027,658610,JAC,3,KOFF,1,8,24,20,17,7,1,3,0,18,8,32,8,3,5,5,58,FG
94315,4027,658630,NE,3,KOFF,2,5,50,20,14,8,2,3,0,33,5,45,8,5,0,0,78,FG
94316,4027,658645,JAC,4,KOFF,2,1,55,22,4,3,0,2,0,5,1,28,3,2,0,0,33,INT
94317,4027,658649,NE,4,INT,2,1,29,43,8,7,2,2,0,9,3,45,5,4,3,0,57,TD
94318,4027,658659,JAC,5,KOFF,2,0,18,20,1,0,0,0,0,0,0,-3,1,1,0,0,-3,ENDQ
94319,4027,658661,NE,5,KOFF,3,4,10,20,10,5,1,2,0,6,2,46,7,4,0,0,52,FG
94320,4027,658672,JAC,6,KOFF,3,1,22,20,3,0,0,0,0,3,1,0,2,0,0,5,3,PUNT
94321,4027,658677,NE,6,PUNT,3,0,24,33,1,1,1,0,0,1,1,0,0,0,76,10,67,TD
94322,4027,658683,JAC,7,KOFF,3,2,49,20,6,4,0,2,0,8,2,72,4,3,0,0,80,TD
94323,4027,658691,NE,7,KOFF,3,2,57,20,7,6,1,3,0,26,3,39,4,4,15,0,80,TD
94324,4027,658700,JAC,8,KOFF,3,1,22,20,4,0,0,0,0,4,2,0,2,1,0,0,4,DWNS
94325,4027,658704,NE,8,DWNS,3,1,59,76,5,2,1,1,0,2,3,22,2,2,0,0,24,TD
94326,4027,658711,JAC,9,KOFF,4,1,39,20,3,1,0,0,0,7,2,0,1,0,0,0,7,PUNT
94327,4027,658715,NE,9,PUNT,4,9,47,42,17,12,2,4,0,26,9,37,8,6,0,5,58,TD
94328,4027,658735,JAC,10,KOFF,4,2,9,20,7,5,0,4,0,0,0,80,7,5,0,0,80,TD
94329,4027,658744,NE,10,KOFF,4,1,22,20,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
94330,4028,658747,NO,1,KOFF,1,6,0,20,12,5,1,3,1,14,4,43,7,6,10,0,67,FG
94331,4028,658760,CAR,1,KOFF,1,3,5,20,7,3,1,2,0,16,3,27,4,2,0,0,43,PUNT
94332,4028,658768,NO,2,PUNT,1,9,11,6,16,13,3,5,0,32,8,57,8,8,5,0,94,TD
94333,4028,658787,CAR,2,KOFF,2,6,30,20,12,9,2,4,0,33,7,67,5,5,0,20,80,TD
94334,4028,658802,NO,3,KOFF,2,3,8,30,3,0,0,0,0,0,1,24,2,2,0,20,9,PUNT
94335,4028,658809,CAR,3,PUNT,2,2,6,19,11,3,1,2,0,-4,3,83,7,4,0,0,79,FG
94336,4028,658822,CAR,4,KOFF,3,2,29,20,4,1,0,1,0,3,1,11,3,1,0,0,14,PUNT
94337,4028,658830,CAR,5,KOFF,3,3,48,17,6,3,0,3,0,7,3,74,3,3,10,8,83,TD
94338,4028,658841,NO,4,KOFF,3,3,56,19,7,2,1,2,0,5,2,29,5,4,5,5,34,FUM
94339,4028,658850,CAR,6,FUM,3,3,16,42,9,2,2,0,1,29,5,0,3,0,0,0,29,FG
