tid,gid,tname,pts,q1p,q2p,q3p,q4p,rfd,pfd,ifd,ry,ra,py,pa,pc,sk,ints,fum,pu,gpy,pr,pry,kr,kry,ir,iry,pen,top,td,tdr,tdp,tdt,fgm,fgat,fgy,rza,rzc,bry,bpy,srp,s1rp,s2rp,s3rp,spp,s1pp,s2pp,s3pp,lea,ley,lta,lty,lga,lgy,mda,mdy,rga,rgy,rta,rty,rea,rey,r1a,r1y,r2a,r2y,r3a,r3y,qba,qby,sla,sly,sma,smy,sra,sry,dla,dly,dma,dmy,dra,dry,wr1a,wr1y,wr3a,wr3y,tea,tey,rba,rby,sga,sgy,p1a,p1y,p2a,p2y,p3a,p3y,spc,mpc,lpc,q1ra,q1ry,q1pa,q1py,lcra,lcry,lcpa,lcpy,rzra,rzry,rzpa,rzpy,sky,lbs,dbs,sfpy,drv,npy,tb,i20,rtd,lnr,lnp,lbr,lbp,dbr,dbp,nha,s3a,s3c,l3a,l3c,stf,dp,fsp,ohp,pbep,dlp,dsp,dum,pfn,snpo,snpd
7979,3990,PIT,21,0,3,8,10,7,15,1,134,25,330,38,26,3,1,0,2,87,1,3,1,22,0,0,77,32,2,1,1,0,2,4,68,3,2,79,139,15,12,2,1,21,8,5,8,2,17,2,4,7,27,5,34,5,28,2,19,2,5,15,115,8,19,2,0,0,0,11,85,7,42,9,50,5,93,1,0,5,81,19,204,7,58,11,84,1,5,41,324,15,115,11,46,15,169,6,12,8,6,44,8,49,0,0,0,0,9,23,4,20,21,1,1,197,9,86,0,1,0,5.5,1,10,4,7.5,16,9,2,2,7,4,7,0,1,3,2,0,3,0,0,73,61
7980,3990,NE,28,0,14,7,7,5,19,2,81,26,281,32,25,2,0,0,4,191,1,1,1,8,1,0,64,28,4,0,4,0,0,0,0,4,4,24,52,9,6,0,3,22,10,8,4,1,-3,2,9,3,17,9,20,3,4,3,25,2,10,15,59,5,11,3,12,2,3,12,79,7,71,7,49,1,18,1,0,4,71,15,121,1,9,9,95,7,63,21,193,14,168,12,82,8,31,4,16,5,3,10,8,56,2,5,5,72,5,11,6,27,7,1,0,194,9,168,1,1,0,10.5,3,5,8,7.5,14,5,4,4,3,1,6,0,0,2,1,0,2,1,1,61,73
7981,3991,GB,31,7,3,7,14,10,10,1,135,31,189,23,18,0,0,0,2,97,0,0,4,106,1,42,74,28,4,1,3,0,1,1,37,5,4,69,100,15,7,4,4,15,6,6,3,5,34,6,49,7,20,0,0,5,8,2,7,3,16,15,75,9,37,4,22,6,36,9,56,2,25,8,49,1,34,0,0,2,25,13,97,4,51,3,27,3,14,30,243,9,83,7,61,7,45,7,7,4,6,30,7,54,11,40,4,21,5,10,6,31,0,0,0,274,9,66,1,0,0,8.5,2,11.5,4,10,13,16,2,2,3,1,2,0,1,2,1,3,2,1,1,60,77
7982,3991,CHI,23,3,10,3,7,10,12,3,189,33,213,35,18,2,1,0,1,56,1,11,3,63,0,0,64,32,2,1,1,0,3,3,149,3,1,88,99,20,10,5,5,16,7,1,8,10,48,3,31,4,37,0,0,5,14,5,30,6,29,17,105,10,49,6,35,4,31,14,111,2,42,15,72,1,0,0,0,3,0,16,86,2,59,8,55,9,25,47,321,12,64,11,14,14,135,5,9,4,7,37,9,41,4,22,9,73,5,14,10,17,12,0,0,206,8,56,0,0,0,7.5,1,11,4,7.5,8,30,5,3,7,3,2,0,2,2,0,3,2,0,0,77,60
7983,3992,KC,27,14,13,0,0,7,12,0,100,35,233,33,22,2,0,0,7,307,5,81,1,30,1,0,25,35.5,3,0,3,0,2,3,75,3,2,45,62,12,8,3,1,16,6,8,2,7,21,0,0,5,7,7,25,3,17,2,3,5,27,19,64,6,22,4,14,6,18,9,120,5,38,13,65,1,0,0,0,3,20,12,77,0,0,7,106,12,60,34,191,10,99,16,89,9,45,4,13,5,7,19,11,120,0,0,0,0,1,3,5,20,10,1,1,600,16,253,2,4,0,5,4,5,4,11,19,0,3,1,10,2,8,0,0,2,0,0,1,0,0,70,77
7984,3992,HOU,20,6,3,0,11,6,17,1,98,21,298,47,26,5,1,1,7,329,4,14,0,0,0,0,39,24.5,2,0,2,0,2,2,81,4,2,45,52,10,6,3,1,24,12,10,2,0,0,1,4,1,3,9,32,4,20,4,20,2,19,12,70,6,21,3,7,1,6,17,128,8,67,13,88,2,19,4,32,2,0,24,203,11,80,6,33,5,18,43,229,23,160,17,123,12,15,4,10,12,5,35,10,78,0,0,0,0,4,6,8,31,36,0,0,267,14,228,1,1,0,11,4,11.5,3.5,6.5,12.5,5,3,1,9,1,4,0,2,1,1,2,0,0,0,77,70
7985,3993,CLE,10,0,10,0,0,5,10,0,104,28,217,32,18,3,1,4,2,121,1,10,1,27,1,0,109,31.5,1,0,1,0,1,1,26,2,0,27,96,10,4,4,2,16,5,4,7,2,5,4,8,2,-1,11,58,0,0,2,10,7,24,12,25,11,49,5,30,8,58,10,35,7,59,12,83,3,54,0,0,0,0,8,109,10,44,9,51,5,27,40,308,12,56,10,22,13,139,2,12,4,9,41,8,49,0,0,0,0,4,23,3,0,14,0,0,248,10,108,0,0,0,12.5,2,9,0,11.5,9,7,6,4,10,4,9,0,2,4,2,1,1,2,1,71,61
7986,3993,NYJ,31,0,14,10,7,9,9,0,155,37,179,24,15,0,1,0,3,131,2,13,1,13,1,18,30,28.5,4,2,2,0,1,1,34,6,4,73,65,16,8,6,2,13,6,2,5,1,21,0,0,3,7,15,54,4,13,7,15,5,45,16,68,14,70,5,17,1,0,7,42,1,15,9,57,6,22,0,0,1,43,18,154,0,0,1,0,5,25,26,256,10,57,6,21,8,101,4,6,5,6,21,3,27,0,0,0,0,10,38,5,42,0,2,0,400,10,101,1,1,0,12.5,1.5,6,5,9.5,12.5,0,4,2,5,3,7,0,0,1,0,2,0,0,1,61,71
7987,3994,IND,14,0,0,8,6,5,16,2,65,18,240,49,26,2,2,1,4,177,2,1,3,58,0,0,49,29,2,0,2,0,0,1,0,2,2,11,59,10,5,4,1,20,9,3,8,2,15,1,4,7,22,2,12,4,12,0,0,0,0,9,44,6,20,1,1,3,21,13,58,7,34,21,92,3,30,0,0,5,29,24,112,14,91,7,22,4,18,36,184,20,115,15,51,16,74,8,12,6,3,13,12,77,0,0,0,0,3,13,8,16,3,0,0,186,10,171,0,0,0,11,1,10,3.5,9,8.5,15,4,3,10,4,1,0,1,3,1,0,0,1,0,77,59
7988,3994,BUF,27,7,10,7,3,7,7,1,150,40,195,19,14,0,0,0,5,252,1,6,1,0,2,53,113,31,3,2,1,0,2,2,86,1,1,87,120,15,5,7,3,8,4,2,2,4,16,2,-4,3,4,11,83,5,14,5,35,3,3,14,23,12,65,7,63,6,45,6,68,1,0,8,49,0,0,1,27,3,51,5,27,5,79,4,43,5,46,25,288,7,76,7,81,5,38,4,5,5,7,5,8,112,0,0,0,0,6,28,0,0,0,0.5,1,389,11,231,1,2,0,6.5,2,5.5,4,4,20,1,1,1,7,1,12,0,0,4,1,1,2,5,1,59,77
7989,3995,MIA,17,0,7,0,10,5,12,2,75,19,182,34,22,3,0,1,4,217,2,74,2,54,2,2,39,22,2,0,1,0,1,1,22,3,1,43,96,7,3,3,1,18,9,5,4,3,1,2,16,0,0,0,0,3,9,5,19,4,30,7,36,7,31,3,8,2,8,6,34,7,55,15,83,1,0,0,0,5,54,21,99,3,29,8,73,2,25,45,319,17,101,10,47,10,34,5,12,5,2,1,3,16,9,34,7,30,3,19,8,18,44,0,0,238,9,174,1,0,1,9.5,1.5,15.5,6,10,13.5,4,4,2,7,3,5,0,0,0,3,1,2,1,0,57,79
7990,3995,WAS,10,3,7,0,0,6,12,2,162,38,188,31,21,1,2,0,3,124,2,23,1,36,0,0,88,38,1,0,1,0,1,2,45,1,1,48,47,20,13,6,1,16,5,6,5,11,55,4,10,2,7,7,26,7,41,0,0,5,23,19,84,12,48,5,30,1,0,13,57,6,52,4,4,2,0,3,65,3,18,9,74,7,51,13,71,2,0,24,168,10,61,12,78,10,49,8,8,5,12,52,8,47,7,33,12,66,2,1,5,13,8,1.5,0,275,10,30,1,1,0,3,2.5,4.5,5.5,9.5,15,3,1,1,8,1,10,0,2,6,2,0,2,2,0,79,57
7991,3996,CAR,20,3,7,7,3,6,10,1,107,37,158,31,18,2,1,0,4,179,3,46,0,0,2,31,22,34,2,0,1,1,2,4,90,3,1,44,61,11,3,5,3,16,6,4,6,10,10,0,0,0,0,15,72,0,0,0,0,8,25,15,33,11,45,7,29,12,37,12,44,7,53,9,54,0,0,0,0,3,24,10,67,8,54,5,20,8,34,44,287,11,51,11,20,11,87,4,11,3,8,49,10,16,9,39,6,25,7,0,6,13,17,2,0,413,12,150,1,2,0,4,4,10,10,7,11,7,3,2,11,5,9,7,0,1,1,0,0,0,1,71,67
7992,3996,JAC,9,3,6,0,0,6,12,0,96,21,169,39,22,5,2,1,5,231,1,9,1,40,1,19,25,26,1,0,1,0,1,2,22,3,1,60,51,10,5,4,1,18,8,7,3,4,15,0,0,0,0,12,50,0,0,0,0,5,31,8,41,11,52,2,3,4,26,12,65,6,31,11,36,3,0,3,27,4,24,13,87,15,45,2,0,9,51,42,192,20,70,12,72,12,27,9,9,4,8,49,8,15,2,11,5,13,2,14,6,-1,14,1,0,332,12,185,0,2,0,13.5,1,14,8.5,5.5,8.5,4,1,1,8,0,4,0,0,3,0,0,1,0,1,67,71
7993,3997,SEA,31,7,3,3,18,10,10,1,125,33,219,41,32,6,1,0,4,207,2,63,2,56,0,0,46,37.5,3,0,1,1,3,3,87,4,1,56,44,18,6,4,8,24,13,10,1,2,10,2,26,4,4,17,67,1,4,2,-1,3,15,11,36,9,20,11,69,7,32,17,95,5,46,18,110,1,0,0,0,0,0,19,111,5,42,9,51,8,47,71,440,21,128,17,95,9,-4,12,15,5,7,19,5,26,7,17,13,88,4,12,10,25,32,0,1,308,11,102,1,2,1,11.5,3.5,8,1.5,3.5,13,22,10,7,5,2,8,7,1,1,4,2,0,1,0,83,60
7994,3997,STL,34,0,10,14,7,5,13,1,76,26,276,27,18,2,0,3,3,142,2,85,3,63,1,15,30,28.5,4,2,1,0,2,2,70,4,2,16,223,12,9,2,1,15,7,3,5,1,7,10,37,1,3,9,15,2,11,2,2,1,1,16,63,8,9,2,4,4,11,7,26,4,34,8,83,2,67,2,45,4,42,8,35,4,58,8,127,7,77,25,151,11,131,9,49,9,96,3,5,10,4,2,7,52,9,27,14,137,4,22,1,0,21,0,1,284,11,79,0,0,1,15,7.5,7,6.5,9,23,0,1,1,5,3,8,0,2,1,1,1,0,1,0,60,83
7995,3998,NO,19,3,7,3,6,4,12,2,54,20,354,48,30,2,1,0,4,171,1,2,1,10,0,0,73,33.5,1,0,1,0,4,4,138,4,1,0,198,8,2,4,2,20,9,6,5,2,3,4,-5,0,0,10,42,0,0,2,6,2,8,8,19,10,28,2,7,1,3,13,58,12,81,15,104,2,30,2,60,4,19,15,78,10,101,5,19,15,149,35,287,20,165,13,60,17,126,11,13,6,8,19,7,49,2,2,14,119,2,3,8,23,1,0,0,239,11,156,0,1,0,10,0,10,1.5,2,13.5,1,4,4,9,1,6,0,1,2,0,0,6,1,0,74,62
7996,3998,ARI,31,7,7,3,14,7,13,5,121,26,307,32,19,0,0,1,4,158,2,15,1,43,1,10,30,26.5,4,1,3,0,1,1,43,3,3,82,154,12,9,2,1,19,8,7,4,2,9,1,2,1,12,16,64,0,0,1,16,3,18,17,80,6,29,1,12,2,15,4,24,5,17,14,180,3,29,3,40,3,17,9,105,11,54,6,86,6,62,24,231,11,94,12,131,9,82,3,10,6,4,18,11,81,9,48,5,103,2,-1,3,27,0,2,0,363,12,156,0,2,0,6,6,5,6.5,9,17.5,1,1,1,5,4,5,0,1,1,1,1,1,0,0,62,74
7997,3999,DET,28,7,14,0,7,2,12,2,70,17,233,30,19,1,2,0,5,176,2,34,3,105,2,31,29,22,4,1,2,1,0,0,0,1,1,35,107,6,5,0,1,15,9,4,2,2,-1,2,5,1,0,6,58,0,0,2,7,2,1,10,38,3,6,2,26,0,0,9,65,5,63,9,78,2,0,3,40,0,0,12,63,2,22,6,53,8,108,29,241,13,140,10,50,8,43,3,9,7,5,42,7,48,3,10,3,18,0,0,1,18,13,0,0,322,11,176,0,3,0,14,5.5,7.5,5,4.5,24.5,0,1,1,4,0,3,7,0,0,1,2,0,1,0,47,79
7998,3999,SD,34,3,7,10,14,5,20,3,97,32,388,42,35,2,2,1,2,104,0,0,1,24,2,27,40,38,4,2,2,0,2,2,57,7,4,24,167,15,8,7,0,28,9,13,6,2,4,0,0,0,0,22,84,1,2,3,7,0,0,17,52,11,45,0,0,0,0,18,144,9,93,13,119,0,0,0,0,2,48,8,111,17,166,6,74,11,53,62,484,17,108,16,205,11,75,10,12,13,7,32,8,37,6,10,11,139,6,18,9,58,16,1,0,353,12,70,0,0,0,2.5,0,6.5,4.5,4,13.5,0,3,1,7,4,6,0,1,1,1,0,1,1,0,79,47
7999,4000,TEN,42,21,14,7,0,7,11,2,127,37,185,16,13,2,0,1,4,189,2,14,1,17,2,34,55,31.5,6,1,4,1,0,0,0,4,4,58,136,15,11,4,0,12,4,4,4,2,25,7,46,7,28,6,6,4,21,2,6,1,-3,17,84,9,41,3,4,2,6,5,54,3,46,6,69,0,0,0,0,2,40,6,125,2,11,4,61,4,12,14,190,7,95,6,54,5,36,3,4,6,2,7,9,130,0,0,0,0,5,0,4,35,24,2,0,357,10,172,0,0,0,9.5,4,8.5,5.5,8,5.5,1,1,1,4,2,6,7,2,4,1,1,1,1,0,59,74
8000,4000,TB,14,0,7,0,7,4,11,1,92,26,181,33,16,4,2,0,4,188,2,17,3,83,0,0,97,28.5,2,0,2,0,0,0,0,2,1,28,97,12,7,3,2,12,5,4,3,4,23,4,14,2,17,5,7,7,13,2,9,2,9,13,56,7,25,6,11,6,18,8,49,8,77,13,28,2,21,2,35,0,0,11,51,8,20,7,110,7,29,29,171,13,58,12,26,12,97,5,5,6,11,49,6,29,0,0,0,0,2,7,10,6,29,1,0,314,12,174,0,0,0,7,1,11,1,10,9,12,6,3,9,1,8,0,3,4,3,1,2,1,1,74,59
8001,4001,CIN,33,7,17,9,0,7,13,2,129,33,269,34,25,0,0,0,5,219,2,23,2,14,1,0,50,32.5,4,2,2,0,2,2,67,6,4,62,113,17,9,6,2,17,7,7,3,2,13,6,20,4,37,9,37,4,15,4,7,0,0,16,84,8,33,5,12,2,3,5,29,6,48,16,107,3,61,0,0,4,24,11,97,3,19,13,104,7,49,40,354,13,107,13,86,8,76,7,12,6,8,41,8,43,0,0,0,0,10,22,8,30,0,0,0,364,12,192,0,1,0,3,2,7,13,6,15,14,5,2,6,2,6,0,0,1,2,0,0,3,0,68,66
8002,4001,OAK,13,0,0,0,13,1,13,2,63,16,183,43,30,2,1,1,6,260,3,27,3,69,0,0,32,27.5,2,0,2,0,0,0,0,2,2,12,24,6,4,2,0,23,12,6,5,4,15,1,3,1,7,8,32,1,4,1,2,0,0,6,27,7,16,3,20,1,8,13,53,15,108,12,42,1,0,1,0,1,0,17,84,7,20,4,5,15,94,49,240,20,71,13,29,12,83,14,15,1,5,14,9,54,0,0,0,0,0,0,4,28,20,0,0,327,12,217,1,1,0,9,2,6.5,5.5,8.5,14.5,12,4,1,10,3,4,0,1,2,1,0,2,2,0,66,68
8003,4002,BAL,13,0,3,10,0,6,4,1,73,23,100,32,18,2,2,0,6,310,2,32,1,10,1,24,15,22.5,1,0,0,1,2,2,96,1,0,20,22,9,3,5,1,10,5,3,2,0,0,5,8,4,12,9,21,2,4,2,8,1,20,11,18,10,36,2,19,0,0,9,31,9,59,9,5,1,0,2,0,2,22,5,24,9,21,6,38,12,34,22,88,11,38,11,53,12,9,9,7,2,5,8,7,-1,3,29,15,48,0,0,5,1,17,3,0,271,11,290,0,3,0,14,4,7,5.5,3,17.5,7,2,1,9,0,9,7,0,0,0,2,1,0,0,58,77
8004,4002,DEN,19,6,3,7,3,4,11,1,70,26,150,40,24,4,1,0,5,259,3,20,0,0,2,51,45,37.5,1,0,0,1,4,4,189,1,0,11,0,10,6,3,1,14,3,4,7,2,10,3,2,2,6,6,31,2,3,7,22,2,-4,15,55,8,9,1,6,0,0,17,82,10,27,8,48,3,0,1,0,1,18,23,125,6,26,3,5,8,19,42,171,11,23,16,35,17,92,8,14,2,6,17,13,46,11,43,5,38,1,-4,0,0,25,2,0,251,11,227,0,2,0,10.5,1,9,9.5,3.5,8.5,13,1,1,13,4,7,7,4,1,1,0,1,0,1,77,58
8005,4003,NYG,26,3,10,3,10,6,10,2,99,24,190,36,20,1,0,0,4,179,2,3,0,0,2,20,44,23,2,1,0,1,4,4,139,4,1,38,0,15,9,4,2,16,6,6,4,5,11,3,5,1,2,10,55,2,7,2,8,1,11,13,77,9,7,2,15,1,8,11,51,2,16,16,107,2,16,0,0,2,0,19,90,0,0,8,54,6,46,37,216,13,43,12,70,12,74,7,8,5,3,11,4,22,12,53,12,70,6,3,5,24,3,0,0,309,11,182,0,3,0,8,2,7.5,11.5,6.5,17.5,32,4,2,8,2,6,7,1,1,1,0,2,1,0,62,71
8006,4003,DAL,27,3,3,7,14,4,21,2,81,24,356,45,36,0,2,1,2,107,1,3,5,96,0,0,35,37,3,0,3,0,2,2,53,5,3,15,70,10,5,5,0,31,16,9,6,6,32,3,14,2,5,2,3,3,6,3,11,3,10,13,55,9,26,0,0,0,0,17,134,13,79,14,122,0,0,1,21,0,0,15,108,7,49,11,68,12,131,37,303,21,172,13,104,11,80,8,19,9,7,31,12,70,1,-2,10,83,2,1,12,54,0,0,0,223,11,104,0,1,0,4.5,2.5,12,3.5,6.5,13,7,3,3,4,1,4,0,1,0,0,1,0,2,0,71,62
8007,4004,PHI,24,0,3,14,7,5,17,1,63,16,336,52,36,0,2,0,5,226,3,25,0,0,2,23,88,24.5,3,2,1,0,1,2,29,4,3,49,70,8,2,5,1,29,17,9,3,2,5,1,3,1,3,0,0,6,25,1,1,5,26,6,-3,8,55,2,11,0,0,21,122,10,71,16,73,3,45,0,0,2,25,20,146,5,27,9,52,18,111,67,460,27,202,14,76,11,58,11,18,7,4,-9,12,44,5,18,14,128,4,14,5,24,0,0,0,324,13,188,1,1,0,13.5,2,9,5,8.5,15,53,4,2,6,1,6,0,1,8,1,0,2,1,1,74,77
8008,4004,ATL,26,3,17,0,6,3,16,2,108,38,290,34,23,1,2,0,4,231,2,18,3,59,2,3,57,35.5,2,0,2,0,4,4,171,3,1,30,136,16,10,5,1,19,7,9,3,10,17,5,22,3,26,0,0,1,3,4,8,9,32,20,67,9,31,3,10,2,10,10,48,7,64,8,57,5,63,1,0,3,66,19,225,5,21,4,23,6,29,23,142,10,144,15,118,10,28,5,11,7,8,15,11,111,7,14,7,86,4,0,3,14,8,0,0,414,14,206,0,2,0,3,6,5.5,12.5,5.5,14.5,4,4,2,6,1,6,0,1,5,0,1,0,0,0,77,74
8009,4005,MIN,3,0,0,0,3,5,11,1,71,17,177,32,23,5,1,0,4,150,2,9,1,21,0,0,25,27,0,0,0,0,1,2,37,1,0,25,48,10,5,4,1,14,8,6,0,0,0,3,18,1,4,9,41,1,2,1,1,2,5,8,28,7,37,2,6,3,16,12,47,3,21,5,42,6,83,1,0,3,17,7,63,8,55,9,56,7,57,37,174,17,125,11,79,9,-27,9,6,8,4,12,7,7,0,0,0,0,0,0,2,0,54,0.5,0,274,10,150,0,2,0,8.5,0.5,11.5,6.5,15,11,2,1,1,6,0,4,0,1,0,1,1,3,0,0,56,73
8010,4005,SF,20,0,7,3,10,14,8,3,232,41,165,26,17,1,0,1,3,140,2,0,0,0,1,26,57,33,2,2,0,0,2,3,55,5,2,105,40,26,15,9,2,12,5,4,3,12,91,2,15,3,20,11,45,1,5,4,26,4,30,22,144,12,69,3,19,5,43,9,36,3,35,11,94,1,0,0,0,2,0,8,47,3,5,11,92,4,21,56,563,9,58,10,57,8,50,5,7,5,11,60,7,31,6,42,4,48,5,40,6,8,0,2,2,271,9,131,0,2,0,4,1.5,7,8,3,17.5,1,3,2,6,2,6,0,2,3,1,0,1,1,2,73,56
8011,4006,DEN,31,0,14,3,14,3,15,3,61,22,238,45,26,3,1,0,7,314,0,0,1,21,2,29,85,31,4,0,3,1,1,1,54,3,3,41,42,5,3,2,0,20,7,7,6,1,16,2,1,2,7,10,19,1,14,5,7,1,-3,10,28,10,33,2,0,0,0,14,109,6,10,15,76,6,41,1,20,3,0,28,203,7,20,8,31,2,2,41,260,19,78,14,85,15,75,6,13,7,6,18,7,9,2,1,17,74,2,7,8,46,18,2,0,383,13,299,0,2,0,7,2,15,5,5,13,14,3,1,10,4,14,7,0,2,0,1,1,5,0,73,64
8012,4006,KC,24,0,14,3,7,7,9,4,144,29,170,25,16,4,2,3,4,210,4,15,1,21,1,55,60,29,3,2,0,1,1,1,35,4,1,71,113,12,7,5,0,12,6,6,0,5,38,1,3,2,11,16,71,2,6,0,0,3,15,18,75,10,67,1,2,3,15,7,51,2,24,14,86,0,0,1,30,1,0,8,57,0,0,7,112,10,22,34,271,11,77,12,94,6,-1,4,7,5,4,29,9,35,11,46,9,74,5,23,6,-4,21,2,0,288,13,210,0,2,0,11.5,1,6.5,3,4,21,0,0,0,6,0,4,7,4,3,0,0,4,0,1,64,73
8013,4007,HOU,17,3,0,7,7,5,11,5,61,23,239,58,27,1,1,0,8,388,6,58,1,27,1,17,70,27.5,2,1,1,0,1,1,43,3,2,13,48,7,2,2,3,19,9,6,4,0,0,4,22,3,4,11,19,4,13,1,3,0,0,11,26,8,21,4,14,1,6,22,59,14,73,14,48,2,16,1,0,4,48,19,116,16,49,6,26,16,53,55,230,21,85,19,99,19,55,9,14,4,6,14,17,42,4,7,14,19,2,6,9,22,5,0,1,348,14,344,0,4,0,9.5,1,13,4,8.5,10,18,5,4,13,2,7,0,0,1,2,2,3,0,3,88,78
8014,4007,CAR,24,0,10,7,7,9,13,3,173,34,178,37,18,2,1,0,7,377,4,44,1,33,1,8,92,32.5,3,1,2,0,1,2,28,2,1,90,88,15,9,5,1,14,6,5,3,1,11,4,6,0,0,12,55,5,24,5,22,5,55,19,102,11,59,2,12,9,77,16,66,1,10,12,58,4,25,3,36,1,0,13,98,6,26,14,70,4,1,50,331,16,102,12,45,11,31,5,8,5,6,34,10,7,9,23,7,50,4,12,3,7,17,0,0,400,16,299,1,1,0,8,1,6,8,8,16,14,1,1,10,2,3,0,1,1,1,2,1,4,0,78,88
8015,4008,SF,18,0,3,0,15,7,18,2,111,31,298,46,33,5,0,1,4,171,2,11,3,58,0,0,46,37,2,0,2,0,1,1,47,4,1,34,118,16,12,1,3,28,9,12,7,3,29,2,8,5,17,14,47,3,5,2,5,2,0,20,86,5,7,6,18,9,51,16,78,8,46,17,75,0,0,3,78,2,43,17,165,6,43,13,83,10,29,72,507,14,106,21,138,16,39,12,18,3,10,52,5,23,0,0,0,0,7,11,16,38,37,0,0,197,10,155,0,1,0,7.5,1.5,4,4.5,6.5,12,12,8,5,7,1,6,0,1,1,1,3,1,0,1,90,57
8016,4008,PIT,43,8,21,0,14,6,14,1,88,29,369,27,21,0,0,0,3,142,1,16,0,0,0,0,58,23,6,3,3,0,0,0,0,5,5,37,267,11,9,2,0,15,4,5,6,0,0,3,32,7,24,7,17,1,1,3,14,0,0,17,82,4,6,0,0,0,0,12,46,3,36,3,1,4,87,2,76,3,123,15,262,5,77,2,15,5,15,32,357,7,65,11,59,9,245,8,5,8,5,16,11,108,0,0,0,0,7,32,4,22,0,2.5,0,288,12,131,0,1,0,7,3.5,15.5,13,7.5,16.5,25,1,1,6,3,2,0,1,0,1,3,0,3,0,57,90
8017,4009,TB,26,3,7,13,3,6,7,5,139,35,194,21,14,3,0,2,3,116,3,34,1,37,1,26,90,28.5,2,1,1,0,4,5,142,5,2,56,120,15,11,2,2,9,4,1,4,8,38,9,34,4,18,1,5,5,7,6,29,2,8,21,86,10,33,4,20,6,23,6,31,3,36,6,20,0,0,2,21,4,99,8,54,4,82,3,29,6,42,19,175,6,104,6,14,12,76,4,3,7,6,38,5,35,9,22,3,6,6,9,3,15,13,3,0,433,12,116,0,2,0,12.5,1.5,5.5,10.5,6,15,2,2,1,9,4,7,0,2,4,0,2,1,1,1,66,78
8018,4009,NO,19,0,7,0,12,8,11,2,105,28,219,38,24,4,1,2,4,175,1,0,1,23,0,0,115,31.5,3,2,1,0,0,1,0,3,3,50,88,14,7,5,2,21,5,9,7,4,14,2,17,6,32,0,0,9,38,2,0,3,4,15,59,9,39,2,7,0,0,11,55,8,97,9,63,2,0,4,22,4,18,12,131,12,77,8,14,5,33,32,189,14,42,15,110,13,67,5,12,7,6,1,8,40,0,0,10,52,6,28,1,16,36,2,0,366,13,141,0,1,0,6.5,1,16,5,11.5,10,2,3,3,5,3,7,0,2,2,2,1,4,2,0,78,66
8019,4010,DET,16,0,10,0,6,2,17,6,38,16,285,53,32,1,1,2,4,177,1,2,3,84,0,0,39,29,2,0,2,0,1,1,26,3,2,0,0,7,1,4,2,26,14,6,6,4,24,1,-2,1,5,5,9,0,0,1,2,4,0,4,13,9,11,3,14,4,20,13,54,14,117,22,97,2,18,0,0,1,0,27,163,6,14,10,43,9,66,51,276,27,140,15,86,12,59,10,16,6,4,5,7,29,0,0,0,0,0,0,9,47,1,0,0,178,10,138,0,2,0,13,1.5,9.5,2.5,14.5,7,7,3,3,8,3,4,0,1,3,0,2,1,0,0,78,65
8020,4010,MIN,26,7,10,6,3,12,7,1,200,44,151,18,14,1,0,1,3,134,3,39,2,62,1,11,97,31,3,2,1,0,2,2,51,6,3,95,71,23,14,5,4,8,2,2,4,4,43,4,19,2,13,18,58,3,33,4,11,6,24,25,135,10,41,6,25,5,23,4,19,3,49,8,45,1,22,0,0,1,17,3,38,5,27,8,30,2,58,26,215,3,24,8,15,8,112,7,4,3,15,107,4,26,0,0,0,0,18,34,5,12,2,0,0,474,11,132,0,2,0,8.5,3,4.5,6.5,1,20.5,4,4,3,7,4,11,0,1,1,1,1,4,2,0,65,78
8021,4011,ARI,48,14,14,14,6,6,12,3,117,30,185,24,17,0,1,1,3,121,2,6,2,117,2,27,58,30,7,1,4,1,0,0,0,4,4,40,72,15,7,7,1,12,4,3,5,3,29,8,26,2,7,0,0,5,22,6,18,2,15,15,54,9,55,2,8,0,0,9,63,1,14,7,60,2,0,0,0,4,48,10,112,9,65,1,5,3,3,13,90,9,60,7,57,8,68,4,10,3,6,20,6,36,0,0,0,0,7,36,3,23,0,0.5,0,305,10,101,0,2,1,9.5,2,3.5,3,12,18,0,2,2,4,3,4,7,1,1,1,4,1,0,0,59,72
8022,4011,CHI,23,7,13,3,0,8,7,3,109,28,226,32,22,2,2,0,5,229,1,20,3,86,1,2,170,30,2,1,1,0,3,3,114,2,1,51,139,15,9,6,0,10,6,2,2,6,23,1,3,9,16,2,-5,5,37,3,8,2,27,18,91,9,20,1,-2,5,19,14,44,2,10,9,96,4,70,2,21,1,0,8,41,11,94,8,62,5,44,43,328,12,99,10,38,12,89,8,8,6,8,30,6,90,0,0,0,0,2,-1,2,8,15,0,0,395,13,203,1,0,0,7,1,10,2.5,8,7.5,14,2,1,9,0,6,0,4,4,1,1,3,1,0,72,59
8023,4012,NE,40,14,10,13,3,4,20,3,59,19,451,59,38,2,0,2,1,54,4,41,0,0,3,29,119,30,4,1,3,0,4,4,142,5,3,35,202,5,1,4,0,30,15,12,3,2,15,1,1,2,13,3,10,3,17,1,4,0,0,5,17,6,39,1,4,0,0,25,200,7,40,15,69,4,93,4,64,4,0,21,126,8,87,19,151,11,102,54,446,30,196,20,210,11,60,7,18,13,1,6,9,76,2,4,4,46,5,25,10,36,15,3,0,538,15,40,0,0,0,4.5,7,12.5,8,8,13,35,3,1,7,2,1,0,3,4,2,0,2,2,0,86,72
